id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,fade,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_coinsinrush1_06_s_11,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_11,True,,coinsinrush_05,coinsinrush_06,1.0,,,ade_b,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_12,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_12,False,,coinsinrush_06,coinsinrush_06,1.0,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_13,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_13,False,,black,black,1.0,sfx_scn_kickwhoosh,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_14,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_14,False,,black,black,1.0,sfx_scn_bodyhit2,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_15,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_15,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_16,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_16,True,,coinsinrush_03,coinsinrush_03,1.0,,,verygentleman,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_17,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_17,True,,coinsinrush_03,coinsinrush_03,1.0,,,verygentleman,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_18,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_18,True,,coinsinrush_03,coinsinrush_03,1.0,,,bodyguards,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_19,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_19,True,,coinsinrush_03,coinsinrush_03,1.0,,,scarbodyguard,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_20,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_20,False,Corridor,black,black,1.0,,,,milk_b,1,angry1,ade_b,13,no,verygentleman,7,idle,,,,,,,,,
event_coinsinrush1_06_s_21,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_21,True,,12,12,1.0,,,milk_b,,1,angry1,,13,no,,7,idle,milk_b,black,,,,,,,
event_coinsinrush1_06_s_22,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_22,True,,12,12,1.0,,,ade_b,,1,angry1,,13,no,,7,idle,ade_b,,,,,,,,
event_coinsinrush1_06_s_23,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_23,False,,12,L_70,1.0,,,,,1,angry1,,13,no,,7,idle,verygentleman,,,,,,,,
event_coinsinrush1_06_s_24,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_24,False,,L_70,L_70,1.0,,,,,1,angry1,,13,no,,7,idle,verygentleman,,,,,,,,
event_coinsinrush1_06_s_25,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_25,True,,L_70,L_70,1.0,,,verygentleman,,1,angry1,,13,no,,7,idle,verygentleman,,,,,,,,
event_coinsinrush1_06_s_26,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_26,True,,L_70,L_700,0.5,,,verygentleman,,1,angry1,,13,no,,7,idle,verygentleman,,,,,,,,
event_coinsinrush1_06_s_27,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_27,False,,L_700,L_700,1.0,,,bodyguards,,1,angry1,,13,no,,7,idle,verygentleman,,,,,,,,
event_coinsinrush1_06_s_28,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_28,False,,black,black,1.0,sfx_scn_runaway,,,,1,angry1,,13,no,,7,idle,,,verygentleman,,,,,,
event_coinsinrush1_06_s_29,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_29,True,,S_10,S_10,1.0,,,milk_b,,1,angry1,,13,no,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_30,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_30,True,,S_10,S_10,1.0,,,milk_b,,1,angry1,,13,no,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_31,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_31,True,,S_10,12,0.5,,,ade_b,,1,angry1,,13,surprise2,,,,ade_b,,,,,,,,
event_coinsinrush1_06_s_32,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_32,True,,12,12,1.0,,,milk_b,,1,angry1,,13,surprise2,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_33,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_33,False,,black,black,1.0,,,,,1,angry1,,13,surprise2,,,,,,,,,,,,
event_coinsinrush1_06_s_34,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_34,False,,black,black,1.0,,,,,1,angry1,,13,surprise2,,,,,,,,,,,,
event_coinsinrush1_06_s_35,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_35,False,,12,12,1.0,sfx_scn_medhit2,,,,1,angry1,,13,surprise2,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_36,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_36,True,,12,12,1.0,,,milk_b,,1,no,,13,surprise2,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_37,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_37,True,,12,12,1.0,,,milk_b,,1,no,,13,surprise2,,,,milk_b,,,,,,,,
event_coinsinrush1_06_s_38,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_38,True,,12,12,1.0,,,ade_b,,1,no,,13,no,,,,ade_b,,,,,,,,
event_coinsinrush1_06_s_39,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_39,False,,12,12,1.0,,,,,1,no,,13,no,,,,ade_b,,,,,,,,
event_coinsinrush1_06_s_40,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_40,False,,black,black,1.0,sfx_scn_nearrunaway,,,,1,no,,13,no,,,,,,,,,,,,
event_coinsinrush1_06_s_41,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_41,False,,black,black,1.0,,,,,1,no,,13,no,,,,,,,milk_b,ade_b,,,,
event_coinsinrush1_06_s_42,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_42,True,,1,1,1.0,,,exia_b_op,exia_b_op,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_43,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_43,False,,1,1,1.0,,,,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_44,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_44,True,,1,1,1.0,,,exia_b_op,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_45,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_45,False,,1,1,1.0,,,,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_46,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_46,True,,1,1,1.0,,,exia_b_op,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_47,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_47,True,,1,1,1.0,,,exia_b_op,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_48,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_48,True,,1,1,1.0,,,rouge_b_op_r,,OP_leftup,idle,rouge_b_op_r,OP_rightup,no,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_49,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_49,True,,1,1,1.0,,,rouge_b_op_r,,OP_leftup,idle,,OP_rightup,no,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_50,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_50,False,,1,1,1.0,,,,,OP_leftup,idle,,OP_rightup,no,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_51,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_51,False,,1,1,1.0,sfx_scn_nearrunaway,,,,OP_leftup,idle,,OP_rightup,no,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_52,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_52,True,,1,1,1.0,,,rouge_b_op_r,,OP_leftup,idle,,OP_rightup,no,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_53,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_53,True,,1,1,1.0,,,bay_b_op,bay_b_op,OP_leftup,worry,,OP_rightup,no,,,,bay_b_op,,,exia_b_op,,,,,
event_coinsinrush1_06_s_54,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_54,False,,1,1,1.0,,,,,OP_leftup,worry,,OP_rightup,no,,,,bay_b_op,,,,,,,,
event_coinsinrush1_06_s_55,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_55,True,,1,1,1.0,,,rouge_b_op_r,,OP_leftup,worry,,OP_rightup,surprise,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_56,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_56,True,,1,1,1.0,,,bay_b_op,,OP_leftup,worry,,OP_rightup,surprise,,,,bay_b_op,,,,,,,,
event_coinsinrush1_06_s_57,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_57,True,,1,1,1.0,,,bay_b_op,,OP_leftup,worry,,OP_rightup,surprise,,,,bay_b_op,,,,,,,,
event_coinsinrush1_06_s_58,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_58,True,,1,1,1.0,,,rouge_b_op_r,,OP_leftup,worry,,OP_rightup,think,,,,rouge_b_op_r,,,,,,,,
event_coinsinrush1_06_s_59,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_59,True,,1,1,1.0,,,exia_b_op,exia_b_op,OP_leftup,idle,,OP_rightup,think,,,,exia_b_op,,,bay_b_op,,,,,
event_coinsinrush1_06_s_60,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_60,True,,1,1,1.0,,,exia_b_op,,OP_leftup,idle,,OP_rightup,think,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_61,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_61,False,,1,1,1.0,,,,,OP_leftup,idle,,OP_rightup,think,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_62,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_62,False,,black,black,1.0,sfx_scn_nearrunaway,,,,OP_leftup,idle,,OP_rightup,think,,,,,,,exia_b_op,rouge_b_op_r,,,,
event_coinsinrush1_06_s_63,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_63,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_64,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_64,False,,1,1,1.0,sfx_scn_schoolbell,,,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_65,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_65,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_66,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_66,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_67,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_67,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_68,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_68,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_69,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_69,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_70,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_70,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_71,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_71,True,,1,1,1.0,,,announcement,,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_s_72,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_72,True,,1,1,1.0,,,exia_b_op,exia_b_op,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_73,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_73,True,,1,1,1.0,,,exia_b_op,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_74,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_74,False,,1,1,1.0,,,,,OP_leftup,idle,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_75,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_75,True,,1,1,1.0,,,exia_b_op,,OP_leftup,good,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_76,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_76,True,,1,1,1.0,,,exia_b_op,,OP_leftup,good,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_77,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_77,False,,1,1,1.0,,none,,,OP_leftup,good,,,,,,,exia_b_op,,,,,,,,
event_coinsinrush1_06_s_78,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_78,False,,black,black,1.0,sfx_scn_naturalfootstep,,,,OP_leftup,good,,,,,,,,,,exia_b_op,,,,,
event_coinsinrush1_06_s_79,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_79,False,ArkCleanIndoor,black,black,1.0,sfx_scn_dooropen,,,,,,verygentleman,1,idle,,,,,,,,,,,,
event_coinsinrush1_06_s_80,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_80,False,,70,70,1.0,,,,,,,,1,idle,,,,,,,,,,,,
event_coinsinrush1_06_s_81,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_81,False,,70,L_10,2.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_82,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_82,True,,L_10,L_10,1.0,,bgm_enemyclose,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_83,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_83,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_84,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_84,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_85,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_85,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_86,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_86,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_87,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_87,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_88,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_88,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_89,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_89,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_90,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_90,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_91,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_91,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_92,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_92,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_93,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_93,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_94,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_94,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_97,,,
event_coinsinrush1_06_s_95,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_95,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_96,,,
event_coinsinrush1_06_s_96,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_96,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_97,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_97,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_98,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_98,False,,L_10,L_10,1.0,sfx_scn_jointpoping,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_99,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_99,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_100,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_100,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_101,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_101,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_102,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_102,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_103,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_103,True,,L_10,L_100,0.5,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_104,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_104,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_106,,,
event_coinsinrush1_06_s_105,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_105,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_106,,,
event_coinsinrush1_06_s_106,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_106,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_107,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_107,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_108,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_108,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_110,,,
event_coinsinrush1_06_s_109,40088,event_coinsinrush1_06_s,Choice,Locale_MainScenario:event_coinsinrush1_06_s_109,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_119,,,
event_coinsinrush1_06_s_110,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_110,True,,L_100,L_10,0.5,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_111,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_111,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_112,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_112,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_113,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_113,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_114,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_114,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_115,40088,event_coinsinrush1_06_s,Speech,Locale_MainScenario:event_coinsinrush1_06_s_115,True,,L_10,L_10,1.0,,,verygentleman,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_116,40088,event_coinsinrush1_06_s,Narration,Locale_MainScenario:event_coinsinrush1_06_s_116,False,,black,black,1.0,sfx_scn_aim,,,,,,,1,idle,,,,,,,,,,,,
event_coinsinrush1_06_s_117,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_117,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
event_coinsinrush1_06_s_118,40088,event_coinsinrush1_06_s,Self,Locale_MainScenario:event_coinsinrush1_06_s_118,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,event_coinsinrush1_06_s_128,,,
event_coinsinrush1_06_s_119,40088,event_coinsinrush1_06_s,Monologue,Locale_MainScenario:event_coinsinrush1_06_s_119,False,,L_100,L_100,1.0,,,,,,,,1,idle,,,,verygentleman,,,,,,,,
