id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,fade,play_sound
event_beautyfullshot1_03_s_27,40051,event_beautyfullshot1_03_s,Narration,,Locale_MainScenario:event_beautyfullshot1_03_s_27,False,anis_s,1,idle,neon_s,13,worry,mary_s,15,idle,rapi_s,17,idle,,,,,,,,,,,,,,,,CoralIslandInside_d,black,black,1.0,,,,,,,,,,,,black,
event_beautyfullshot1_03_s_28,40051,event_beautyfullshot1_03_s,Speech,anis_s,Locale_MainScenario:event_beautyfullshot1_03_s_28,True,,1,idle,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,,XS_100,XS_10,1.0,bgm_story_summermood,anis_s,,,,,,,,,,,
event_beautyfullshot1_03_s_29,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_29,True,,1,idle,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,,XS_10,113,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_30,40051,event_beautyfullshot1_03_s,Speech,anis_s,Locale_MainScenario:event_beautyfullshot1_03_s_30,True,,1,idle,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,,113,113,1.0,,anis_s,,,,,,,,,,,
event_beautyfullshot1_03_s_31,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_31,True,,1,idle,,13,no,,15,idle,,17,idle,,,,,,,,,,,,,,,,,113,113,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_32,40051,event_beautyfullshot1_03_s,Speech,anis_s,Locale_MainScenario:event_beautyfullshot1_03_s_32,True,,1,worry,,13,no,,15,idle,,17,idle,,,,,,,,,,,,,,,,,113,113,1.0,,anis_s,,,,,,,,,,,
event_beautyfullshot1_03_s_33,40051,event_beautyfullshot1_03_s,Speech,mary_s,Locale_MainScenario:event_beautyfullshot1_03_s_33,True,,1,worry,,13,no,,15,idle,,17,idle,,,,,,,,,,,,,,,,,113,1315,1.0,,mary_s,,,,,,,,,,,
event_beautyfullshot1_03_s_34,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_34,True,,1,worry,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,1315,1315,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_35,40051,event_beautyfullshot1_03_s,Speech,mary_s,Locale_MainScenario:event_beautyfullshot1_03_s_35,True,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,1315,1315,1.0,,mary_s,,,,,,,,,,,
event_beautyfullshot1_03_s_36,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_36,True,,1,idle,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,,1315,1315,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_37,40051,event_beautyfullshot1_03_s,Speech,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_s_37,True,,1,idle,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,,170,170,1.0,,rapi_s,,,,,,,,,,,
event_beautyfullshot1_03_s_38,40051,event_beautyfullshot1_03_s,Speech,neon_s,Locale_MainScenario:event_beautyfullshot1_03_s_38,True,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,XS_130,XS_130,1.0,,neon_s,,,,,,,,,,,
event_beautyfullshot1_03_s_39,40051,event_beautyfullshot1_03_s,Speech,rapi_s,Locale_MainScenario:event_beautyfullshot1_03_s_39,True,,1,idle,,13,idle,,15,idle,,17,think,,,,,,,,,,,,,,,,,170,170,1.0,,rapi_s,,,,,,,,,,,
event_beautyfullshot1_03_s_40,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_40,False,,15,idle,,17,idle,,15,idle,,19,think,maiden_s,1,idle,guilty_s,3,idle,,,,,,,,,,,31,31,1.0,,maiden_s,anis_s,neon_s,mary_s,rapi_s,,,,,,black,
event_beautyfullshot1_03_s_41,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_41,True,,,,,,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_42,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_42,True,,,,,,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_43,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_43,True,,,,,,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_44,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_44,True,,,,,,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_45,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_45,True,,,,,,,,,,,,,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_46,40051,event_beautyfullshot1_03_s,Speech,maiden_s,Locale_MainScenario:event_beautyfullshot1_03_s_46,True,,,,,,,,,,,,,,1,no,,3,idle,,,,,,,,,,,31,31,1.0,,maiden_s,,,,,,,,,,,
event_beautyfullshot1_03_s_47,40051,event_beautyfullshot1_03_s,Speech,guilty_s,Locale_MainScenario:event_beautyfullshot1_03_s_47,True,,,,,,,,,,,,,,1,no,,3,idle,,,,,,,,,,,31,31,1.0,,guilty_s,,,,,,,,,,,
event_beautyfullshot1_03_s_48,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_48,False,sakura_s,1,angry,rosanna_s,13,angry,viper_s,3,idle,jackal,5,idle,,7,no,,9,delight,,,,,,,,,,,113,113,1.0,,,,,,,maiden_s,guilty_s,,,,black,
event_beautyfullshot1_03_s_49,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_49,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_50,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_50,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_51,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_51,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_52,40051,event_beautyfullshot1_03_s,Self,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_52,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_53,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_53,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,10,10,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_54,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_54,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_55,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_55,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_56,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_56,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_57,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_57,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_58,40051,event_beautyfullshot1_03_s,Speech,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_58,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,53,1.0,,jackal,,,,,,,,,,,
event_beautyfullshot1_03_s_59,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_59,True,,1,angry,,13,angry,,3,delight,,5,idle,,,,,,,,,,,,,,,,,53,53,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_60,40051,event_beautyfullshot1_03_s,Speech,jackal,Locale_MainScenario:event_beautyfullshot1_03_s_60,True,,1,angry,,13,angry,,3,delight,,5,crazy,,,,,,,,,,,,,,,,,53,53,1.0,,jackal,,,,,,,,,,,
event_beautyfullshot1_03_s_61,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_61,True,,1,angry,,13,angry,,3,idle,,5,crazy,,,,,,,,,,,,,,,,,53,53,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_62,40051,event_beautyfullshot1_03_s,Self,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_62,False,,1,angry,,13,angry,,3,idle,,5,crazy,,,,,,,,,,,,,,,,,53,53,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_63,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_63,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,53,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_64,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_64,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_65,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_65,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_66,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_66,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_67,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_67,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_68,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_68,True,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_69,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_69,True,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_70,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_70,True,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,S_30,31,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_71,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_71,True,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,31,31,1.0,,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_72,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_72,False,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,31,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_73,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_73,False,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_74,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_74,False,,1,angry,,13,angry,,3,good,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_75,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_75,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_76,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_76,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_77,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_77,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_78,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_78,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_79,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_79,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_80,40051,event_beautyfullshot1_03_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_80,False,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,,,,,
event_beautyfullshot1_03_s_81,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_81,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_82,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_82,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_83,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_83,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_84,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_84,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,130,10,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_85,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_85,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,10,10,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_86,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_86,True,,1,angry,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,10,113,1.0,,rosanna_s,,,,,,,,,,,
event_beautyfullshot1_03_s_87,40051,event_beautyfullshot1_03_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot1_03_s_87,True,,1,idle,,13,angry,,3,idle,,5,idle,,,,,,,,,,,,,,,,,113,113,1.0,,sakura_s,,,,,,,,,,,
event_beautyfullshot1_03_s_88,40051,event_beautyfullshot1_03_s,Speech,viper_s,Locale_MainScenario:event_beautyfullshot1_03_s_88,True,,1,idle,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,S_30,S_30,1.0,none,viper_s,,,,,,,,,,,
event_beautyfullshot1_03_s_89,40051,event_beautyfullshot1_03_s,Speech,rosanna_s,Locale_MainScenario:event_beautyfullshot1_03_s_89,True,,1,idle,,13,angry,,3,angry,,5,idle,,,,,,,,,,,,,,,,,130,130,1.0,,rosanna_s,,,,,,,,,,,
