id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,play_ambient,set_camera_shake,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_oldtales2_01_e_33,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_33,True,,113,113,1.0,,,,,,,,,1,pain,,,13,worry,
event_oldtales2_01_e_34,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_34,False,,113,113,1.0,,,,,,,,,1,pain,,,13,worry,
event_oldtales2_01_e_35,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_35,True,,113,113,1.0,,,,,,,,,1,pain,,,13,think,
event_oldtales2_01_e_36,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_36,False,,113,113,1.0,,,,,,,,,1,pain,,,13,think,
event_oldtales2_01_e_37,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_37,False,,113,113,1.0,,,,,,,,,1,pain,,,13,think,
event_oldtales2_01_e_38,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_38,True,,113,130,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_39,40062,event_oldtales2_01_e,Narration,abe,,Locale_MainScenario:event_oldtales2_01_e_39,False,,130,1300,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_40,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_40,False,,1300,1300,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_41,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_41,True,,S_100,S_100,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_42,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_42,True,,1300,1300,1.0,,,,,,,,,1,pain,,,13,angry,
event_oldtales2_01_e_43,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_43,False,,1300,130,0.7,,,,,,,,,1,pain,,,13,angry,
event_oldtales2_01_e_44,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_44,True,,130,113,1.0,,,,,,,,,1,pain,,,13,angry,
event_oldtales2_01_e_45,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_45,True,,113,113,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_46,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_46,False,,113,113,1.0,,,,,,,,,1,pain,,,13,angry,
event_oldtales2_01_e_47,40062,event_oldtales2_01_e,Narration,abe,,Locale_MainScenario:event_oldtales2_01_e_47,False,,black,black,1.0,,sfx_scn_buzzer,ambient_scn_emergencysignal,,,,,,1,pain,,,13,angry,
event_oldtales2_01_e_48,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_48,False,,1300,130,0.7,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_49,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_49,False,,130,130,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_50,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_50,True,,130,113,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_51,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_51,True,,113,113,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_52,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_52,False,,113,113,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_53,40062,event_oldtales2_01_e,Narration,abe,,Locale_MainScenario:event_oldtales2_01_e_53,False,,113,15,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_54,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_54,False,,15,150,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_55,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_55,False,,150,150,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_56,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_56,False,,150,150,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_57,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_57,True,,150,130,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_58,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_58,True,,130,113,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_59,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_59,True,,113,113,1.0,,,,,,,,,1,pain,,,13,surprise,
event_oldtales2_01_e_60,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_60,True,,113,113,1.0,,,,,,,,,1,pain,,,13,surprise,
event_oldtales2_01_e_61,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_61,False,,113,113,1.0,,,,,,,,,1,angry,,,13,surprise,
event_oldtales2_01_e_62,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_62,False,,black,black,1.0,,sfx_scn_cablecut,,,,,,,1,angry,,,13,surprise,
event_oldtales2_01_e_63,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_63,False,,black,black,1.0,,,,,,,,,1,angry,,,13,surprise,
event_oldtales2_01_e_64,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_64,False,,1,S_10,0.7,,,,,,,,,1,angry,,,13,idle,
event_oldtales2_01_e_65,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_65,True,,S_10,S_100,1.0,,,,,,,,,1,angry,,,13,idle,
event_oldtales2_01_e_66,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_66,False,,S_100,S_100,1.0,,sfx_scn_shieldconnect,,,,,,,1,angry,,,13,idle,
event_oldtales2_01_e_67,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_67,True,,S_100,S_10,1.0,,,,,,,,,1,angry,,,13,idle,
event_oldtales2_01_e_68,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_68,True,,S_10,113,1.0,,,,,,,,,1,angry,,,13,idle,
event_oldtales2_01_e_69,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_69,True,,113,113,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_70,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_70,True,,113,113,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_71,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_71,False,,113,113,1.0,bgm_story_empathize,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_72,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_72,False,,113,113,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_73,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_73,True,,113,113,1.0,,,,,,,,,1,pain,,,13,worry,
event_oldtales2_01_e_74,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_74,False,,113,113,1.0,,,,,,,,,1,pain,,,13,worry,
event_oldtales2_01_e_75,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_75,False,,113,113,1.0,,,,,,,,,1,pain,,,13,worry,
event_oldtales2_01_e_76,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_76,False,,113,113,1.0,,,,,,,,,1,pain,,,13,think,
event_oldtales2_01_e_77,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_77,True,,113,S_10,1.0,,,,,,,,,1,idle,,,13,think,
event_oldtales2_01_e_78,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_78,True,,S_10,S_100,1.0,,,,,,,,,1,idle,,,13,think,
event_oldtales2_01_e_79,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_79,False,,black,black,1.0,,sfx_scn_1shot,,,,,,,1,idle,,,13,think,
event_oldtales2_01_e_80,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_80,True,,S_100,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_81,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_81,True,,S_10,113,0.7,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_82,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_82,False,,113,113,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_83,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_83,False,,113,113,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_84,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_84,False,,113,113,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_85,40062,event_oldtales2_01_e,Narration,abe,,Locale_MainScenario:event_oldtales2_01_e_85,False,,black,black,1.0,,sfx_scn_3shot,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_86,40062,event_oldtales2_01_e,Speech,abe,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_86,False,,S_10,S_100,0.5,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_87,40062,event_oldtales2_01_e,Narration,abe,,Locale_MainScenario:event_oldtales2_01_e_87,False,,black,black,1.0,,sfx_scn_3shot,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_88,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_88,False,,S_100,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_89,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_89,False,,S_100,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_90,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_90,False,,S_100,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_91,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_91,False,,S_100,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_92,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_92,False,,S_100,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_93,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_93,False,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_94,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_94,True,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_95,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_95,False,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_96,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_96,False,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_97,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_97,False,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_98,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_98,True,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_99,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_99,False,,S_10,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_100,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_100,True,,S_100,S_100,1.0,,,,,,,,,1,sad,,,13,rage,
event_oldtales2_01_e_101,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_101,False,,black,black,1.0,,sfx_scn_aim,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_102,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_102,False,,S_100,S_10,0.5,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_103,40062,event_oldtales2_01_e,Speech,cinderella,CGresearcher,Locale_MainScenario:event_oldtales2_01_e_103,False,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_104,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_104,False,,S_10,S_10,1.0,,sfx_scn_1shot,,Low_2,Red,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_105,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_105,False,,black,black,1.0,,sfx_scn_down,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_106,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_106,False,,1300,1300,1.0,,,,,,,,,1,sad,,,13,surprise,
event_oldtales2_01_e_107,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_107,True,,1300,130,1.0,,,,,,,,,1,sad,,,13,think,
event_oldtales2_01_e_108,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_108,True,,130,S_10,1.0,,,,,,,,,1,sad,,,13,think,
event_oldtales2_01_e_109,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_109,True,,S_10,S_10,1.0,,,,,,,,,1,sad,,,13,think,
event_oldtales2_01_e_110,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_110,True,,S_10,S_100,0.7,,,,,,,,,1,pain,,,13,think,
event_oldtales2_01_e_111,40062,event_oldtales2_01_e,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_e_111,False,,S_100,S_100,1.0,,sfx_scn_explosions,,Low_2,,,,,1,pain,,,13,think,
event_oldtales2_01_e_112,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_112,True,,S_100,1300,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_113,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_113,True,,1300,130,0.5,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_114,40062,event_oldtales2_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_e_114,True,,130,113,1.0,,,,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_115,40062,event_oldtales2_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_e_115,True,,113,113,1.0,,,none,,,,,,1,pain,,,13,idle,
event_oldtales2_01_e_116,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_116,True,,black,black,1.0,none,sfx_scn_stagelight,,,Grey,Vignetting,black,,1,pain,cinderella,,13,idle,abe
event_oldtales2_01_e_117,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_117,True,,1,1,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_118,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_118,True,,1,1,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_119,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_119,True,,1,1,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_120,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_120,True,,1,10,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_121,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_121,True,,10,10,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_122,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_122,True,,10,10,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_123,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_123,True,,10,100,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_124,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_124,True,,black,black,1.0,,,,,Grey,Vignetting,,,,,,,,,
event_oldtales2_01_e_125,40062,event_oldtales2_01_e,Speech,femaleofficer,femaleofficer,Locale_MainScenario:event_oldtales2_01_e_125,True,,black,black,1.0,,,,,Grey,Vignetting,,,,,,,,,
