id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
event_ce006_2_03_s_22,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_22,True,,2,delight,,12,special,,2,2,1.0,,elegg,ce006_03,ce006_npc_01,3,idle,ce006_01,1,idle,roam,13,idle,black,,,,
event_ce006_2_03_s_23,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_23,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_24,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_24,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_25,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_25,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_26,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_26,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_27,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_27,False,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_28,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_28,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_29,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_29,False,,,,,,,,2,2,1.0,,,,,3,idle,,1,think,,13,idle,,,,,
event_ce006_2_03_s_30,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_30,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_31,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_31,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_32,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_32,True,,,,,,,,2,12,1.3,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_33,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_33,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_34,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_34,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_35,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_35,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_36,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_36,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_37,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_37,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_38,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_38,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,delight,,13,idle,,,,,
event_ce006_2_03_s_39,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_39,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,delight,,13,idle,,,,,
event_ce006_2_03_s_40,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_40,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,delight,,13,idle,,,,,
event_ce006_2_03_s_41,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_41,True,,,,,,,,30,30,1.0,,,,,3,idle,,1,delight,,13,idle,,,,,
event_ce006_2_03_s_42,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_42,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_43,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_43,False,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_44,40080,event_ce006_2_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_s_44,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_45,40080,event_ce006_2_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_03_s_45,False,,,,,,,,12,12,1.0,,,,,3,idle,,1,think,,13,idle,,,,,
event_ce006_2_03_s_46,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_46,True,,,,,,,,12,30,1.5,,,,,3,delight,,1,think,,13,idle,,,,,
event_ce006_2_03_s_47,40080,event_ce006_2_03_s,Speech,ce006_npc_01,roam,Locale_MainScenario:event_ce006_2_03_s_47,False,,,,,,,,30,30,1.0,,,,,3,delight,,1,think,,13,idle,,,,,
event_ce006_2_03_s_48,40080,event_ce006_2_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_03_s_48,True,,,,,,,,30,300,1.3,,,,,3,pain,,1,think,,13,idle,,,,,
event_ce006_2_03_s_49,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_49,True,,,,,,,,12,12,1.0,,,,rapi,3,idle,anis,1,void,neon,13,idle,black,ce006_npc_01,ce006_01,roam,
event_ce006_2_03_s_50,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_50,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_51,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_51,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_52,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_52,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_53,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_53,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,delight,,,,,
event_ce006_2_03_s_54,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_54,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,delight,,,,,
event_ce006_2_03_s_55,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_55,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,delight,,,,,
event_ce006_2_03_s_56,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_56,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,delight,,,,,
event_ce006_2_03_s_57,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_57,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,void,,13,delight,,,,,
event_ce006_2_03_s_58,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_58,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,worry,,13,delight,,,,,
event_ce006_2_03_s_59,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_59,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,worry,,13,delight,,,,,
event_ce006_2_03_s_60,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_60,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,worry,,13,idle,,,,,
event_ce006_2_03_s_61,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_61,True,,,,,,,,12,12,1.0,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_62,40080,event_ce006_2_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_s_62,True,,,,,,,,12,2,1.3,,,,,3,idle,,1,no,,13,idle,,,,,
event_ce006_2_03_s_63,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_63,True,,,,,,,,2,2,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_64,40080,event_ce006_2_03_s,Self,anis,,Locale_MainScenario:event_ce006_2_03_s_64,False,,,,,,,,2,2,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_65,40080,event_ce006_2_03_s,Self,anis,,Locale_MainScenario:event_ce006_2_03_s_65,False,,,,,,,,2,2,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_66,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_66,True,,,,,,,,S_130,S_130,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_67,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_67,True,,,,,,,,S_130,S_130,1.0,,,,,3,idle,,1,void,,13,idle,,,,,
event_ce006_2_03_s_68,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_68,True,,,,,,,,S_130,S_130,1.0,,,,,3,idle,,1,void,,13,delight,,,,,
event_ce006_2_03_s_69,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_69,False,,,,,,,,2,2,1.0,,,,,3,think,,1,worry,,13,delight,,,,,
event_ce006_2_03_s_70,40080,event_ce006_2_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_s_70,False,,,,,,,,2,2,1.0,,,,,3,think,,1,worry,,13,delight,,,,,
event_ce006_2_03_s_71,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_71,True,,,,,,,,S_130,S_130,1.0,,,,,3,think,,1,worry,,13,idle,,,,,
event_ce006_2_03_s_72,40080,event_ce006_2_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_s_72,True,,,,,,,,2,2,1.0,,,,,3,think,,1,worry,,13,idle,,,,,
event_ce006_2_03_s_73,40080,event_ce006_2_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_s_73,True,,,,,,,,2,2,1.0,,,,,3,think,,1,worry,,13,idle,,,,,
event_ce006_2_03_s_74,40080,event_ce006_2_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_s_74,False,,,,,,,,2,12,1.3,,,,,3,think,,1,worry,,13,idle,,,,,
event_ce006_2_03_s_75,40080,event_ce006_2_03_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_s_75,False,,,,,,,artcity_d,black,black,1.0,none,,,,3,think,privaty,1,idle,,13,idle,black,rapi,anis,neon,
event_ce006_2_03_s_76,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_76,False,,,,,,,,1,S_10,1.5,bgm_recognition_underworld,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_77,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_77,False,,,,,,,,black,black,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_78,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_78,False,,,,,,,,black,black,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_79,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_79,False,,,,,,,,black,black,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_80,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_80,False,,,,,,,,S_10,S_100,1.3,,,,,,,,1,idle,,,,,,,,sfx_scn_tablettapping
event_ce006_2_03_s_81,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_81,False,,,,,,,,S_100,S_100,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_82,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_82,False,,,,,,,,S_100,S_100,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_83,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_83,False,,,,,,,,S_100,S_100,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_84,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_84,False,,,,,,,,S_100,S_100,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_85,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_85,False,,,,,,,,S_100,S_100,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_86,40080,event_ce006_2_03_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_s_86,False,,,,,,,,S_100,S_10,1.3,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_87,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_87,False,,,,,,,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_88,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_88,False,,,,,,,,S_10,S_10,1.0,,,,,,,,1,idle,,,,,,,,
event_ce006_2_03_s_89,40080,event_ce006_2_03_s,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_s_89,False,,,,,,,,black,black,1.0,,,,,,,,1,idle,,,,,,,,
