id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
re_event_ce02_2_03_e_11,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_11,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,15,150,0.5,
re_event_ce02_2_03_e_12,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_12,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
re_event_ce02_2_03_e_13,40083,re_event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_13,True,,9,no,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,0.7,
re_event_ce02_2_03_e_14,40083,re_event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_14,True,,9,no,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,
re_event_ce02_2_03_e_15,40083,re_event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_15,True,,9,no,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,17,17,1.0,
re_event_ce02_2_03_e_16,40083,re_event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_16,True,,9,no,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,17,17,1.0,
re_event_ce02_2_03_e_17,40083,re_event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_17,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_03_e_18,40083,re_event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_18,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_03_e_19,40083,re_event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_19,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_03_e_20,40083,re_event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_20,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_03_e_21,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_21,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
re_event_ce02_2_03_e_22,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_22,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
re_event_ce02_2_03_e_23,40083,re_event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_23,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,16,16,1.0,
re_event_ce02_2_03_e_24,40083,re_event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_24,True,,9,worry,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,9,S_90,0.7,
re_event_ce02_2_03_e_25,40083,re_event_ce02_2_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_e_25,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,0.7,
re_event_ce02_2_03_e_26,40083,re_event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_26,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,0.7,
re_event_ce02_2_03_e_27,40083,re_event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_27,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
re_event_ce02_2_03_e_28,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_28,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
re_event_ce02_2_03_e_29,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_29,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.8,
re_event_ce02_2_03_e_30,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_30,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_03_e_31,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_31,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_03_e_32,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_32,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_03_e_33,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_33,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,1300,1.0,
re_event_ce02_2_03_e_34,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_34,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
re_event_ce02_2_03_e_35,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_35,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
re_event_ce02_2_03_e_36,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_36,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,15,150,0.7,
re_event_ce02_2_03_e_37,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_37,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
re_event_ce02_2_03_e_38,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_38,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,14,0.7,
re_event_ce02_2_03_e_39,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_39,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_40,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_40,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_41,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_41,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_42,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_42,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_43,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_43,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,13,0.7,
re_event_ce02_2_03_e_44,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_44,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
re_event_ce02_2_03_e_45,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_45,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
re_event_ce02_2_03_e_46,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_46,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.7,
re_event_ce02_2_03_e_47,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_47,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_03_e_48,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_48,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,14,1.0,
re_event_ce02_2_03_e_49,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_49,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_50,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_50,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_51,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_51,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_52,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_52,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_53,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_53,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,15,0.7,
re_event_ce02_2_03_e_54,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_54,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,15,150,0.7,
re_event_ce02_2_03_e_55,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_55,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
re_event_ce02_2_03_e_56,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_56,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
re_event_ce02_2_03_e_57,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_57,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.3,
re_event_ce02_2_03_e_58,40083,re_event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_58,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,30,0.5,
re_event_ce02_2_03_e_59,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_59,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_60,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_60,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_61,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_61,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_62,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_62,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_63,40083,re_event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_63,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_64,40083,re_event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_64,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
re_event_ce02_2_03_e_65,40083,re_event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_65,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,2,0.7,
re_event_ce02_2_03_e_66,40083,re_event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_66,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
re_event_ce02_2_03_e_67,40083,re_event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_67,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
re_event_ce02_2_03_e_68,40083,re_event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_68,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
re_event_ce02_2_03_e_69,40083,re_event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_69,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
re_event_ce02_2_03_e_70,40083,re_event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_70,False,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
