id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake
event_ce_01_04_12,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_12,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,surprise,,10,100,0.3,,
event_ce_01_04_13,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_13,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,surprise,,17,idle,,150,150,1.0,,
event_ce_01_04_14,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_14,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,surprise,,17,idle,,10,10,1.0,,
event_ce_01_04_15,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_15,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,surprise,,17,idle,,10,10,1.0,,
event_ce_01_04_16,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_16,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,angry,,17,idle,,150,150,1.0,,
event_ce_01_04_17,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_17,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,angry,,17,idle,,10,10,1.0,,
event_ce_01_04_18,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_18,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,angry,,17,idle,,10,10,1.0,,
event_ce_01_04_19,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_19,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,angry,,17,idle,,10,10,1.0,,
event_ce_01_04_20,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_20,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,16,16,1.0,,
event_ce_01_04_21,40008,event_ce_01_04,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_04_21,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,16,16,1.0,,
event_ce_01_04_22,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_22,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,16,16,1.0,,
event_ce_01_04_23,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_23,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,16,16,1.0,,
event_ce_01_04_24,40008,event_ce_01_04,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_04_24,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,idle,,16,16,1.0,,
event_ce_01_04_25,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_25,False,,7,idle,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,idle,,16,1,2.0,,
event_ce_01_04_26,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_26,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,1,10,0.3,,
event_ce_01_04_27,40008,event_ce_01_04,Self,,Self,Locale_SubScenario:event_ce_01_04_27,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
event_ce_01_04_28,40008,event_ce_01_04,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_04_28,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,surprise,,15,idle,,17,idle,,10,12,1.0,,
event_ce_01_04_29,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_29,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,
event_ce_01_04_30,40008,event_ce_01_04,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_04_30,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,idle,,17,angry,,12,12,1.0,,
event_ce_01_04_31,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_31,True,,7,idle,,5,idle,,3,idle,,1,sad,,13,idle,,15,idle,,17,angry,,12,12,1.0,,
event_ce_01_04_32,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_32,True,,7,idle,,5,idle,,3,idle,,1,sad,,13,idle,,15,angry,,17,idle,,15,150,0.3,,
event_ce_01_04_33,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_33,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,angry,,17,idle,,150,150,1.0,,Low_2
event_ce_01_04_34,40008,event_ce_01_04,Speech,anis,anis,Locale_SubScenario:event_ce_01_04_34,True,,7,idle,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
event_ce_01_04_35,40008,event_ce_01_04,Speech,anis,anis,Locale_SubScenario:event_ce_01_04_35,True,,7,idle,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
event_ce_01_04_36,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_36,True,,7,idle,,5,idle,,3,worry,,1,sad,,13,idle,,15,idle,,17,idle,,30,2,1.0,,
event_ce_01_04_37,40008,event_ce_01_04,Speech,anis,anis,Locale_SubScenario:event_ce_01_04_37,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce_01_04_38,40008,event_ce_01_04,Speech,anis,anis,Locale_SubScenario:event_ce_01_04_38,True,,7,idle,,5,idle,,3,void,,1,sad,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce_01_04_39,40008,event_ce_01_04,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_04_39,True,,7,idle,,5,idle,,3,void,,1,smile,,13,idle,,15,idle,,17,idle,,2,2,1.0,,
event_ce_01_04_40,40008,event_ce_01_04,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_04_40,True,,7,idle,,5,idle,,3,void,,1,smile,,13,idle,,15,surprise,,17,think,,2,16,2.0,,
event_ce_01_04_41,40008,event_ce_01_04,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_04_41,False,,7,idle,,5,idle,,3,void,,1,smile,,13,idle,,15,surprise,,17,think,,16,16,1.0,,
event_ce_01_04_42,40008,event_ce_01_04,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_04_42,True,,7,idle,,5,think,,3,void,,1,smile,,13,idle,,15,surprise,,17,idle,,5,5,1.0,,
