id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_coinsinrush1_04_e_11,40088,event_coinsinrush1_04_e,Speech,bay_b_op,bay_b_op,Locale_MainScenario:event_coinsinrush1_04_e_11,True,,10,10,1.0,,,,1,idle,,OP_leftup,idle,,,OP_rightup,idle,
event_coinsinrush1_04_e_12,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_12,True,,10,10,1.0,,,,1,idle,,OP_leftup,idle,,,OP_rightup,good,
event_coinsinrush1_04_e_13,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_13,True,,10,10,1.0,,,,1,idle,,OP_leftup,idle,,,OP_rightup,good,
event_coinsinrush1_04_e_14,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_14,True,,10,10,1.0,,,,1,idle,milk_b_op,OP_leftup,delight,bay_b_op,,OP_rightup,good,
event_coinsinrush1_04_e_15,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_15,False,,10,10,1.0,,,,1,idle,,OP_leftup,delight,,,OP_rightup,good,
event_coinsinrush1_04_e_16,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_16,True,,10,10,1.0,,,,1,idle,,OP_leftup,good,,,OP_rightup,good,
event_coinsinrush1_04_e_17,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_17,True,,10,10,1.0,,,,1,idle,,OP_leftup,good,,,OP_rightup,good,
event_coinsinrush1_04_e_18,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_18,True,,10,10,1.0,,,,1,idle,,OP_leftup,good,,,OP_rightup,good,
event_coinsinrush1_04_e_19,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_19,False,,10,10,1.0,,,,1,idle,,OP_leftup,good,,,OP_rightup,good,
event_coinsinrush1_04_e_20,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_20,True,,10,10,1.0,,,,1,idle,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_21,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_21,False,,10,10,1.0,,,,1,idle,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_22,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_22,True,,10,10,1.0,,,,1,angry,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_23,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_23,True,,10,10,1.0,,,,1,angry,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_24,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_24,True,,10,10,1.0,,,,1,angry,,OP_leftup,good,,,OP_rightup,good,
event_coinsinrush1_04_e_25,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_25,True,,10,10,1.0,,,,1,angry,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_26,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_26,False,,10,10,1.0,,,,1,angry,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_27,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_27,False,,10,10,1.0,,,,1,angry,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_28,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_28,True,,10,10,1.0,,,,1,delight,,OP_leftup,delight2,,,OP_rightup,good,
event_coinsinrush1_04_e_29,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_29,True,,10,10,1.0,,,,1,delight,,OP_leftup,delight,,,OP_rightup,good,
event_coinsinrush1_04_e_30,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_30,True,,10,10,1.0,,,,1,delight,,OP_leftup,delight,,,OP_rightup,good,
event_coinsinrush1_04_e_31,40088,event_coinsinrush1_04_e,Speech,bay_b_op,bay_b_op,Locale_MainScenario:event_coinsinrush1_04_e_31,True,,10,10,1.0,,,,1,delight,bay_b_op,OP_leftup,idle,milk_b_op,,OP_rightup,good,
event_coinsinrush1_04_e_32,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_32,True,,10,10,1.0,,,,1,delight,,OP_leftup,idle,,,OP_rightup,good,
event_coinsinrush1_04_e_33,40088,event_coinsinrush1_04_e,Monologue,,,Locale_MainScenario:event_coinsinrush1_04_e_33,False,,black,black,1.0,,,,1,delight,,OP_leftup,idle,bay_b_op,,OP_rightup,good,exia_b_op_r
event_coinsinrush1_04_e_34,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_34,True,,10,10,1.0,none,,,1,no,verygentleman,17,idle,,,,,
event_coinsinrush1_04_e_35,40088,event_coinsinrush1_04_e,Monologue,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_35,False,,10,L_170,1.0,,,,1,no,,17,idle,,,,,
event_coinsinrush1_04_e_36,40088,event_coinsinrush1_04_e,Monologue,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_36,False,,L_170,L_170,1.0,,,,1,no,,17,idle,,,,,
event_coinsinrush1_04_e_37,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_37,True,,10,10,1.0,,,,1,no,,17,idle,,,,,
event_coinsinrush1_04_e_38,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_38,True,,10,10,1.0,,,,1,no,,17,idle,,exia_b_op_r,OP_rightup,idle,
event_coinsinrush1_04_e_39,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_39,True,,10,10,1.0,,,,1,no,,17,idle,,,OP_rightup,idle,
event_coinsinrush1_04_e_40,40088,event_coinsinrush1_04_e,Monologue,,,Locale_MainScenario:event_coinsinrush1_04_e_40,False,,black,black,1.0,,,,1,no,,17,idle,,,OP_rightup,idle,exia_b_op_r
event_coinsinrush1_04_e_41,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_41,True,,L_170,L_170,1.0,bgm_story_empathize,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_42,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_42,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_43,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_43,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_44,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_44,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_45,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_45,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_46,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_46,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_47,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_47,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_48,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_48,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_49,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_49,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_50,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_50,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_51,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_51,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_52,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_52,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_53,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_53,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_54,40088,event_coinsinrush1_04_e,Self,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_54,False,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_55,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_55,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_56,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_56,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_57,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_57,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_58,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_58,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_59,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_59,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_60,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_60,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_61,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_61,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_62,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_62,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_63,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_63,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_64,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_64,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_65,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_65,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_66,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_66,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_67,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_67,True,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_68,40088,event_coinsinrush1_04_e,Monologue,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_68,False,,L_170,L_170,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_69,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_69,True,,L_170,L_1700,1.0,,,,1,angry,,17,idle,,,,,
event_coinsinrush1_04_e_70,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_70,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_71,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_71,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_72,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_72,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_73,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_73,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_74,40088,event_coinsinrush1_04_e,Speech,,oldman,Locale_MainScenario:event_coinsinrush1_04_e_74,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_75,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_75,True,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_76,40088,event_coinsinrush1_04_e,Self,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_76,False,,L_1700,L_1700,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_77,40088,event_coinsinrush1_04_e,Monologue,,,Locale_MainScenario:event_coinsinrush1_04_e_77,False,,black,black,1.0,none,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_78,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_78,False,,10,10,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_79,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_79,True,,10,10,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_80,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_80,False,,10,10,1.0,,,,1,surprise,,17,idle,,,,,
event_coinsinrush1_04_e_81,40088,event_coinsinrush1_04_e,Monologue,,,Locale_MainScenario:event_coinsinrush1_04_e_81,False,,black,black,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_82,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_82,True,,L_1300,L_1300,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_83,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_83,True,,L_1300,L_1300,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_84,40088,event_coinsinrush1_04_e,Self,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_84,False,,L_1300,L_1300,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_85,40088,event_coinsinrush1_04_e,Monologue,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_85,False,,L_1300,L_1300,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_86,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_86,False,,L_1300,100,0.5,bgm_story_tepidappleade,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_87,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_87,True,,100,100,1.0,,,,1,surprise2,,13,idle,,,,,
event_coinsinrush1_04_e_88,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_88,False,,100,100,1.0,,,,1,surprise2,,13,idle,,,,,
event_coinsinrush1_04_e_89,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_89,False,,100,100,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_90,40088,event_coinsinrush1_04_e,Monologue,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_90,False,,100,100,1.0,,,,1,surprise,,13,idle,,,,,
event_coinsinrush1_04_e_91,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_91,True,,100,100,1.0,,,,1,shy,,13,idle,,,,,
event_coinsinrush1_04_e_92,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_92,False,,100,100,1.0,,,,1,shy,,13,idle,,,,,
event_coinsinrush1_04_e_93,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_93,True,,100,100,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_94,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_94,False,,100,100,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_95,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_95,True,,100,12,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_96,40088,event_coinsinrush1_04_e,Monologue,verygentleman,,Locale_MainScenario:event_coinsinrush1_04_e_96,False,,12,12,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_97,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_97,True,,12,L_130,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_98,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_98,True,,L_130,L_130,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_99,40088,event_coinsinrush1_04_e,Speech,verygentleman,verygentleman,Locale_MainScenario:event_coinsinrush1_04_e_99,True,,L_130,L_130,1.0,,,,1,delight,,13,idle,,,,,
event_coinsinrush1_04_e_100,40088,event_coinsinrush1_04_e,Self,,,Locale_MainScenario:event_coinsinrush1_04_e_100,False,,L_130,L_130,1.0,,black,,1,delight,,13,idle,verygentleman,,,,
event_coinsinrush1_04_e_101,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_101,True,,L_130,100,2.0,,,,1,surprise2,,,,,,,,
event_coinsinrush1_04_e_102,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_102,False,,100,100,1.0,,,,1,surprise2,,,,,,,,
event_coinsinrush1_04_e_103,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_103,True,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_104,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_104,True,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_105,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_105,False,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_106,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_106,True,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_107,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_107,True,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_108,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_108,False,,100,100,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_109,40088,event_coinsinrush1_04_e,Monologue,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_109,False,,100,10,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_110,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_110,False,,10,10,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_111,40088,event_coinsinrush1_04_e,Speech,bay_b_op,bay_b_op,Locale_MainScenario:event_coinsinrush1_04_e_111,True,,10,10,1.0,,,,1,shy2,bay_b_op,OP_leftup,idle,,rouge_b_op_r,OP_rightup,idle,
event_coinsinrush1_04_e_112,40088,event_coinsinrush1_04_e,Speech,bay_b_op,bay_b_op,Locale_MainScenario:event_coinsinrush1_04_e_112,True,,10,10,1.0,,,,1,shy2,,OP_leftup,idle,,,OP_rightup,idle,
event_coinsinrush1_04_e_113,40088,event_coinsinrush1_04_e,Speech,rouge_b_op_r,rouge_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_113,True,,10,10,1.0,,,,1,shy2,,OP_leftup,idle,,,OP_rightup,idle,
event_coinsinrush1_04_e_114,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_114,True,,10,10,1.0,,,,1,shy2,milk_b_op,OP_leftup,good,bay_b_op,,OP_rightup,idle,
event_coinsinrush1_04_e_115,40088,event_coinsinrush1_04_e,Speech,milk_b_op,milk_b_op,Locale_MainScenario:event_coinsinrush1_04_e_115,True,,10,10,1.0,,,,1,shy2,,OP_leftup,good,,,OP_rightup,idle,
event_coinsinrush1_04_e_116,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_116,False,,10,10,1.0,,,,1,shy2,,OP_leftup,good,,,OP_rightup,idle,
event_coinsinrush1_04_e_117,40088,event_coinsinrush1_04_e,Self,milk_b_op,,Locale_MainScenario:event_coinsinrush1_04_e_117,False,,10,10,1.0,,,,1,shy2,,OP_leftup,good,,,OP_rightup,idle,
event_coinsinrush1_04_e_118,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_118,True,,10,10,1.0,,,,1,shy2,,OP_leftup,good,,exia_b_op_r,OP_rightup,idle,rouge_b_op_r
event_coinsinrush1_04_e_119,40088,event_coinsinrush1_04_e,Speech,exia_b_op_r,exia_b_op_r,Locale_MainScenario:event_coinsinrush1_04_e_119,True,,10,10,1.0,,,,1,shy2,,OP_leftup,good,,,OP_rightup,idle,
event_coinsinrush1_04_e_120,40088,event_coinsinrush1_04_e,Self,exia_b_op_r,,Locale_MainScenario:event_coinsinrush1_04_e_120,False,,10,10,1.0,,,,1,shy2,,OP_leftup,good,milk_b_op,,OP_rightup,idle,exia_b_op_r
event_coinsinrush1_04_e_121,40088,event_coinsinrush1_04_e,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_04_e_121,False,,10,10,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_122,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_122,False,,10,10,1.0,,,,1,shy2,,,,,,,,
event_coinsinrush1_04_e_123,40088,event_coinsinrush1_04_e,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_04_e_123,True,,10,10,1.0,,,,1,shy2,,,,,,,,
