id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,jump_target,play_sound,set_filter_02
d_ex_seayouagain_09_36,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_36,True,,3,angry,,1,idle,,3,3,1.0,,liter_s,,,,
d_ex_seayouagain_09_37,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_37,True,,3,angry,,1,angry,,3,1,0.7,,neon_s,,,,
d_ex_seayouagain_09_38,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_38,True,,3,angry,,1,no,,1,XS_10,0.7,,neon_s,Low_2,,sfx_scn_fire,
d_ex_seayouagain_09_39,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_39,False,,3,angry,,1,no,,17,17,1.0,,,,d_ex_seayouagain_09_46,,
d_ex_seayouagain_09_40,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_40,True,,3,sorrow,,1,idle,,2,2,1.0,,liter_s,,,,
d_ex_seayouagain_09_41,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_41,True,,3,sorrow,,1,idle,,2,3,1.0,,liter_s,,,,
d_ex_seayouagain_09_42,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_42,True,,3,angry,,1,idle,,3,3,1.0,,liter_s,,,,
d_ex_seayouagain_09_43,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_43,True,,3,angry,,1,angry,,3,1,0.7,,neon_s,,,,
d_ex_seayouagain_09_44,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_44,True,,3,angry,,1,no,,1,XS_10,0.7,,neon_s,Low_2,,sfx_scn_fire,
d_ex_seayouagain_09_45,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_45,False,,3,angry,,1,no,,17,17,1.0,,,,,,
d_ex_seayouagain_09_46,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_46,False,,3,idle,,1,idle,,2,2,1.0,,,,,,
d_ex_seayouagain_09_47,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_47,True,,3,idle,,1,idle,,2,1,1.0,,neon_s,,,,
d_ex_seayouagain_09_48,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_48,True,,3,idle,,1,idle,,1,1,1.0,,neon_s,,,,
d_ex_seayouagain_09_49,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_49,True,,3,idle,,1,idle,,1,1,1.0,,neon_s,,,,
d_ex_seayouagain_09_50,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_50,True,,3,idle,,1,idle,,1,3,1.0,,liter_s,,,,
d_ex_seayouagain_09_51,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_51,False,,3,idle,,1,idle,,3,3,1.0,,,,,,
d_ex_seayouagain_09_52,80600,d_ex_seayouagain_09,Self,Self,Locale_SuddenStory:d_ex_seayouagain_09_52,False,,3,idle,,1,idle,,3,3,1.0,,,,,,
d_ex_seayouagain_09_53,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_53,True,,3,delight,,1,idle,,3,XS_30,0.7,,liter_s,,,,
d_ex_seayouagain_09_54,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_54,True,,3,delight,,1,idle,,XS_30,XS_30,1.0,,liter_s,,,,
d_ex_seayouagain_09_55,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_55,False,,3,idle,,1,idle,,17,170,0.5,,,,,,
d_ex_seayouagain_09_56,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_56,False,,3,idle,,1,idle,,17,170,0.5,,,,,,
d_ex_seayouagain_09_57,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_57,False,,3,idle,,1,idle,,170,170,1.0,,,,,,
d_ex_seayouagain_09_58,80600,d_ex_seayouagain_09,Self,Self,Locale_SuddenStory:d_ex_seayouagain_09_58,False,,3,idle,,1,idle,,170,170,1.0,,,,,,
d_ex_seayouagain_09_59,80600,d_ex_seayouagain_09,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_09_59,False,,3,idle,,1,idle,,170,1700,0.3,none,,Low_1,,sfx_scn_feed,Vignetting
d_ex_seayouagain_09_60,80600,d_ex_seayouagain_09,Self,Self,Locale_SuddenStory:d_ex_seayouagain_09_60,False,,3,idle,,1,idle,,1700,1700,1.0,bgm_story_herecomestrouble,,,,,
d_ex_seayouagain_09_61,80600,d_ex_seayouagain_09,Self,Self,Locale_SuddenStory:d_ex_seayouagain_09_61,False,,3,idle,,1,idle,,1700,1700,1.0,,,,,,
d_ex_seayouagain_09_62,80600,d_ex_seayouagain_09,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_09_62,False,,3,idle,,1,no,,1,XS_10,0.7,,neon_s,,,,
d_ex_seayouagain_09_63,80600,d_ex_seayouagain_09,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_09_63,False,,3,surprise,,1,idle,,3,XS_30,0.7,,liter_s,,,,
d_ex_seayouagain_09_64,80600,d_ex_seayouagain_09,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_09_64,False,,3,idle,,1,idle,,black,black,1.0,,,,,,
