id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_jinxplayer_03_e_23,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_23,False,,17,17,1.0,,,sfx_scn_gamefight,,,,3,idle,
event_jinxplayer_03_e_24,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_24,False,,17,170,0.3,,,sfx_scn_medhit3,,,,3,idle,
event_jinxplayer_03_e_25,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_25,False,,170,170,1.0,,,sfx_scn_gameknockout,,,,3,idle,
event_jinxplayer_03_e_26,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_26,False,,30,30,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_27,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_27,True,,30,30,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_28,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_28,False,,black,black,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_29,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_29,False,,170,170,1.0,,,sfx_scn_gameknockout,,,,3,idle,
event_jinxplayer_03_e_30,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_30,False,,170,17,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_31,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_31,False,,30,30,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_32,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_32,True,,30,30,1.0,,rouge,,,,,3,surprise,
event_jinxplayer_03_e_33,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_33,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_34,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_34,False,,17,17,1.0,none,,sfx_scn_bodytouch,,,,3,sad,
event_jinxplayer_03_e_35,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_35,False,,17,170,0.3,,,sfx_scn_cupwaterfall,Low_2,,,3,sad,
event_jinxplayer_03_e_36,40058,event_jinxplayer_03_e,Speech,youngwoman,Locale_SubScenario:event_jinxplayer_03_e_36,True,,170,170,1.0,bgm_story_epicjazzymoods,youngwoman,,,,,3,sad,
event_jinxplayer_03_e_37,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_37,False,,170,17,0.3,,,,,,,3,sad,
event_jinxplayer_03_e_38,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_38,False,,17,17,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_39,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_39,False,,17,170,0.3,,,sfx_scn_sodafalling,Low_2,,,3,sad,
event_jinxplayer_03_e_40,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_40,False,,black,black,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_41,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_41,True,,3,3,1.0,,rouge,,,,,3,surprise,
event_jinxplayer_03_e_42,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_42,True,,3,3,1.0,,rouge,,,,,3,pain,rouge
event_jinxplayer_03_e_43,40058,event_jinxplayer_03_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_03_e_43,False,,3,30,0.3,,,sfx_scn_sodafalling2,Low_2,,,,,
event_jinxplayer_03_e_44,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_44,False,,30,30,1.0,,,,,,,,,
event_jinxplayer_03_e_45,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_45,True,,30,30,1.0,,rouge,,,,rouge,3,pain,
event_jinxplayer_03_e_46,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_46,True,,30,30,1.0,,rouge,,,,,3,pain,
event_jinxplayer_03_e_47,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_47,False,,30,30,1.0,,,,,,,3,pain,
event_jinxplayer_03_e_48,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_48,True,,30,3,0.3,,rouge,,,,,3,pain,
event_jinxplayer_03_e_49,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_49,False,,black,black,1.0,,,,,black,,3,idle,
event_jinxplayer_03_e_50,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_50,True,,3,3,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_51,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_51,True,,3,3,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_52,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_52,True,,3,3,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_53,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_53,True,,3,3,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_54,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_54,False,,3,3,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_55,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_55,False,,3,3,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_56,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_56,True,,3,3,1.0,,rouge,,,,,3,surprise,
event_jinxplayer_03_e_57,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_57,False,,3,3,1.0,,,,,,,3,surprise,
event_jinxplayer_03_e_58,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_58,True,,3,3,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_59,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_59,True,,3,30,0.5,,rouge,,,,,3,surprise,
event_jinxplayer_03_e_60,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_60,True,,30,30,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_61,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_61,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_62,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_62,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_63,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_63,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_64,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_64,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_65,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_65,False,,30,30,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_66,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_66,False,,30,30,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_67,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_67,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_68,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_68,True,,30,30,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_69,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_69,False,,black,black,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_70,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_70,True,,30,300,0.5,,rouge,,,,,3,shy,
event_jinxplayer_03_e_71,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_71,True,,300,300,1.0,,rouge,,,,,3,shy,
event_jinxplayer_03_e_72,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_72,True,,300,300,1.0,,rouge,,,,,3,shy,
event_jinxplayer_03_e_73,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_73,True,,300,300,1.0,,rouge,,,,,3,shy,
event_jinxplayer_03_e_74,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_74,False,,300,300,1.0,,,,,,,3,shy,
event_jinxplayer_03_e_75,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_75,True,,300,300,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_76,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_76,True,,300,300,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_77,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_77,False,,300,300,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_78,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_78,True,,300,300,1.0,,rouge,,,,,3,idle,
event_jinxplayer_03_e_79,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_79,False,,300,30,1.0,,,,,,,3,idle,
event_jinxplayer_03_e_80,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_80,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_81,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_81,False,,30,30,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_82,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_82,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_83,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_83,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_84,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_84,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_85,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_85,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_86,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_86,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_87,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_87,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_88,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_88,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_89,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_89,False,,30,30,1.0,,,,,,,3,think,
event_jinxplayer_03_e_90,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_90,False,,30,30,1.0,,,,,,,3,think,
event_jinxplayer_03_e_91,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_91,False,,black,black,1.0,,,,,black,,3,think,
event_jinxplayer_03_e_92,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_92,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_93,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_93,True,,30,30,1.0,,rouge,,,,,3,think,
event_jinxplayer_03_e_94,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_94,False,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_95,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_95,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_96,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_96,True,,30,30,1.0,,rouge,,,,,3,sad,
event_jinxplayer_03_e_97,40058,event_jinxplayer_03_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_03_e_97,False,,30,30,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_98,40058,event_jinxplayer_03_e,Self,Self,Locale_SubScenario:event_jinxplayer_03_e_98,False,,30,30,1.0,,,,,,,3,sad,
event_jinxplayer_03_e_99,40058,event_jinxplayer_03_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_03_e_99,True,,30,3,1.0,,rouge,,,,,3,think,
