id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_onemoretime_05_e_25,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_25,True,,10,10,1.0,,,bay,,,1,sad,,3,idle
event_onemoretime_05_e_26,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_26,True,,10,10,1.0,,,bay,,,1,sad,,3,idle
event_onemoretime_05_e_27,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_27,True,,10,2,1.0,,,clay,,,1,sad,,3,shy
event_onemoretime_05_e_28,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_28,True,,2,2,1.0,,,bay,,,1,worry,,3,shy
event_onemoretime_05_e_29,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_29,True,,2,2,1.0,,,clay,,,1,worry,,3,worry
event_onemoretime_05_e_30,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_30,True,,2,2,1.0,,,bay,,,1,sad,,3,worry
event_onemoretime_05_e_31,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_31,True,,2,10,1.0,,,bay,,,1,sad,,3,worry
event_onemoretime_05_e_32,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_32,True,,10,10,1.0,,,bay,,,1,sad,,3,idle
event_onemoretime_05_e_33,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_33,True,,10,100,1.0,,,bay,,,1,sad,,3,idle
event_onemoretime_05_e_34,40044,event_onemoretime_05_e,Monologue,bay,Locale_SubScenario:event_onemoretime_05_e_34,False,,100,100,1.0,,,,,,1,sad,,3,idle
event_onemoretime_05_e_35,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_35,True,,3,30,0.5,,,clay,,,1,sad,,3,shy
event_onemoretime_05_e_36,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_36,True,,30,30,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_37,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_37,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_38,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_38,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_39,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_39,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_40,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_40,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_41,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_41,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_42,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_42,True,,30,30,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_43,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_43,True,,30,30,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_44,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_44,True,,30,30,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_45,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_45,True,,30,300,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_46,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_46,True,,300,300,1.0,,,bay,,,1,worry,,3,shy
event_onemoretime_05_e_47,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_47,True,,300,30,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_48,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_48,True,,30,30,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_49,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_49,True,,30,30,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_50,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_50,True,,30,2,1.0,,,bay,,,1,delight,,3,sad
event_onemoretime_05_e_51,40044,event_onemoretime_05_e,Self,bay,Locale_SubScenario:event_onemoretime_05_e_51,False,,2,2,1.0,,,,,,1,idle,,3,sad
event_onemoretime_05_e_52,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_52,True,,2,2,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_53,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_53,True,,2,2,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_54,40044,event_onemoretime_05_e,Self,clay,Locale_SubScenario:event_onemoretime_05_e_54,False,,2,2,1.0,,,,,,1,idle,,3,shy
event_onemoretime_05_e_55,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_55,True,,2,2,1.0,,,bay,,,1,worry,,3,shy
event_onemoretime_05_e_56,40044,event_onemoretime_05_e,Self,bay,Locale_SubScenario:event_onemoretime_05_e_56,False,,2,2,1.0,,,,,,1,worry,,3,shy
event_onemoretime_05_e_57,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_57,True,,2,2,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_58,40044,event_onemoretime_05_e,Self,clay,Locale_SubScenario:event_onemoretime_05_e_58,False,,2,2,1.0,,,,,,1,worry,,3,sad
event_onemoretime_05_e_59,40044,event_onemoretime_05_e,Narration,bay,Locale_SubScenario:event_onemoretime_05_e_59,False,,black,black,1.0,,,,,,1,idle,,3,idle
event_onemoretime_05_e_60,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_60,True,,2,2,1.0,,,bay,,,1,idle,,3,idle
event_onemoretime_05_e_61,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_61,True,,2,2,1.0,,,clay,,,1,idle,,3,delight
event_onemoretime_05_e_62,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_62,True,,2,2,1.0,,,clay,,,1,idle,,3,idle
event_onemoretime_05_e_63,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_63,True,,2,2,1.0,,,clay,,,1,idle,,3,special
event_onemoretime_05_e_64,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_64,True,,2,2,1.0,,,bay,,,1,idle,,3,idle
event_onemoretime_05_e_65,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_65,True,,2,2,1.0,,,bay,,,1,idle,,3,idle
event_onemoretime_05_e_66,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_66,True,,2,30,1.0,,,clay,,,1,idle,,3,idle
event_onemoretime_05_e_67,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_67,True,,30,30,1.0,,,clay,,,1,idle,,3,idle
event_onemoretime_05_e_68,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_68,True,,10,10,1.0,,,bay,,,1,surprise,,3,idle
event_onemoretime_05_e_69,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_69,True,,30,30,1.0,,,clay,,,1,surprise,,3,surprise
event_onemoretime_05_e_70,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_70,True,,30,30,1.0,none,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_71,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_71,True,,10,10,1.0,bgm_story_impression,,bay,,,1,idle,,3,shy
event_onemoretime_05_e_72,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_72,True,,10,10,1.0,,,bay,,,1,delight,,3,idle
event_onemoretime_05_e_73,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_73,True,,10,100,1.0,,,bay,,,1,delight,,3,idle
event_onemoretime_05_e_74,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_74,True,,30,30,1.0,,,clay,,,1,idle,,3,no
event_onemoretime_05_e_75,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_75,True,,30,300,1.0,,,clay,,,1,idle,,3,sad
event_onemoretime_05_e_76,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_76,True,,300,2,1.0,,,bay,,,1,worry,,3,sad
event_onemoretime_05_e_77,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_77,True,,2,2,1.0,,,bay,,,1,worry,,3,sad
event_onemoretime_05_e_78,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_78,True,,2,2,1.0,,,clay,,,1,worry,,3,shy
event_onemoretime_05_e_79,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_79,True,,2,2,1.0,,,bay,,,1,worry_02,,3,shy
event_onemoretime_05_e_80,40044,event_onemoretime_05_e,Choice,bay,Locale_SubScenario:event_onemoretime_05_e_80,False,,2,2,1.0,,,,event_onemoretime_05_e_82,,1,worry_02,,3,shy
event_onemoretime_05_e_81,40044,event_onemoretime_05_e,Choice,bay,Locale_SubScenario:event_onemoretime_05_e_81,False,,2,2,1.0,,,,event_onemoretime_05_e_83,,1,worry_02,,3,shy
event_onemoretime_05_e_82,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_82,True,,2,2,1.0,,,bay,event_onemoretime_05_e_87,,1,idle,,3,shy
event_onemoretime_05_e_83,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_83,True,,2,2,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_84,40044,event_onemoretime_05_e,Self,clay,Locale_SubScenario:event_onemoretime_05_e_84,False,,2,2,1.0,,,,,,1,idle,,3,shy
event_onemoretime_05_e_85,40044,event_onemoretime_05_e,Monologue,clay,Locale_SubScenario:event_onemoretime_05_e_85,False,,2,2,1.0,,,,,,1,idle,,3,shy
event_onemoretime_05_e_86,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_86,True,,2,2,1.0,,,bay,,,1,idle,,3,shy
event_onemoretime_05_e_87,40044,event_onemoretime_05_e,Monologue,bay,Locale_SubScenario:event_onemoretime_05_e_87,False,,2,2,1.0,,,,,,1,idle,,3,sad
event_onemoretime_05_e_88,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_88,True,,2,2,1.0,,,clay,,,1,idle,,3,shy
event_onemoretime_05_e_89,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_89,True,,2,2,1.0,,,bay,,,1,worry,,3,shy
event_onemoretime_05_e_90,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_90,True,,2,2,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_91,40044,event_onemoretime_05_e,Speech,clay,Locale_SubScenario:event_onemoretime_05_e_91,True,,2,2,1.0,,,clay,,,1,worry,,3,sad
event_onemoretime_05_e_92,40044,event_onemoretime_05_e,Speech,bay,Locale_SubScenario:event_onemoretime_05_e_92,True,,2,10,1.0,,,bay,,,1,idle,,3,sad
event_onemoretime_05_e_93,40044,event_onemoretime_05_e,Monologue,bay,Locale_SubScenario:event_onemoretime_05_e_93,False,,10,10,1.0,,,,,,1,idle,,3,sad
event_onemoretime_05_e_94,40044,event_onemoretime_05_e,Narration,bay,Locale_SubScenario:event_onemoretime_05_e_94,False,,10,10,1.0,,,,,,1,idle,,3,sad
event_onemoretime_05_e_95,40044,event_onemoretime_05_e,Monologue,bay,Locale_SubScenario:event_onemoretime_05_e_95,False,,black,black,1.0,,,,,,1,idle,,3,sad
