id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_claymore_02_s_49,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_49,False,,1,10,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_50,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_50,True,,10,10,1.0,,spectators,spectators,,,,,5,sad,
event_claymore_02_s_51,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_51,True,,10,10,1.0,,spectators,spectators,,,,,5,sad,
event_claymore_02_s_52,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_52,False,,10,1,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_53,40050,event_claymore_02_s,Narration,Locale_SubScenario:event_claymore_02_s_53,False,,black,black,1.0,,clay,,,sfx_scn_grab,,,5,sad,
event_claymore_02_s_54,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_54,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_55,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_55,False,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_56,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_56,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_57,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_57,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_58,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_58,True,,50,50,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_59,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_59,True,,50,5,0.7,,clay,clay,,,,,5,surprise,
event_claymore_02_s_60,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_60,True,,5,5,1.0,,clay,clay,,,,,5,surprise,
event_claymore_02_s_61,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_61,True,,5,5,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_62,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_62,False,,5,5,1.0,,clay,,,,,,5,shy,
event_claymore_02_s_63,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_63,True,,5,5,1.0,,clay,clay,,,,,5,surprise,
event_claymore_02_s_64,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_64,True,,5,50,0.7,,clay,clay,,,,,5,surprise,
event_claymore_02_s_65,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_65,True,,50,50,1.0,,clay,clay,,,,,5,surprise,
event_claymore_02_s_66,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_66,False,,50,50,1.0,,clay,,,,,,5,surprise,
event_claymore_02_s_67,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_67,True,,50,50,1.0,,clay,clay,,,,,5,surprise,
event_claymore_02_s_68,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_68,False,,50,50,1.0,,clay,,,,,,5,surprise,
event_claymore_02_s_69,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_69,False,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_70,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_70,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_71,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_71,False,Park,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_72,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_72,True,,50,50,1.0,,clay,clay,black,,,,5,shy,
event_claymore_02_s_73,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_73,True,,50,50,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_74,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_74,True,,50,50,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_75,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_75,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_76,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_76,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_77,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_77,False,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_78,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_78,True,,50,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_79,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_79,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_80,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_80,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_81,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_81,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_82,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_82,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_83,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_83,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_84,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_84,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_85,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_85,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_86,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_86,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_87,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_87,False,,500,500,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_88,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_88,False,,500,500,1.0,,clay,,,,,,5,shy,
event_claymore_02_s_89,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_89,False,,500,500,1.0,,clay,,,,,,5,shy,
event_claymore_02_s_90,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_90,False,,500,500,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_91,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_91,True,,500,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_92,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_92,False,,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_93,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_93,False,,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_94,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_94,False,,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_95,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_95,False,,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_96,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_96,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_97,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_97,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_98,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_98,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_99,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_99,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_100,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_100,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_101,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_101,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_102,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_102,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_103,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_103,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_104,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_104,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_105,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_105,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_106,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_106,True,,50,5,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_107,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_107,True,,5,5,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_108,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_108,True,,5,5,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_109,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_109,True,,5,5,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_110,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_110,True,,5,5,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_111,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_111,False,,5,5,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_112,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_112,False,,5,5,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_113,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_113,False,,5,5,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_114,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_114,True,,5,50,0.7,,clay,clay,,,,,5,shy,
event_claymore_02_s_115,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_115,False,,black,black,1.0,,clay,,,,,,5,shy,
event_claymore_02_s_116,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_116,True,,50,50,1.0,,clay,clay,black,,Grey,,5,idle,
event_claymore_02_s_117,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_117,True,,50,50,1.0,,clay,clay,,,Grey,,5,idle,
event_claymore_02_s_118,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_118,True,,50,50,1.0,,clay,clay,,,Grey,,5,idle,
event_claymore_02_s_119,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_119,True,,50,50,1.0,,clay,clay,,,Grey,,5,delight,
event_claymore_02_s_120,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_120,False,,black,black,1.0,,clay,,,,,,5,delight,
event_claymore_02_s_121,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_121,False,,black,black,1.0,,clay,,,,,,5,delight,
event_claymore_02_s_122,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_122,False,,50,50,1.0,,clay,clay,,,,,5,shy,
event_claymore_02_s_123,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_123,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_124,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_124,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_125,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_125,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_126,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_126,False,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_127,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_127,True,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_128,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_128,False,,50,50,1.0,,clay,clay,,,,,5,sad,
event_claymore_02_s_129,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_129,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_130,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_130,False,,50,50,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_131,40050,event_claymore_02_s,Monologue,Locale_SubScenario:event_claymore_02_s_131,False,,black,black,1.0,,clay,,,,,,5,sad,
event_claymore_02_s_132,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_132,True,,50,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_133,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_133,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_134,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_134,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_135,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_135,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_136,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_136,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_137,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_137,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_138,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_138,True,,500,500,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_139,40050,event_claymore_02_s,Self,Locale_SubScenario:event_claymore_02_s_139,False,,500,500,1.0,,clay,,,,,,5,no,
event_claymore_02_s_140,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_140,True,,500,50,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_141,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_141,True,,50,50,1.0,,clay,clay,,,,,5,no,
event_claymore_02_s_142,40050,event_claymore_02_s,Speech,Locale_SubScenario:event_claymore_02_s_142,True,,50,50,1.0,,clay,clay,,,,,5,no,
