id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_overzone1_02_s_26,80303,event_overzone1_02_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_s_26,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,,,,,,
event_overzone1_02_s_27,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_27,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,,,,,,
event_overzone1_02_s_28,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_28,True,Desert_05,L_30,L_30,1.0,none,black,,,,1,idle,,13,idle,hongryeon,snowwhite,3,idle,,,,
event_overzone1_02_s_29,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_29,True,,L_30,L_30,1.0,bgm_story_purewhite,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_30,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_30,True,,L_30,10,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_31,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_31,True,,10,10,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_32,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_32,True,,10,31,2.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_33,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_33,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_34,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_34,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_35,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_35,False,,31,31,1.0,,,,,,1,worry,,,,,,3,idle,,,,
event_overzone1_02_s_36,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_36,True,,31,31,1.0,,,,,,1,worry,,,,,,3,idle,,,,
event_overzone1_02_s_37,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_37,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_38,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_38,False,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_39,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_39,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_40,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_40,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_41,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_41,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_42,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_42,False,,31,L_30,2.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_43,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_43,True,,L_30,L_300,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_44,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_44,True,,100,100,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_45,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_45,True,,L_300,L_300,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_46,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_46,True,,L_300,31,2.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_47,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_47,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_48,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_48,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_49,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_49,True,,31,1,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_50,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_50,True,,1,10,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_51,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_51,True,,10,10,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_52,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_52,True,,10,10,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_53,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_53,True,,10,100,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_54,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_54,True,,100,100,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_55,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_55,True,,100,31,2.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_56,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_56,True,,31,31,1.0,,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_57,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_57,True,,31,31,1.0,none,,,,,1,idle,,,,,,3,idle,,,,
event_overzone1_02_s_58,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_58,False,Tomb_d,30,30,1.0,bgm_story_saveus,black,,,,1,worry,,,,,,3,idle,snowwhite,rapunzel,3,sad
event_overzone1_02_s_59,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_59,True,,30,31,2.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_60,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_60,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_61,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_61,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_62,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_62,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_63,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_63,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_64,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_64,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,sad
event_overzone1_02_s_65,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_65,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,sad
event_overzone1_02_s_66,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_66,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,sad
event_overzone1_02_s_67,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_67,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,sad
event_overzone1_02_s_68,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_68,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,idle
event_overzone1_02_s_69,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_69,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,idle
event_overzone1_02_s_70,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_70,True,,31,31,1.0,,,,,,1,worry,,,,,,,,,,3,idle
event_overzone1_02_s_71,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_71,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,idle
event_overzone1_02_s_72,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_72,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,idle
event_overzone1_02_s_73,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_73,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,3,idle
event_overzone1_02_s_74,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_74,False,Desert_05,black,black,1.0,none,black,,,,1,idle,hongryeon,13,idle,,snowwhite,18,idle,,,3,idle
event_overzone1_02_s_75,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_75,True,,30,30,1.0,ambient_scn_wind,,,,,1,idle,,13,idle,,,18,idle,,,3,idle
event_overzone1_02_s_76,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_76,True,,180,180,1.0,,,,,,1,idle,,13,idle,,,18,idle,,,3,idle
event_overzone1_02_s_77,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_77,True,,30,30,1.0,,,,,,1,idle,,13,idle,,,18,idle,,,3,idle
event_overzone1_02_s_78,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_78,False,,30,180,2.0,,,,,,1,idle,,13,idle,,,18,idle,,,3,idle
event_overzone1_02_s_79,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_79,True,,180,180,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_80,80303,event_overzone1_02_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_s_80,True,,130,130,2.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_81,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_81,True,,180,180,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_82,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_82,True,,180,1800,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_83,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_83,True,,300,300,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_84,80303,event_overzone1_02_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_s_84,True,,1300,1300,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_85,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_85,True,,100,100,1.0,,,,,,1,idle,,13,idle,,,18,special,,,3,idle
event_overzone1_02_s_86,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_86,False,,black,black,1.0,none,,c220_ult_fire,,,1,angry,,13,idle,,,18,special,,,3,no
event_overzone1_02_s_87,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_87,False,,black,black,1.0,bgm_emergency,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_88,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_88,False,,1,100,0.5,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_89,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_89,True,,1800,1800,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_90,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_90,True,,1800,1800,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_91,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_91,True,,100,100,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_92,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_92,False,,black,black,1.0,,,sfx_scn_explosions,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_93,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_93,False,,black,black,1.0,,,sfx_scn_distantexplosion,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_94,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_94,False,,1800,1800,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_95,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_95,False,,1800,1800,1.0,,,sfx_scn_firemissile,Low_2,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_96,80303,event_overzone1_02_s,Narration,,,Locale_MainScenario:event_overzone1_02_s_96,False,,1800,1800,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_97,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_97,True,,100,100,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_98,80303,event_overzone1_02_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_02_s_98,True,,100,100,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_99,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_99,True,,100,113,1.0,,,,,,1,angry,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_100,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_100,True,,113,113,1.0,,,,,,1,think,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_101,80303,event_overzone1_02_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_s_101,True,,113,113,1.0,,,,,,1,think,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_102,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_102,True,,113,31,1.0,,,,,,1,think,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_103,80303,event_overzone1_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_s_103,True,,31,31,1.0,,,,,,1,think,,13,no,,,18,angry,,,3,no
event_overzone1_02_s_104,80303,event_overzone1_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_s_104,True,,31,10,0.5,,,,,,1,angry,,13,no,,,18,angry,,,3,no
