id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_arcanearchive_03_e_24,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_24,True,,L_10,L_10,1.0,,arcana,,,,,1,sad,
event_arcanearchive_03_e_25,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_25,False,,L_10,L_10,1.0,,,,,,,1,sad,
event_arcanearchive_03_e_26,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_26,True,,L_10,L_10,1.0,,arcana,,,,,1,surprise,
event_arcanearchive_03_e_27,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_27,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_28,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_28,True,,L_10,L_10,1.0,,arcana,,black,,,1,delight,
event_arcanearchive_03_e_29,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_29,False,,L_10,L_10,1.0,,,,,,,1,delight,
event_arcanearchive_03_e_30,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_30,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_31,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_31,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_32,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_32,False,,L_10,L_100,1.3,,,,,,,1,idle,
event_arcanearchive_03_e_33,40077,event_arcanearchive_03_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_03_e_33,False,,L_100,L_100,1.0,,,event_arcanearchive_03_e_35,,,,1,idle,
event_arcanearchive_03_e_34,40077,event_arcanearchive_03_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_03_e_34,False,,L_100,L_100,1.0,,,event_arcanearchive_03_e_43,,,,1,idle,
event_arcanearchive_03_e_35,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_35,True,,L_100,L_100,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_36,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_36,False,,L_100,L_100,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_37,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_37,False,,L_100,L_100,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_38,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_38,True,,L_100,L_100,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_39,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_39,False,,L_100,L_100,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_40,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_40,True,,L_100,L_100,1.0,,arcana,,,,,1,angry,
event_arcanearchive_03_e_41,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_41,False,,L_100,L_100,1.0,,,,,,,1,angry,
event_arcanearchive_03_e_42,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_42,True,,L_100,L_100,1.0,,arcana,event_arcanearchive_03_e_44,,,,1,idle,
event_arcanearchive_03_e_43,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_43,True,,L_100,L_100,1.0,,arcana,event_arcanearchive_03_e_44,,,,1,idle,
event_arcanearchive_03_e_44,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_44,False,,L_100,L_100,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_45,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_45,False,,L_100,L_100,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_46,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_46,True,,L_100,L_10,1.3,,arcana,,,,,1,sad,
event_arcanearchive_03_e_47,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_47,False,,L_10,L_10,1.0,,,,,,,1,sad,
event_arcanearchive_03_e_48,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_48,True,,L_10,L_10,1.0,,arcana,,,,,1,sad,
event_arcanearchive_03_e_49,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_49,False,,L_10,L_10,1.0,,,,,,,1,sad,
event_arcanearchive_03_e_50,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_50,True,,L_10,L_10,1.0,,arcana,,,,,1,think,
event_arcanearchive_03_e_51,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_51,True,,L_10,L_10,1.0,,arcana,,,,,1,think,
event_arcanearchive_03_e_52,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_52,False,,L_10,L_10,1.0,,,,,,,1,think,
event_arcanearchive_03_e_53,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_53,True,,L_10,L_10,1.0,,arcana,,,,,1,think,
event_arcanearchive_03_e_54,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_54,False,,L_10,L_10,1.0,,,,,,,1,think,
event_arcanearchive_03_e_55,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_55,False,,L_10,L_10,1.0,,arcana,,,,,1,think,
event_arcanearchive_03_e_56,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_56,False,,L_10,L_10,1.0,,arcana,,,,,1,think,
event_arcanearchive_03_e_57,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_57,True,,L_10,L_10,1.0,,arcana,,,,,1,surprise,
event_arcanearchive_03_e_58,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_58,True,,L_10,L_10,1.0,,arcana,,,,,1,surprise,
event_arcanearchive_03_e_59,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_59,False,,L_10,L_10,1.0,,,,,,,1,surprise,
event_arcanearchive_03_e_60,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_60,True,,L_10,L_10,1.0,,arcana,,,,,1,angry,
event_arcanearchive_03_e_61,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_61,True,,L_10,L_10,1.0,,arcana,,,,,1,angry,
event_arcanearchive_03_e_62,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_62,False,,L_10,L_10,1.0,,,,,,,1,angry,
event_arcanearchive_03_e_63,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_63,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_64,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_64,False,,L_10,L_10,1.0,,,,,sfx_scn_paperopen,,1,idle,
event_arcanearchive_03_e_65,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_65,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_66,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_66,True,,L_10,L_100,0.7,,arcana,,,,,1,surprise,
event_arcanearchive_03_e_67,40077,event_arcanearchive_03_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_03_e_67,False,,L_100,L_100,1.0,,,,,sfx_scn_eraser,,1,surprise,
event_arcanearchive_03_e_68,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_68,False,,L_100,L_100,1.0,,,,,,,1,surprise,
event_arcanearchive_03_e_69,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_69,False,,L_100,L_100,1.0,,,,,,,1,surprise,
event_arcanearchive_03_e_70,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_70,True,,L_100,L_100,1.0,,arcana,,,,,1,delight,
event_arcanearchive_03_e_71,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_71,False,,L_100,L_100,1.0,,,,,,,1,delight,
event_arcanearchive_03_e_72,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_72,True,,L_100,L_10,1.3,,arcana,,,,,1,idle,
event_arcanearchive_03_e_73,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_73,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_74,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_74,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_75,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_75,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_76,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_76,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_77,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_77,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_78,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_78,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_79,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_79,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_80,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_80,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_81,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_81,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_82,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_82,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_83,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_83,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_84,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_84,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_85,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_85,True,,L_10,L_10,1.0,,arcana,,,,,1,delight,
event_arcanearchive_03_e_86,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_86,False,,L_10,L_10,1.0,,,,,,,1,delight,
event_arcanearchive_03_e_87,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_87,False,,black,black,1.0,,,,,,,1,delight,
event_arcanearchive_03_e_88,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_88,False,City_d,black,black,1.0,,,,,,,1,delight,
event_arcanearchive_03_e_89,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_89,True,,L_10,L_100,1.3,,arcana,,,,,1,idle,
event_arcanearchive_03_e_90,40077,event_arcanearchive_03_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_03_e_90,False,,L_100,L_100,1.0,,,event_arcanearchive_03_e_92,,,,1,idle,
event_arcanearchive_03_e_91,40077,event_arcanearchive_03_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_03_e_91,False,,L_100,L_100,1.0,,,event_arcanearchive_03_e_92,,,,1,idle,
event_arcanearchive_03_e_92,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_92,False,,black,black,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_93,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_93,False,,black,black,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_94,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_94,True,,L_100,L_10,1.3,,arcana,,,,,1,idle,
event_arcanearchive_03_e_95,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_95,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_96,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_96,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_97,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_97,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_98,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_98,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_99,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_99,False,,L_10,L_10,1.0,,,,,sfx_scn_photopass,,1,idle,
event_arcanearchive_03_e_100,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_100,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_101,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_101,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_102,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_102,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_103,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_103,True,,L_10,L_100,1.3,,arcana,,,,,1,sad,
event_arcanearchive_03_e_104,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_104,False,,black,black,1.0,none,,,,,,1,sad,
event_arcanearchive_03_e_105,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_105,False,,black,black,1.0,,,,,,,1,sad,
event_arcanearchive_03_e_106,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_106,True,,L_100,L_10,1.3,bgm_intotheswarm,arcana,,,,,1,sad,
event_arcanearchive_03_e_107,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_107,True,,L_10,L_10,1.0,,arcana,,,,,1,sad,
event_arcanearchive_03_e_108,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_108,False,,L_10,L_10,1.0,,,,,,,1,sad,
event_arcanearchive_03_e_109,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_109,True,,L_10,L_10,1.3,,arcana,,,,,1,think,
event_arcanearchive_03_e_110,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_110,False,,L_10,L_10,1.0,,,,,,,1,think,
event_arcanearchive_03_e_111,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_111,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_112,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_112,True,,L_10,L_10,1.0,,arcana,,,,,1,idle,
event_arcanearchive_03_e_113,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_113,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_114,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_114,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_115,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_115,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_116,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_116,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_117,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_117,False,,L_10,L_10,1.0,,,,,,,1,idle,
event_arcanearchive_03_e_118,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_118,True,,L_10,L_100,1.3,,arcana,,,,,1,idle,
event_arcanearchive_03_e_119,40077,event_arcanearchive_03_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_e_119,False,,black,black,1.0,,arcana,,,,,1,surprise_02,
event_arcanearchive_03_e_120,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_120,False,,L_100,L_10,1.0,,,,,,,1,surprise_02,
event_arcanearchive_03_e_121,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_121,False,,L_10,L_10,1.0,,,,,,,1,surprise_02,
event_arcanearchive_03_e_122,40077,event_arcanearchive_03_e,Self,arcana,Locale_SubScenario:event_arcanearchive_03_e_122,False,,L_10,L_10,1.0,,,,,,,1,surprise_02,arcana
event_arcanearchive_03_e_123,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_123,False,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_03_e_124,40077,event_arcanearchive_03_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_e_124,False,,L_10,L_10,1.0,,,,,,,,,
