id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_forrest_01_s_65,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_65,True,,1,13,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_66,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_66,True,,13,13,1.0,,,,12,delight,trina,trina,,,14,idle,,,,2,idle
event_forrest_01_s_67,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_67,True,,13,L_140,1.0,,,,12,delight,trina,trina,,,14,idle,,,,2,idle
event_forrest_01_s_68,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_68,False,,L_140,L_140,1.0,,,,12,delight,trina,,,,14,idle,,sfx_scn_trinabird2,,2,idle
event_forrest_01_s_69,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_69,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,idle,,,,2,idle
event_forrest_01_s_70,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_70,False,,L_140,L_140,1.0,,,,12,delight,trina,,,,14,idle,,sfx_scn_pour_water,,2,idle
event_forrest_01_s_71,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_71,True,,L_140,120,1.0,,,,12,delight,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_72,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_72,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_73,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_73,True,,120,1,1.0,none,,,12,delight,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_74,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_74,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_75,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_75,True,,1,1,1.0,bgm_story_tepidappleade,,,12,delight,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_76,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_76,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,shy,,,,2,idle
event_forrest_01_s_77,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_77,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,shy,,,,2,idle
event_forrest_01_s_78,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_78,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,shy,,,,2,idle
event_forrest_01_s_79,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_79,False,,L_140,L_140,1.0,,,,12,delight,,,,,14,shy,,sfx_scn_trinabirdsad,,2,idle
event_forrest_01_s_80,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_80,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,shy,,,,2,idle
event_forrest_01_s_81,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_81,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,idle,,,,2,idle
event_forrest_01_s_82,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_82,False,,L_140,L_140,1.0,,,,12,delight,,,,,14,idle,,sfx_scn_trinabird1,,2,idle
event_forrest_01_s_83,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_83,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_84,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_84,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_85,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_85,True,,20,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_86,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_86,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_87,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_87,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_88,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_88,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_89,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_89,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_90,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_90,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_91,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_91,True,,120,L_140,1.0,,,,12,idle,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_92,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_92,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_93,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_93,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_94,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_94,True,,L_140,1,1.0,,,,12,idle,flora,flora,,,14,think1,,,,2,idle
event_forrest_01_s_95,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_95,True,,1,1,1.0,,,,12,idle,flora,flora,,,14,think1,,,,2,idle
event_forrest_01_s_96,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_96,True,,1,1,1.0,,,,12,idle,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_97,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_97,True,,1,1,1.0,,,,12,idle,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_98,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_98,True,,1,1,1.0,,,,12,delight,flora,flora,,,14,think1,,,,2,idle
event_forrest_01_s_99,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_99,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,think1,,,,2,idle
event_forrest_01_s_100,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_100,True,,1,L_140,1.0,,,,12,delight,trina,trina,,,14,delight,,,,2,idle
event_forrest_01_s_101,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_101,False,,L_140,L_140,1.0,,,,12,delight,trina,,,,14,delight,,sfx_scn_trinabird1,,2,idle
event_forrest_01_s_102,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_102,False,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,,2,idle
event_forrest_01_s_103,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_103,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,,2,idle
event_forrest_01_s_104,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_104,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,,2,idle
event_forrest_01_s_105,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_105,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,,2,angry
event_forrest_01_s_106,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_106,True,,120,120,1.0,,,,12,surprise,flora,flora,,,14,delight,,,,2,angry
event_forrest_01_s_107,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_107,True,,L_140,L_140,1.0,,,,12,surprise,trina,trina,,,14,surprise,,,,2,angry
event_forrest_01_s_108,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_108,False,,L_140,L_140,1.0,,,,12,surprise,trina,,,,14,surprise,,sfx_scn_trinabird2,,2,angry
event_forrest_01_s_109,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_109,True,,20,20,1.0,,,,12,surprise,mana,mana,,,14,surprise,,,,2,angry
event_forrest_01_s_110,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_110,True,,L_140,L_140,1.0,,,,12,surprise,trina,trina,,,14,think2,,,,2,angry
event_forrest_01_s_111,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_111,False,,1,1,1.0,bgm_story_breakaway,,,12,idle,flora,,,,14,idle,black,,,2,idle
event_forrest_01_s_112,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_112,False,,1,1,1.0,,,,12,idle,flora,,,,14,idle,,,,2,idle
event_forrest_01_s_113,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_113,False,,1,1,1.0,,,,12,idle,flora,,,,14,idle,,,,2,idle
event_forrest_01_s_114,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_114,True,,1,1,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_115,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_115,True,,1,1,1.0,,,,12,idle,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_116,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_116,True,,1,1,1.0,,,,12,idle,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_117,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_117,True,,1,1,1.0,,,,12,idle,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_118,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_118,True,,1,1,1.0,,,,12,delight,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_119,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_119,False,,1,L_140,1.0,,,,12,delight,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_120,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_120,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,think1,,,,2,idle
event_forrest_01_s_121,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_121,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,black,,,2,idle
event_forrest_01_s_122,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_122,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_123,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_123,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_124,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_124,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_125,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_125,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_126,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_126,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_127,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_127,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_128,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_128,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_129,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_129,False,,13,13,1.0,,,,12,idle,flora,noise,,,14,idle,,,,2,idle
event_forrest_01_s_130,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_130,False,,13,13,1.0,,,,12,surprise,flora,noise,,,14,think2,,,,2,idle
event_forrest_01_s_131,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_131,False,,13,13,1.0,,,,12,surprise,flora,noise,,,14,think2,,,,2,idle
event_forrest_01_s_132,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_132,False,,13,13,1.0,,,,12,surprise,flora,noise,,,14,think2,,,,2,idle
event_forrest_01_s_133,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_133,False,,black,black,1.0,none,,,12,surprise,,,,,14,think2,,sfx_scn_switchhard,,2,idle
event_forrest_01_s_134,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_134,True,,120,120,1.0,bgm_story_epicjazzymoods,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_135,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_135,True,,120,120,1.0,,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_136,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_136,True,,120,120,1.0,,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_137,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_137,True,,120,120,1.0,,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_138,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_138,True,,120,120,1.0,,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_139,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_139,True,,120,120,1.0,,,,12,angry,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_140,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_140,True,,120,1,1.0,,,,12,angry,mana,mana,,,14,think2,,,,2,idle
event_forrest_01_s_141,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_141,True,,1,1,1.0,,,,12,angry,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_142,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_142,True,,1,1,1.0,,,,12,angry,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_143,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_143,True,,1,1,1.0,,,,12,angry,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_144,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_144,True,,1,1,1.0,,,,12,sad,flora,flora,,,14,idle,,,,2,idle
event_forrest_01_s_145,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_145,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_146,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_146,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
event_forrest_01_s_147,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_147,True,,1,1,1.0,,,,12,sad,mana,mana,,,14,idle,,,,2,idle
