id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,fade
event_dazzlingcupid_04_e_30,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_30,True,,1300,13,0.5,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_31,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_31,True,,13,13,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_32,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_32,False,,black,black,1.0,,,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_33,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_33,True,,4,4,1.0,,tia,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_34,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_34,True,,4,4,1.0,,naga,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_35,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_35,False,,4,4,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_36,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_36,False,,4,4,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_37,40029,event_dazzlingcupid_04_e,Choice,,Locale_SubScenario:event_dazzlingcupid_04_e_37,False,,4,4,1.0,,,,5,idle,,3,idle,event_dazzlingcupid_04_e_39,
event_dazzlingcupid_04_e_38,40029,event_dazzlingcupid_04_e,Choice,,Locale_SubScenario:event_dazzlingcupid_04_e_38,False,,4,4,1.0,,,,5,idle,,3,idle,event_dazzlingcupid_04_e_58,
event_dazzlingcupid_04_e_39,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_39,True,,5,50,0.7,,tia,,5,delight,,3,idle,,
event_dazzlingcupid_04_e_40,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_40,True,,50,50,1.0,,tia,,5,delight,,3,idle,,
event_dazzlingcupid_04_e_41,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_41,True,,50,50,1.0,,tia,,5,shy,,3,idle,,
event_dazzlingcupid_04_e_42,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_42,True,,50,50,1.0,,tia,,5,shy,,3,idle,,
event_dazzlingcupid_04_e_43,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_43,False,,13,1300,0.7,,,,5,shy,,3,idle,,
event_dazzlingcupid_04_e_44,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_44,True,,50,50,1.0,,tia,,5,surprise,,3,idle,,
event_dazzlingcupid_04_e_45,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_45,True,,50,50,1.0,,tia,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_46,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_46,True,,50,500,0.7,,tia,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_47,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_47,True,,500,500,1.0,,tia,,5,delight,,3,idle,,
event_dazzlingcupid_04_e_48,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_48,False,,500,500,1.0,,,,5,delight,,3,idle,,
event_dazzlingcupid_04_e_49,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_49,True,,3,30,0.3,,naga,,5,delight,,3,surprise,,
event_dazzlingcupid_04_e_50,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_50,True,,30,30,1.0,,naga,,5,delight,,3,surprise,,
event_dazzlingcupid_04_e_51,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_51,False,,30,30,1.0,,,,5,delight,,3,surprise,,
event_dazzlingcupid_04_e_52,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_52,True,,50,50,1.0,,tia,,5,worry,,3,surprise,,
event_dazzlingcupid_04_e_53,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_53,True,,50,50,1.0,,tia,,5,worry,,3,surprise,,
event_dazzlingcupid_04_e_54,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_54,True,,50,50,1.0,,tia,,5,sad,,3,surprise,,
event_dazzlingcupid_04_e_55,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_55,False,,30,3,0.7,,naga,,5,sad,,3,worry,,
event_dazzlingcupid_04_e_56,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_56,True,,3,3,1.0,,naga,,5,sad,,3,worry,,
event_dazzlingcupid_04_e_57,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_57,True,,3,3,1.0,,naga,,5,sad,,3,worry,event_dazzlingcupid_04_e_80,
event_dazzlingcupid_04_e_58,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_58,True,,3,30,0.7,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_59,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_59,True,,30,30,1.0,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_60,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_60,True,,30,30,1.0,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_61,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_61,False,,13,1300,0.7,,,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_62,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_62,True,,30,30,1.0,,naga,,5,idle,,3,surprise,,
event_dazzlingcupid_04_e_63,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_63,True,,30,30,1.0,,naga,,5,idle,,3,surprise,,
event_dazzlingcupid_04_e_64,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_64,True,,30,30,1.0,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_65,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_65,False,,30,30,1.0,,,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_66,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_66,True,,30,300,0.7,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_67,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_67,True,,300,300,1.0,,naga,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_68,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_68,True,,5,50,0.3,,tia,,5,surprise,,3,delight,,
event_dazzlingcupid_04_e_69,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_69,True,,50,50,1.0,,tia,,5,surprise,,3,delight,,
event_dazzlingcupid_04_e_70,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_70,True,,50,50,1.0,,tia,,5,surprise,,3,delight,,
event_dazzlingcupid_04_e_71,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_71,True,,50,50,1.0,,tia,,5,worry,,3,delight,,
event_dazzlingcupid_04_e_72,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_72,False,,50,50,1.0,,,,5,worry,,3,delight,,
event_dazzlingcupid_04_e_73,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_73,True,,30,30,1.0,,naga,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_74,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_74,True,,30,30,1.0,,naga,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_75,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_75,True,,30,30,1.0,,naga,,5,worry,,3,worry,,
event_dazzlingcupid_04_e_76,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_76,True,,30,30,1.0,,naga,,5,worry,,3,worry,,
event_dazzlingcupid_04_e_77,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_77,True,,50,5,0.7,,tia,,5,worry,,3,worry,,
event_dazzlingcupid_04_e_78,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_78,True,,5,5,1.0,,tia,,5,sad,,3,worry,,
event_dazzlingcupid_04_e_79,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_79,True,,5,5,1.0,,tia,,5,sad,,3,worry,,
event_dazzlingcupid_04_e_80,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_80,False,,4,4,1.0,,,,5,worry,,3,angry,,black
event_dazzlingcupid_04_e_81,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_81,False,,5,50,1.0,,tia,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_82,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_82,False,,3,30,1.0,,naga,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_83,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_83,False,,black,black,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_84,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_84,True,,13,1300,1.0,,staff,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_85,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_85,True,,1300,1300,1.0,,staff,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_86,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_86,False,,1300,1300,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_87,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_87,False,,1300,4,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_88,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_88,True,,4,4,1.0,,tia,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_89,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_89,True,,4,4,1.0,,naga,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_90,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_90,True,,4,4,1.0,,staff,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_91,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_91,True,,4,4,1.0,,staff,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_92,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_92,False,,4,4,1.0,,,,5,surprise,,3,surprise,,
event_dazzlingcupid_04_e_93,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_93,True,,4,13,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_94,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_94,True,,13,13,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_95,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_95,False,,13,1300,1.0,,,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_96,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_96,False,,1300,1300,1.0,,,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_97,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_97,True,,50,50,1.0,,tia,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_98,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_98,True,,30,30,1.0,,naga,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_99,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_99,False,,30,4,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_100,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_100,False,,13,1300,0.7,,,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_101,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_101,False,,1300,13,0.7,,,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_102,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_102,True,,4,4,1.0,,tia,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_103,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_103,True,,4,4,1.0,,naga,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_104,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_104,False,,4,4,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_105,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_105,True,,4,4,1.0,,tia,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_106,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_106,True,,4,4,1.0,,naga,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_107,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_107,False,,4,4,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_108,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_108,False,,5,50,0.5,,tia,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_109,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_109,False,,3,30,0.5,,naga,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_110,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_110,False,,4,4,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_111,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_111,True,,4,4,1.0,,tia,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_112,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_112,True,,4,4,1.0,,naga,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_113,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_113,True,,4,4,1.0,,staff,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_114,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_114,False,,4,4,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_115,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_115,False,,13,17,0.3,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_116,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_116,False,,17,1700,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_117,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_117,False,,1700,1700,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_118,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_118,False,,1700,1,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_119,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_119,False,,13,1700,0.5,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_120,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_120,False,,1700,1700,1.0,,,,5,worry,,3,angry,,
event_dazzlingcupid_04_e_121,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_121,True,,3,3,1.0,,naga,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_122,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_122,True,,3,5,0.7,,tia,,5,delight,,3,idle,,
event_dazzlingcupid_04_e_123,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_123,True,,5,3,0.7,,naga,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_124,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_124,True,,3,5,0.7,,tia,,5,idle,,3,delight,,
event_dazzlingcupid_04_e_125,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_125,True,,5,50,0.7,,tia,,5,sad,,3,idle,,
event_dazzlingcupid_04_e_126,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_126,True,,3,30,0.7,,naga,,5,sad,,3,surprise,,
event_dazzlingcupid_04_e_127,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_127,True,,50,50,1.0,,tia,,5,delight,,3,surprise,,
event_dazzlingcupid_04_e_128,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_128,True,,30,30,1.0,,naga,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_129,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_129,True,,50,50,1.0,,tia,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_130,40029,event_dazzlingcupid_04_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_04_e_130,False,,13,1300,0.3,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_131,40029,event_dazzlingcupid_04_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_04_e_131,False,,black,black,1.0,,,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_132,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_132,True,,13,13,1.0,,staff,,5,delight,,3,delight,,
event_dazzlingcupid_04_e_133,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_133,True,,13,13,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_134,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_134,True,,13,1300,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_135,40029,event_dazzlingcupid_04_e,Speech,staff,Locale_SubScenario:event_dazzlingcupid_04_e_135,True,,1300,1,1.0,,staff,,5,idle,,3,idle,,
event_dazzlingcupid_04_e_136,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_136,True,,4,4,1.0,,tia,,5,worry,,3,idle,,
event_dazzlingcupid_04_e_137,40029,event_dazzlingcupid_04_e,Speech,tia,Locale_SubScenario:event_dazzlingcupid_04_e_137,True,,4,4,1.0,,tia,,5,sad,,3,idle,,
event_dazzlingcupid_04_e_138,40029,event_dazzlingcupid_04_e,Speech,naga,Locale_SubScenario:event_dazzlingcupid_04_e_138,True,,4,4,1.0,,naga,,5,sad,,3,delight,,
event_dazzlingcupid_04_e_139,40029,event_dazzlingcupid_04_e,Self,Self,Locale_SubScenario:event_dazzlingcupid_04_e_139,False,,4,4,1.0,,,,5,sad,,3,delight,,
