id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound
event_forrest_03_e_14,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_14,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_15,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_15,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_16,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_16,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_17,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_17,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_18,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_18,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_19,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_19,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_20,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_20,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_21,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_21,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_22,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_22,False,,12,12,1.0,,Vignetting,liter,joshhumett,,12,idle,,,,,,
event_forrest_03_e_23,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_23,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_24,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_24,False,,12,12,1.0,,Vignetting,liter,joshhumett,,12,idle,,,,,,
event_forrest_03_e_25,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_25,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_26,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_26,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_27,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_27,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_28,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_28,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_29,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_29,False,,12,12,1.0,,Vignetting,liter,joshhumett,,12,idle,,,,,,
event_forrest_03_e_30,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_30,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_31,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_31,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_32,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_32,False,,12,12,1.0,,Vignetting,liter,joshhumett,,12,idle,,,,,,
event_forrest_03_e_33,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_33,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_34,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_34,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_35,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_35,True,,12,12,1.0,,Vignetting,joshhumett,joshhumett,,12,idle,,,,,,
event_forrest_03_e_36,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_36,True,CherryBlossom,XS_140,XS_140,1.0,none,,liter_c,liter_c,,12,idle,joshhumett,liter_c,14,idle,black,
event_forrest_03_e_37,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_37,False,,XS_140,XS_140,1.0,event_bgm_secretgarden,,volt,volt,,,,,,14,idle,,sfx_scn_voltpain
event_forrest_03_e_38,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_38,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_39,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_39,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_40,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_40,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_41,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_41,False,,XS_140,XS_140,1.0,,,volt,volt,,,,,,14,idle,,sfx_scn_voltbowwow1
event_forrest_03_e_42,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_42,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_43,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_43,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_44,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_44,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_45,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_45,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_46,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_46,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_47,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_47,False,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_48,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_48,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,sorrow,,
event_forrest_03_e_49,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_49,False,,XS_140,XS_140,1.0,,,volt,volt,,,,,,14,sorrow,,sfx_scn_voltbowwow2
event_forrest_03_e_50,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_50,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,no,,
event_forrest_03_e_51,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_51,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,no,,
event_forrest_03_e_52,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_52,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,no,,
event_forrest_03_e_53,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_53,True,,XS_140,XS_140,1.0,,,liter_c,liter_c,,,,,,14,no,,
event_forrest_03_e_54,40072,event_forrest_03_e,Narration,Locale_SubScenario:event_forrest_03_e_54,False,,XS_140,14,1.0,,,,liter_c,,,,,,14,no,,
event_forrest_03_e_55,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_55,True,,14,14,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_56,40072,event_forrest_03_e,Narration,Locale_SubScenario:event_forrest_03_e_56,False,,14,14,1.0,,,,liter_c,,,,,,14,idle,,
event_forrest_03_e_57,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_57,False,,14,14,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_58,40072,event_forrest_03_e,Narration,Locale_SubScenario:event_forrest_03_e_58,False,,14,14,1.0,,,,liter_c,,,,,,14,idle,,
event_forrest_03_e_59,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_59,True,,14,14,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_60,40072,event_forrest_03_e,Narration,Locale_SubScenario:event_forrest_03_e_60,False,,14,14,1.0,,,,liter_c,,,,,,14,idle,,
event_forrest_03_e_61,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_61,True,,14,14,1.0,,,liter_c,liter_c,,,,,,14,idle,,
event_forrest_03_e_62,40072,event_forrest_03_e,Narration,Locale_SubScenario:event_forrest_03_e_62,False,,14,14,1.0,,,,liter_c,,,,,,14,idle,,
event_forrest_03_e_63,40072,event_forrest_03_e,Speech,Locale_SubScenario:event_forrest_03_e_63,True,,14,14,1.0,none,,liter_c,liter_c,,,,,,14,angry,,
