id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,set_camera_shake,characters/4/hide_char_id,characters/3/hide_char_id
event_queensorder_05_s_33,40015,event_queensorder_05_s,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_s_33,True,,13,idle,,1,angry,,3,idle,,12,10,1.0,,,,,,,,,,,
event_queensorder_05_s_34,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_34,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,,,,,,,,,
event_queensorder_05_s_35,40015,event_queensorder_05_s,Monologue,,,Locale_SubScenario:event_queensorder_05_s_35,False,,13,idle,,1,angry,,3,idle,,10,10,1.0,none,,,,,,,,,,
event_queensorder_05_s_36,40015,event_queensorder_05_s,Speech,unknown,unknown,Locale_SubScenario:event_queensorder_05_s_36,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,,,,,,,,,
event_queensorder_05_s_37,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_37,False,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,,,,,,,,,
event_queensorder_05_s_38,40015,event_queensorder_05_s,Speech,unknown,unknown,Locale_SubScenario:event_queensorder_05_s_38,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,,,,,,,,,
event_queensorder_05_s_39,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_39,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,bgm_story_crawlinganxiety,,,,,,,,,,
event_queensorder_05_s_40,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_40,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,consigliere_op,OP_leftup,idle,,,,,,,
event_queensorder_05_s_41,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_41,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_42,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_42,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_43,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_43,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_44,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_44,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_45,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_45,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_46,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_46,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_47,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_47,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_48,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_48,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_49,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_49,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_50,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_50,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_51,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_51,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_52,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_52,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_53,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_53,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_54,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_54,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_55,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_55,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_56,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_56,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_57,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_57,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_58,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_58,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_59,40015,event_queensorder_05_s,Speech,ribbonmember_op,ribbonmember,Locale_SubScenario:event_queensorder_05_s_59,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,ribbonmember_op,OP_rightup,idle,,,,
event_queensorder_05_s_60,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_60,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_61,40015,event_queensorder_05_s,Speech,ribbonmember_op,ribbonmember,Locale_SubScenario:event_queensorder_05_s_61,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_62,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_62,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_63,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_63,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_64,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_64,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_65,40015,event_queensorder_05_s,Speech,ribbonmember_op,ribbonmember,Locale_SubScenario:event_queensorder_05_s_65,False,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_66,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_66,True,,13,idle,,1,good,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_67,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_67,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_68,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_68,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_69,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_69,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_70,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_70,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,,
event_queensorder_05_s_71,40015,event_queensorder_05_s,Narration,,,Locale_SubScenario:event_queensorder_05_s_71,False,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,sfx_scn_finishshot,Low_2,,
event_queensorder_05_s_72,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_72,True,,13,idle,,1,angry,,3,idle,,10,10,1.0,,,OP_leftup,idle,,OP_rightup,idle,,,ribbonmember_op,
event_queensorder_05_s_73,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_73,True,,13,idle,,1,angry,,3,idle,,10,1,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_74,40015,event_queensorder_05_s,Speech,consigliere_op,consigliere,Locale_SubScenario:event_queensorder_05_s_74,True,,13,idle,,1,angry,,3,idle,,1,1,1.0,,,OP_leftup,idle,,,,,,,
event_queensorder_05_s_75,40015,event_queensorder_05_s,Monologue,,,Locale_SubScenario:event_queensorder_05_s_75,False,,13,idle,,1,angry,,3,idle,,1,1,1.0,,,OP_leftup,idle,,,,,,,consigliere_op
event_queensorder_05_s_76,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_76,True,,13,idle,,1,idle,,3,idle,,1,12,1.0,bgm_story_fairytalesend_if,,,,,,,,,,
event_queensorder_05_s_77,40015,event_queensorder_05_s,Monologue,,,Locale_SubScenario:event_queensorder_05_s_77,False,,13,idle,,1,idle,,3,idle,,12,12,1.0,,,,,,,,,,,
event_queensorder_05_s_78,40015,event_queensorder_05_s,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_s_78,True,,13,worry,,1,idle,,3,idle,,12,130,0.6,,,,,,,,,,,
event_queensorder_05_s_79,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_79,True,,13,worry,,1,idle,,3,idle,,12,12,1.0,,,,,,,,,,,
event_queensorder_05_s_80,40015,event_queensorder_05_s,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_s_80,True,,13,think,,1,idle,,3,idle,,12,12,1.0,,,,,,,,,,,
event_queensorder_05_s_81,40015,event_queensorder_05_s,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_s_81,True,,13,think,,1,idle,,3,idle,,12,12,1.0,,,,,,,,,,,
event_queensorder_05_s_82,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_82,True,,13,think,,1,idle,,3,idle,,12,10,1.0,,,,,,,,,,,
event_queensorder_05_s_83,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_83,True,,13,think,,1,good,,3,idle,,10,10,1.0,,,,,,,,,,,
event_queensorder_05_s_84,40015,event_queensorder_05_s,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_s_84,True,,13,think,,1,good,,3,idle,,10,10,1.0,,,,,,,,,,,
