id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_ltk_intermission_01_63,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_63,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_64,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_64,True,,12,10,0.5,,,,,1,surprise,,,13,idle,
event_ltk_intermission_01_65,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_65,True,,10,10,1.0,,,,,1,surprise,,,13,idle,
event_ltk_intermission_01_66,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_66,True,,10,10,1.0,,,,,1,surprise,,,13,idle,
event_ltk_intermission_01_67,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_67,True,,10,L_130,1.0,,,,,1,surprise,,,13,idle,
event_ltk_intermission_01_68,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_68,True,,L_130,L_130,1.0,,,,,1,surprise,,,13,idle,
event_ltk_intermission_01_69,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_69,True,,L_130,12,1.0,,,,,1,think,,,13,idle,
event_ltk_intermission_01_70,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_70,False,,12,12,1.0,,,,,1,think,,,13,idle,
event_ltk_intermission_01_71,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_71,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_72,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_72,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_73,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_73,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_74,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_74,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_75,40012,event_ltk_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_ltk_intermission_01_75,False,,12,12,1.0,none,,,,1,idle,,,13,idle,owner
event_ltk_intermission_01_76,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_76,False,,12,1,1.0,,,,,1,think,,,,,
event_ltk_intermission_01_77,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_77,True,,1,1,1.0,,,,,1,angry,,,,,
event_ltk_intermission_01_78,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_78,False,,1,1,1.0,,,,,1,angry,,,,,
event_ltk_intermission_01_79,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_79,False,,1,1,1.0,,,,,1,angry,,,,,
event_ltk_intermission_01_80,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_80,True,,1,1,1.0,,,,,1,idle,,,,,
