id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_claymore_intermission_01_29,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_29,True,,500,500,1.0,,clay,,5,no
event_claymore_intermission_01_30,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_30,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_31,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_31,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_32,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_32,False,,500,500,1.0,,,,5,idle
event_claymore_intermission_01_33,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_33,True,,500,50,1.0,,clay,,5,delight
event_claymore_intermission_01_34,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_34,True,,50,50,1.0,,clay,,5,delight
event_claymore_intermission_01_35,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_35,True,,50,50,1.0,,clay,,5,idle
event_claymore_intermission_01_36,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_36,True,,50,50,1.0,,clay,,5,idle
event_claymore_intermission_01_37,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_37,False,,50,50,1.0,,,,5,idle
event_claymore_intermission_01_38,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_38,False,,50,50,1.0,,,,5,idle
event_claymore_intermission_01_39,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_39,True,,50,50,1.0,,clay,,5,idle
event_claymore_intermission_01_40,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_40,False,,50,50,1.0,,,,5,idle
event_claymore_intermission_01_41,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_41,True,,50,50,1.0,,clay,,5,surprise
event_claymore_intermission_01_42,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_42,True,,50,500,1.0,,clay,,5,idle
event_claymore_intermission_01_43,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_43,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_44,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_44,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_45,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_45,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_46,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_46,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_47,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_47,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_48,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_48,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_49,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_49,True,,500,500,1.0,,clay,,5,idle
event_claymore_intermission_01_50,40050,event_claymore_intermission_01,Monologue,clay,Locale_SubScenario:event_claymore_intermission_01_50,False,,black,black,1.0,,,,5,idle
event_claymore_intermission_01_51,40050,event_claymore_intermission_01,Monologue,clay,Locale_SubScenario:event_claymore_intermission_01_51,False,,black,black,1.0,,,,5,idle
event_claymore_intermission_01_52,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_52,False,,500,500,1.0,,,,5,idle
event_claymore_intermission_01_53,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_53,True,,500,50,1.0,,clay,,5,idle
event_claymore_intermission_01_54,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_54,True,,50,50,1.0,,clay,,5,idle
event_claymore_intermission_01_55,40050,event_claymore_intermission_01,Monologue,clay,Locale_SubScenario:event_claymore_intermission_01_55,False,,black,black,1.0,,,,5,idle
event_claymore_intermission_01_56,40050,event_claymore_intermission_01,Self,clay,Locale_SubScenario:event_claymore_intermission_01_56,False,,50,50,1.0,,,,5,idle
event_claymore_intermission_01_57,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_57,True,,50,50,1.0,,clay,,5,delight
event_claymore_intermission_01_58,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_58,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_59,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_59,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_60,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_60,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_61,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_61,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_62,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_62,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_63,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_63,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_64,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_64,True,,50,50,1.0,,clay,,5,delight
event_claymore_intermission_01_65,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_65,True,,50,50,1.0,,clay,,5,delight
event_claymore_intermission_01_66,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_66,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_67,40050,event_claymore_intermission_01,Speech,clay,Locale_SubScenario:event_claymore_intermission_01_67,True,,50,50,1.0,,clay,,5,special
event_claymore_intermission_01_68,40050,event_claymore_intermission_01,Monologue,clay,Locale_SubScenario:event_claymore_intermission_01_68,False,,black,black,1.0,,,,5,special
