id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_maidinvalentine_06_e_33,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_33,True,,30,30,1.0,,,,,3,delight,,,1,idle,,,13,idle,,,,
event_maidinvalentine_06_e_34,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_34,True,,30,30,1.0,none,,,,3,delight,,,1,idle,,,13,idle,,,,
event_maidinvalentine_06_e_35,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_35,False,none,valentine_all,valentine_all,1.0,bgm_story_sundayintheark,,black,,3,idle,ade,,1,idle,soda,,13,idle,cocoa,valentine_event,event,idle
event_maidinvalentine_06_e_36,40007,event_maidinvalentine_06_e,Self,ade,Self,Locale_SubScenario:event_maidinvalentine_06_e_36,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_37,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_37,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_38,40007,event_maidinvalentine_06_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_06_e_38,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_39,40007,event_maidinvalentine_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_06_e_39,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_40,40007,event_maidinvalentine_06_e,Choice,,,Locale_SubScenario:event_maidinvalentine_06_e_40,False,,valentine_all,valentine_all,1.0,,event_maidinvalentine_06_e_42,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_41,40007,event_maidinvalentine_06_e,Choice,,,Locale_SubScenario:event_maidinvalentine_06_e_41,False,,valentine_all,valentine_all,1.0,,event_maidinvalentine_06_e_42,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_42,40007,event_maidinvalentine_06_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_06_e_42,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_43,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_43,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_44,40007,event_maidinvalentine_06_e,Narration,ade,Narration,Locale_SubScenario:event_maidinvalentine_06_e_44,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_45,40007,event_maidinvalentine_06_e,Self,ade,Self,Locale_SubScenario:event_maidinvalentine_06_e_45,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_46,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_46,False,,valentine_all,valentine_all,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_47,40007,event_maidinvalentine_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_06_e_47,False,,valentine_all,valentine_cocoa,2.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_48,40007,event_maidinvalentine_06_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_06_e_48,False,,valentine_cocoa,valentine_cocoa,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_49,40007,event_maidinvalentine_06_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_06_e_49,False,,valentine_cocoa,valentine_soda,2.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_50,40007,event_maidinvalentine_06_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_06_e_50,False,,valentine_soda,valentine_soda,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_51,40007,event_maidinvalentine_06_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_06_e_51,False,,valentine_soda,valentine_soda,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_52,40007,event_maidinvalentine_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_06_e_52,False,,valentine_soda,valentine_cocoa,2.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_53,40007,event_maidinvalentine_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_06_e_53,False,,valentine_cocoa,valentine_cocoa,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_54,40007,event_maidinvalentine_06_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_06_e_54,False,,valentine_cocoa,valentine_cocoa,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_55,40007,event_maidinvalentine_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_06_e_55,False,,valentine_cocoa,valentine_cocoa,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_56,40007,event_maidinvalentine_06_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_06_e_56,False,,valentine_ade,valentine_ade,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_57,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_57,False,,valentine_ade,valentine_ade,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_58,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_58,False,,valentine_ade,valentine_ade,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_59,40007,event_maidinvalentine_06_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_06_e_59,False,,valentine_ade,valentine_ade,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_60,40007,event_maidinvalentine_06_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_06_e_60,False,,valentine_ade,valentine_all2,3.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_61,40007,event_maidinvalentine_06_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_06_e_61,False,,valentine_all2,valentine_all2,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_62,40007,event_maidinvalentine_06_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_06_e_62,False,,valentine_all2,valentine_all2,1.0,,,,,,,,,,,,,,,,,event,idle
event_maidinvalentine_06_e_63,40007,event_maidinvalentine_06_e,Narration,,Narration,Locale_SubScenario:event_maidinvalentine_06_e_63,False,,black,black,1.0,,,,,,,,,,,,,,,,,event,idle
