id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_ce006_3_epilogue_17,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_17,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_18,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_18,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_19,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_19,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_20,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_20,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_21,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_21,False,,,,,black,black,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_22,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_22,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_23,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_23,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_24,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_24,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_25,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_25,True,,,,,S_20,S_200,0.7,,privaty,,,2,surprise,,,,,,
event_ce006_3_epilogue_26,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_26,True,,,,,S_200,S_200,1.0,,privaty,,,2,shy,,,,,,
event_ce006_3_epilogue_27,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_27,False,,,,,S_200,S_200,1.0,,,,,2,shy,,,,,,
event_ce006_3_epilogue_28,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_28,True,,,,,S_200,S_20,1.3,,privaty,,,2,sad,,,,,,
event_ce006_3_epilogue_29,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_29,True,,,,,S_20,S_20,1.0,,privaty,,,2,sad,,,,,,
event_ce006_3_epilogue_30,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_30,False,,,,,S_20,S_20,1.0,,,,,2,sad,,,,,,
event_ce006_3_epilogue_31,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_31,False,,,,,S_20,S_20,1.0,,,,,2,sad,,,,,,
event_ce006_3_epilogue_32,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_32,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_33,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_33,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_34,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_34,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_35,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_35,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_36,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_36,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_37,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_37,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_38,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_38,True,,,,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_39,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_39,True,,,,,S_20,S_20,1.0,,privaty,,,2,shy,,,,,,
event_ce006_3_epilogue_40,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_40,False,,,,,S_20,S_20,1.0,,,,,2,shy,,,,,,
event_ce006_3_epilogue_41,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_41,True,,,,,S_20,S_20,1.0,,privaty,,,2,delight,,,,,,
event_ce006_3_epilogue_42,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_42,True,,,,,S_20,S_20,1.0,,privaty,,,2,delight,,,,,,
event_ce006_3_epilogue_43,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_43,True,com,12,idle,,S_20,1,1.3,,com,,,2,delight,,,,,,
event_ce006_3_epilogue_44,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_44,True,,12,idle,,1,1,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_45,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_45,False,,12,idle,,1,1,1.0,,,,,2,idle,,,,,,
event_ce006_3_epilogue_46,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_46,True,,12,idle,,1,1,1.0,,com,,,2,idle,,,,,,
event_ce006_3_epilogue_47,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_47,True,,12,idle,,1,1,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_48,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_48,True,,12,idle,,1,1,1.0,,com,,,2,idle,,,,,,
event_ce006_3_epilogue_49,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_49,True,,12,idle,,1,1,1.0,,privaty,,,2,sad,,,,,,
event_ce006_3_epilogue_50,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_50,True,,12,idle,,1,1,1.0,,com,,,2,sad,,,,,,
event_ce006_3_epilogue_51,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_51,True,,12,idle,,1,S_20,0.7,,privaty,,,2,surprise,,,,,,
event_ce006_3_epilogue_52,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_52,True,,12,idle,,S_20,S_20,1.0,,privaty,,,2,shy,,,,,,
event_ce006_3_epilogue_53,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_53,False,,12,idle,Church,black,black,1.0,,,com,,2,idle,black,privaty,,,,
event_ce006_3_epilogue_54,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_54,False,,,,,1,1,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_55,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_55,True,com,12,idle,,1,1,1.0,,privaty,,privaty,2,idle,,,,,,
event_ce006_3_epilogue_56,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_56,True,,12,idle,,1,1,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_57,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_57,True,,12,idle,,1,1,1.0,,com,,,2,idle,,,,,,
event_ce006_3_epilogue_58,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_58,True,,12,idle,,1,1,1.0,,privaty,,,2,sad,,,,,,
event_ce006_3_epilogue_59,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_59,True,,12,idle,,1,1,1.0,,com,,,2,sad,,,,,,
event_ce006_3_epilogue_60,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_60,True,,12,idle,,1,1,1.0,,privaty,,,2,sad,,,,,,
event_ce006_3_epilogue_61,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_61,True,,12,idle,,1,1,1.0,,com,,,2,sad,,,,,,
event_ce006_3_epilogue_62,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_62,True,,12,idle,,1,1,1.0,,privaty,,,2,angry,,,,,,
event_ce006_3_epilogue_63,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_63,False,,12,idle,,1,1,1.0,,,,,2,angry,,,,,,
event_ce006_3_epilogue_64,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_64,True,,12,idle,,1,S_20,1.3,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_65,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_65,False,,12,idle,,S_20,S_20,1.0,none,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_66,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_66,True,,12,idle,,S_20,S_20,1.0,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_67,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_67,True,,12,idle,,S_20,S_200,1.3,,privaty,,,2,idle,,,,,,
event_ce006_3_epilogue_68,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_68,False,,12,idle,EventScene_memoriesteller_09_5_1,black,black,1.0,,,com,,2,idle,,privaty,,,,
event_ce006_3_epilogue_69,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_69,False,,,,,memoriesteller_09_01,memoriesteller_09_02,1.5,,,,,,,,,,,,
event_ce006_3_epilogue_70,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_70,False,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_71,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_71,False,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_72,40080,event_ce006_3_epilogue,Monologue,privaty,Locale_MainScenario:event_ce006_3_epilogue_72,False,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,,,,,,,,,,,
event_ce006_3_epilogue_73,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_73,False,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,event_bgm_redash_freesia,,,,,,,,,,,
event_ce006_3_epilogue_74,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_74,True,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,privaty,,,,,,,,,,
event_ce006_3_epilogue_75,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_75,False,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,com,,,,,,,,,,
event_ce006_3_epilogue_76,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_76,True,,,,,memoriesteller_09_02,memoriesteller_09_02,1.0,,privaty,,,,,,,,,,
event_ce006_3_epilogue_77,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_77,True,,,,,memoriesteller_09_02,memoriesteller_09_01,1.5,,com,,,,,,,,,,
event_ce006_3_epilogue_78,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_78,True,com,13,idle,Church,black,black,1.0,,art,,privaty,3,idle,,,art,1,idle,
event_ce006_3_epilogue_79,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_79,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_80,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_80,True,,13,idle,,2,2,1.0,,privaty,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_81,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_81,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_82,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_82,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_83,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_83,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_84,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_84,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_85,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_85,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_86,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_86,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_87,40080,event_ce006_3_epilogue,Self,art,Locale_MainScenario:event_ce006_3_epilogue_87,False,,13,idle,,2,2,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_88,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_88,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_89,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_89,True,,13,idle,,2,2,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_90,40080,event_ce006_3_epilogue,Speech,privaty,Locale_MainScenario:event_ce006_3_epilogue_90,True,,13,idle,,2,S_30,1.3,,privaty,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_91,40080,event_ce006_3_epilogue,Self,privaty,Locale_MainScenario:event_ce006_3_epilogue_91,False,,13,idle,,S_30,S_30,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_92,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_92,True,,13,idle,,130,130,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_93,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_93,True,,13,idle,,130,12,1.3,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_94,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_94,False,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_95,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_95,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_96,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_96,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_97,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_97,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_98,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_98,True,,13,idle,,12,10,1.3,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_99,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_99,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_100,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_100,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_101,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_101,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_102,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_102,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_103,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_103,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_104,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_104,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_105,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_105,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_106,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_106,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_107,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_107,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_108,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_108,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_109,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_109,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_110,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_110,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_111,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_111,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_112,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_112,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_113,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_113,True,,13,idle,,10,10,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_114,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_114,True,,13,idle,,10,12,1.3,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_115,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_115,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_116,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_116,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_117,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_117,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_118,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_118,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_119,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_119,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_120,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_120,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_121,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_121,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_122,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_122,False,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_123,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_123,False,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_124,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_124,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_125,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_125,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_126,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_126,False,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_127,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_127,False,,13,idle,,black,black,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_128,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_128,False,,13,idle,,black,black,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_129,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_129,False,,13,idle,,black,black,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_130,40080,event_ce006_3_epilogue,Monologue,art,Locale_MainScenario:event_ce006_3_epilogue_130,False,,13,idle,,black,black,1.0,,,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_131,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_131,False,,13,idle,,130,130,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_132,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_132,True,,13,idle,,130,12,1.5,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_133,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_133,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_134,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_134,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_135,40080,event_ce006_3_epilogue,Speech,com,Locale_MainScenario:event_ce006_3_epilogue_135,True,,13,idle,,12,12,1.0,,com,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_136,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_136,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
event_ce006_3_epilogue_137,40080,event_ce006_3_epilogue,Speech,art,Locale_MainScenario:event_ce006_3_epilogue_137,True,,13,idle,,12,12,1.0,,art,,,3,idle,,,,1,idle,
