id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_icedragonsaga1_04_e_11,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_11,False,,2,2,1.0,,guillotine_w_no,,3,think,,1,no,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_12,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_12,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,no,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_13,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_13,True,,2,L_10,1.0,,maiden_w,,3,worry,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_14,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_14,True,,L_10,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_15,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_15,True,,2,2,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_16,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_16,True,,2,2,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_17,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_17,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_18,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_18,True,,2,2,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_19,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_19,True,,2,2,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_20,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_20,True,,2,2,1.0,,guillotine_w_no,,3,delight,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_21,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_21,True,,2,12,1.0,,vesti_c,,3,delight,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_22,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_22,True,,12,L_10,1.0,,maiden_w,,3,delight,,1,idle,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_23,40064,event_icedragonsaga1_04_e,Narration,,Locale_MainScenario:event_icedragonsaga1_04_e_23,False,EventScene_icedragonsaga_05_1,black,black,1.0,,maiden_w,,3,delight,,1,idle,,13,idle,guillotine_w_no,maiden_w,vesti_c,sfx_scn_retroincounter,,,,,
event_icedragonsaga1_04_e_24,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_24,False,,1,1,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_25,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_25,False,,1,1,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_26,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_26,True,,1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_27,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_27,True,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_28,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_28,True,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_29,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_29,True,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_30,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_30,True,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_31,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_31,False,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_32,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_32,True,,EventScene_icedragonsaga_05_1_1,EventScene_icedragonsaga_05_1_2,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_33,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_33,True,,EventScene_icedragonsaga_05_1_2,EventScene_icedragonsaga_05_1_2,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_34,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_34,True,,EventScene_icedragonsaga_05_1_2,EventScene_icedragonsaga_05_1_2,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_35,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_35,True,,EventScene_icedragonsaga_05_1_2,EventScene_icedragonsaga_05_1_2,1.0,,maiden_w,,,,,,,,,,,,,sfx_scn_spellfreeze,,,,,
event_icedragonsaga1_04_e_36,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_36,False,,EventScene_icedragonsaga_05_1_2,EventScene_icedragonsaga_05_1_2,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_37,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_37,True,,EventScene_icedragonsaga_05_1_2,EventScene_icedragonsaga_05_1_3,1.0,,vesti_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_38,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_38,True,,EventScene_icedragonsaga_05_1_3,EventScene_icedragonsaga_05_1_3,1.0,,vesti_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_39,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_39,True,,EventScene_icedragonsaga_05_1_3,EventScene_icedragonsaga_05_1_3,1.0,,vesti_c,,,,,,,,,,,,,sfx_scn_spellfirecast,,,,,
event_icedragonsaga1_04_e_40,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_40,False,,EventScene_icedragonsaga_05_1_3,EventScene_icedragonsaga_05_1_3,1.0,,vesti_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_41,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_41,True,,EventScene_icedragonsaga_05_1_3,1,1.0,,maiden_w,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_42,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_42,True,,1,1,1.0,,guillotine_w_no,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_43,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_43,False,EventScene_icedragonsaga_05_2,1,1,1.0,,,,,,,,,,,,,,,sfx_scn_aim,,,,,
event_icedragonsaga1_04_e_44,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_44,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_45,40064,event_icedragonsaga1_04_e,Narration,,Locale_MainScenario:event_icedragonsaga1_04_e_45,False,EventScene_icedragonsaga_05_3,black,black,1.0,,,,,,,,,,,,,,,sfx_scn_missilelaunch,,,,,
event_icedragonsaga1_04_e_46,40064,event_icedragonsaga1_04_e,Narration,,Locale_MainScenario:event_icedragonsaga1_04_e_46,False,,black,black,1.0,,,,,,,,,,,,,,,sfx_scn_explosions,,,,,
event_icedragonsaga1_04_e_47,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_47,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_48,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_48,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_49,40064,event_icedragonsaga1_04_e,Speech,narration,Locale_MainScenario:event_icedragonsaga1_04_e_49,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_50,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_50,True,,1,1,1.0,none,vesti_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_51,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_51,True,,1,1,1.0,,vesti_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_04_e_52,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_52,True,IceLand_05,black,black,1.0,event_bgm_icedragonsaga_anotherhero,maiden_w,guillotine_w_no,3,idle,maiden_w,1,worry,vesti_c,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_53,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_53,True,,12,12,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_54,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_54,True,,12,12,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_55,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_55,True,,12,12,1.0,,vesti_c,,3,idle,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_56,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_56,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,delight,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_57,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_57,True,,XS_30,XS_30,1.0,,guillotine_w_no,,3,delight,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_58,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_58,True,,XS_30,2,1.0,,maiden_w,,3,delight,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_59,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_59,True,,2,2,1.0,,maiden_w,,3,delight,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_60,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_60,True,,2,2,1.0,,maiden_w,,3,delight,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_61,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_61,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_62,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_62,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_63,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_63,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_64,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_64,True,,2,2,1.0,,maiden_w,,3,worry,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_65,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_65,True,,2,2,1.0,,guillotine_w_no,,3,think,,1,worry,,13,shy,,,,,,,,,
event_icedragonsaga1_04_e_66,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_66,True,DiningRoom_n,2,2,1.0,event_bgm_icedragonsaga_adventure,guillotine_w_no,,3,delight,,1,worry,,13,idle,,,,,black,,,,
event_icedragonsaga1_04_e_67,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_67,True,,2,2,1.0,,maiden_w,,3,delight,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_68,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_68,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_69,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_69,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,worry,,13,idle,,,,,,,,,
event_icedragonsaga1_04_e_70,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_70,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,worry,,13,idle,,,,,,chloe_v,5,idle,
event_icedragonsaga1_04_e_71,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_71,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_72,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_72,True,,L_10,L_10,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_73,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_73,True,,L_10,2,1.0,,guillotine_w_no,,3,angry,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_74,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_74,True,,2,2,1.0,,maiden_w,,3,angry,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_75,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_75,True,,2,2,1.0,,guillotine_w_no,,3,idle,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_76,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_76,True,,2,2,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_77,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_77,True,,2,2,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_78,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_78,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_79,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_79,True,,2,2,1.0,,guillotine_w_no,,3,worry,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_80,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_80,True,,2,2,1.0,,maiden_w,,3,worry,,1,no,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_81,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_81,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,no,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_82,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_82,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,no,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_83,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_83,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,no,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_84,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_84,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,no,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_85,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_85,True,,1,1,1.0,,maiden_w,,3,idle,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_86,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_86,True,,1,12,1.0,,vesti_c,,3,idle,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_87,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_87,True,,12,12,1.0,,maiden_w,,3,idle,,1,surprise,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_88,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_88,True,,12,12,1.0,,maiden_w,,3,idle,,1,worry,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_89,40064,event_icedragonsaga1_04_e,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_e_89,True,,12,12,1.0,,vesti_c,,3,idle,,1,worry,,13,sad,,,,,,,5,idle,
event_icedragonsaga1_04_e_90,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_90,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,worry,,13,sad,,,,,,,5,idle,
event_icedragonsaga1_04_e_91,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_91,True,,L_10,L_10,1.0,,maiden_w,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_92,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_92,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_93,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_93,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_94,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_94,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_95,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_95,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_96,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_96,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_97,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_97,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_98,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_98,True,,XS_50,4,0.7,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_99,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_99,True,,4,4,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_100,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_100,True,,4,4,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_101,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_101,False,,4,2,1.0,,guillotine_w_no,,3,think,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_102,40064,event_icedragonsaga1_04_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_e_102,True,,2,2,1.0,,maiden_w,,3,think,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_103,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_103,True,,2,4,1.0,,chloe_v,,3,think,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_104,40064,event_icedragonsaga1_04_e,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_e_104,True,,4,4,1.0,,guillotine_w_no,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_105,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_105,True,,4,4,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_106,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_106,True,,4,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_107,40064,event_icedragonsaga1_04_e,Speech,chloe_v,Locale_MainScenario:event_icedragonsaga1_04_e_107,True,,XS_50,XS_50,1.0,,chloe_v,,3,idle,,1,idle,,13,idle,,,,,,,5,idle,
event_icedragonsaga1_04_e_108,40064,event_icedragonsaga1_04_e,Narration,,Locale_MainScenario:event_icedragonsaga1_04_e_108,False,,S_70,S_70,1.0,none,volume_c,,3,idle,,1,worry,,13,idle,,,,sfx_scn_elecguitarstrum,black,volume_c,7,idle,chloe_v
