id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_unbreakablesphere1_01_e_20,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_20,True,,L_300,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_21,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_21,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_22,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_22,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_23,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_23,False,,130,S_10,1.0,,,mori,mori,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_24,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_24,True,,S_10,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_25,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_25,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_26,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_26,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_27,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_27,True,,L_30,31,1.0,,,mori,mori,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_28,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_28,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_29,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_29,False,,black,black,1.0,,,littlemermaid,,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_30,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_30,False,,black,black,1.0,sfx_scn_maigcpurpleround,,littlemermaid,,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_31,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_31,False,,S_10,S_100,0.7,,,mori,mori,,1,idle,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_32,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_32,True,,L_1500,L_1500,1.0,,,yuni_n,yuni_n,,1,idle,,3,delight,,13,think,,15,idle
event_unbreakablesphere1_01_e_33,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_33,True,,L_1500,1300,1.0,,,mihara_b,mihara_b,,1,idle,,3,delight,,13,think,,15,idle
event_unbreakablesphere1_01_e_34,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_34,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,think,,15,idle
event_unbreakablesphere1_01_e_35,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_35,True,,L_300,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_36,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_36,True,,L_30,S_10,1.0,,,mori,mori,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_37,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_37,True,,S_10,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_38,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_38,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_39,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_39,False,,L_30,L_30,1.0,,,littlemermaid,,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_40,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_40,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_41,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_41,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_42,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_42,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_43,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_43,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_44,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_44,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_45,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_45,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_46,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_46,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,idle,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_47,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_47,True,,130,S_10,1.0,,,mori,mori,,1,idle,,3,idle,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_48,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_48,True,,S_10,S_10,1.0,,,mori,mori,,1,idle,,3,idle,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_49,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_49,True,,L_30,L_300,0.5,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_50,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_50,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_51,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_51,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_52,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_52,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_53,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_53,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_54,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_54,True,,L_300,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_55,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_55,True,,130,130,1.0,,,mihara_b,mihara_b,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_56,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_56,True,,130,S_10,1.0,,,mori,mori,,1,think,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_57,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_57,True,,S_10,31,1.0,,,littlemermaid,littlemermaid,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_58,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_58,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_59,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_59,True,,31,31,1.0,,,mori,mori,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_60,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_60,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_61,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_61,True,,31,31,1.0,,,mori,mori,,1,angry,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_62,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_62,False,,black,black,1.0,,,mori,,,1,angry,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_63,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_63,True,,31,31,1.0,,,mori,mori,,1,angry,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_64,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_64,True,,31,31,1.0,,,mori,mori,,1,angry,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_65,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_65,True,,31,31,1.0,,,mori,mori,,1,angry,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_66,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_66,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,angry,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_67,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_67,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,angry,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_68,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_68,False,,S_10,S_100,0.5,,,mori,mori,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_69,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_69,True,,1300,1300,1.0,,,mihara_b,mihara_b,,1,idle,,3,idle,,13,think,,15,idle
event_unbreakablesphere1_01_e_70,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_70,True,,L_300,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_71,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_71,True,,L_300,S_100,1.0,,,mori,mori,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_72,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_72,True,,S_100,S_100,1.0,,,mori,mori,,1,angry,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_73,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_73,True,,S_100,S_10,1.0,,,mori,mori,,1,angry,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_74,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_74,True,,S_10,113,1.0,,,mihara_b,mihara_b,,1,angry,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_75,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_75,True,,113,113,1.0,,,mihara_b,mihara_b,,1,angry,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_76,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_76,True,,113,113,1.0,,,mori,mori,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_77,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_77,True,,113,113,1.0,,,mihara_b,mihara_b,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_78,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_78,True,,113,113,1.0,,,mihara_b,mihara_b,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_79,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_79,False,,113,113,1.0,,,mori,mori,,1,idle,,3,think,,13,think,,15,idle
event_unbreakablesphere1_01_e_80,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_80,True,,113,113,1.0,,,mihara_b,mihara_b,,1,idle,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_81,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_81,True,,113,113,1.0,,,mihara_b,mihara_b,,1,idle,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_82,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_82,True,,113,113,1.0,,,mihara_b,mihara_b,,1,idle,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_83,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_83,True,,113,113,1.0,,,mori,mori,,1,idle,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_84,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_84,True,,113,31,1.5,,,littlemermaid,littlemermaid,,1,idle,,3,rage,,13,idle,,15,idle
event_unbreakablesphere1_01_e_85,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_85,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,rage,,13,idle,,15,idle
event_unbreakablesphere1_01_e_86,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_86,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,rage,,13,idle,,15,idle
event_unbreakablesphere1_01_e_87,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_87,True,,31,31,1.0,,,mori,mori,,1,think,,3,rage,,13,idle,,15,idle
event_unbreakablesphere1_01_e_88,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_88,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,think,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_89,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_89,False,,31,31,1.0,,,mori,mori,,1,think,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_90,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_90,True,,S_10,S_100,0.7,,,mori,mori,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_91,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_91,True,,S_100,S_100,1.0,,,mori,mori,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_92,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_92,True,,S_100,S_100,1.0,,,mori,mori,,1,idle,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_93,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_93,True,,S_100,L_300,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_94,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_94,False,,L_300,L_30,1.0,,,littlemermaid,,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_95,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_95,False,,L_30,31,1.0,,,mori,mori,,1,idle,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_96,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_96,True,,31,31,1.0,,,mori,mori,,1,shy_01,,3,delight,,13,idle,,15,idle
event_unbreakablesphere1_01_e_97,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_97,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,shy_01,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_98,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_98,True,,31,31,1.0,,,mori,mori,,1,shy_02,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_99,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_99,True,,130,130,1.0,,,mihara_b,mihara_b,,1,shy_02,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_100,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_100,True,,130,130,1.0,,,mihara_b,mihara_b,,1,shy_02,,3,idle,,13,idle,,15,idle
event_unbreakablesphere1_01_e_101,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_101,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_102,40075,event_unbreakablesphere1_01_e,Narration,Locale_MainScenario:event_unbreakablesphere1_01_e_102,False,,L_30,L_30,1.0,,,littlemermaid,,,1,idle,,3,surprise,,13,idle,,15,idle
event_unbreakablesphere1_01_e_103,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_103,True,,130,130,1.0,,,mihara_b,mihara_b,,1,think,,3,surprise,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_104,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_104,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,think,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_105,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_105,True,,L_30,31,1.0,,,mori,mori,,1,think,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_106,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_106,True,,31,31,1.0,,,mori,mori,,1,think,,3,delight,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_107,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_107,True,,31,31,1.0,,,littlemermaid,littlemermaid,,1,think,,3,think,,13,surprise,,15,idle
event_unbreakablesphere1_01_e_108,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_108,True,,130,130,1.0,,,mihara_b,mihara_b,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_109,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_109,True,,130,130,1.0,,,mihara_b,mihara_b,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_110,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_110,True,,L_30,L_30,1.0,,,littlemermaid,littlemermaid,,1,think,,3,think,,13,idle,,15,idle
event_unbreakablesphere1_01_e_111,40075,event_unbreakablesphere1_01_e,Speech,Locale_MainScenario:event_unbreakablesphere1_01_e_111,True,,L_30,L_300,1.0,,,littlemermaid,littlemermaid,,1,think,,3,idle,,13,idle,,15,idle
