id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,play_sound,fade
snowfall_episode_mica_02_26,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_30,False,,S_10,S_10,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_27,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_31,False,,S_10,S_10,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_28,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_32,True,,S_10,S_10,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_29,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_33,True,,S_10,1,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_30,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_34,True,,1,1,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_31,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_35,False,,1,1,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_32,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_36,False,,1,1,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_33,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_37,True,,1,1,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_34,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_38,False,,1,S_10,1.0,,,,1,idle,,,sfx_scn_liftheavybasket,
snowfall_episode_mica_02_35,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_39,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_36,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_40,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_37,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_41,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_38,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_42,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_39,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_43,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_40,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_44,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_41,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_45,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_42,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_46,True,,S_10,S_100,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_43,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_47,False,WaterFall_s,black,black,1.0,amb_so_waterfall_1,,,1,idle,,,sfx_scn_heavybasket,black
snowfall_episode_mica_02_44,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_48,False,,black,black,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_45,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_49,True,,1,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_46,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_50,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_47,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_51,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_48,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_52,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_49,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_53,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_50,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_54,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_51,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_55,False,,S_10,S_130,1.0,,,,1,idle,,,sfx_scn_toolpasslight,
snowfall_episode_mica_02_52,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_56,False,,S_130,S_130,1.0,,,,1,idle,,,sfx_scn_waterstonefall,
snowfall_episode_mica_02_53,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_57,False,,S_130,S_130,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_54,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_58,False,,S_130,S_10,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_55,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_59,False,,S_10,S_10,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_56,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_60,True,,S_10,S_10,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_57,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_61,True,,S_10,S_10,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_58,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_62,False,,S_10,S_130,1.0,,,,1,surprise,,,sfx_scn_toolpasslight,
snowfall_episode_mica_02_59,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_63,False,,S_130,S_130,1.0,,,,1,surprise,,,sfx_scn_2skippingstones,
snowfall_episode_mica_02_60,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_64,True,,S_130,S_10,0.5,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_61,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_65,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_62,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_66,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_63,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_67,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_64,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_68,False,,S_10,S_10,1.0,,,,1,delight,,,,
snowfall_episode_mica_02_65,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_69,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_66,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_70,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_67,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_71,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_68,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_72,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_69,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_73,False,,S_10,S_150,2.0,,,,1,idle,,,,
snowfall_episode_mica_02_70,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_74,False,,S_150,S_150,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_71,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_75,False,,S_150,S_1500,1.0,,,,1,idle,,,sfx_scn_toolpasslight,
snowfall_episode_mica_02_72,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_76,False,,S_1500,S_1500,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_73,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_77,False,,S_1500,S_150,1.0,,,,1,idle,,,sfx_scn_1skippingstones,
snowfall_episode_mica_02_74,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_78,False,,S_150,S_150,1.0,,,,1,idle,,,sfx_scn_3skippingstones,
snowfall_episode_mica_02_75,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_79,False,,S_150,S_150,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_76,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_80,True,,S_150,S_10,2.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_77,80903,snowfall_episode_mica_02,Narration,Locale_SubScenario:snowfall_episode_mica_02_81,False,,S_10,S_10,1.0,,,,1,delight,,,sfx_scn_4skippingstones,
snowfall_episode_mica_02_78,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_82,False,,S_10,S_10,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_79,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_83,True,,S_10,S_100,0.5,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_80,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_84,True,,S_100,S_100,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_81,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_85,True,,S_100,S_100,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_82,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_86,False,,S_100,S_100,1.0,,,,1,delight,,,,
snowfall_episode_mica_02_83,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_87,True,,S_100,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_84,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_88,False,,S_10,S_10,1.0,,,,1,delight,,,,
snowfall_episode_mica_02_85,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_89,True,,S_10,S_10,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_86,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_90,False,,S_10,S_10,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_87,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_91,True,,S_10,S_10,1.0,,,,1,special,mica_w,mica_w,,
snowfall_episode_mica_02_88,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_92,False,,S_10,S_10,1.0,,,,1,special,,,,
snowfall_episode_mica_02_89,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_93,False,,S_10,S_10,1.0,,,,1,special,mica_w,mica_w,,
snowfall_episode_mica_02_90,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_94,True,,S_10,S_100,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_91,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_95,False,,S_100,S_100,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_92,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_96,True,,S_100,S_100,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_93,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_97,False,,S_100,S_100,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_94,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_98,True,,S_100,S_100,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_95,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_99,True,,S_100,S_100,1.0,,,,1,surprise,mica_w,mica_w,,
snowfall_episode_mica_02_96,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_100,False,,S_100,S_100,1.0,,,,1,surprise,,,,
snowfall_episode_mica_02_97,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_101,True,,S_100,S_100,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_98,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_102,False,,S_100,S_100,1.0,,,,1,delight,,,,
snowfall_episode_mica_02_99,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_103,True,,S_100,S_100,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_100,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_104,True,,S_100,S_100,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_101,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_105,True,,S_100,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_102,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_106,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_103,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_107,True,,S_10,S_10,1.0,,,,1,idle,mica_w,mica_w,,
snowfall_episode_mica_02_104,80903,snowfall_episode_mica_02,Self,Locale_SubScenario:snowfall_episode_mica_02_108,False,,S_10,S_10,1.0,,,,1,idle,,,,
snowfall_episode_mica_02_105,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_109,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_106,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_110,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_107,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_111,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_108,80903,snowfall_episode_mica_02,Speech,Locale_SubScenario:snowfall_episode_mica_02_112,True,,S_10,S_10,1.0,,,,1,delight,mica_w,mica_w,,
snowfall_episode_mica_02_109,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_113,False,,black,black,1.0,,,,1,delight,,,,
snowfall_episode_mica_02_110,80903,snowfall_episode_mica_02,Monologue,Locale_SubScenario:snowfall_episode_mica_02_114,False,,black,black,1.0,,,,1,delight,,,,
