id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/1/hide_char_id,jump_target,set_camera_shake
event_secretgarden_03_e_77,40063,event_secretgarden_03_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_03_e_77,False,,,,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_78,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_78,True,flora,1,idle,,XS_1300,100,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_79,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_79,True,,1,idle,,100,100,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_80,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_80,False,,1,idle,,100,10,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_81,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_81,False,,1,idle,,10,113,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_82,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_82,True,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_83,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_83,True,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_84,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_84,False,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_85,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_85,True,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_86,40063,event_secretgarden_03_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_03_e_86,False,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_87,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_87,True,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_88,40063,event_secretgarden_03_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_03_e_88,False,,1,idle,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_89,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_89,True,,1,delight,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_90,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_90,True,,1,delight,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_91,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_91,False,,1,delight,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_92,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_92,False,,1,delight,,113,113,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_93,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_93,True,,1,sad,,113,10,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_94,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_94,True,,1,sad,,10,10,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_95,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_95,False,,1,sad,,XS_130,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_96,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_96,True,,1,sad,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_97,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_97,False,,1,surprise,,XS_1300,100,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_98,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_98,True,,1,surprise,,100,100,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_99,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_99,True,,1,surprise,,100,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_100,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_100,True,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_101,40063,event_secretgarden_03_e,Monologue,biscuit,,Locale_SubScenario:event_secretgarden_03_e_101,False,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_102,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_102,True,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_103,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_103,True,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_104,40063,event_secretgarden_03_e,Monologue,biscuit,,Locale_SubScenario:event_secretgarden_03_e_104,False,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_105,40063,event_secretgarden_03_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_03_e_105,False,,1,surprise,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_106,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_106,True,,1,surprise,,XS_1300,XS_130,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_107,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_107,True,,1,surprise,,XS_130,XS_130,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_108,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_108,True,,1,surprise,,XS_130,XS_130,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_109,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_109,False,,1,angry,,XS_130,10,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_110,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_110,True,,1,angry,,10,10,1.0,none,,,13,shy,,,,,
event_secretgarden_03_e_111,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_111,True,,1,angry,,10,10,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_112,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_112,False,,1,angry,,10,10,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_113,40063,event_secretgarden_03_e,Monologue,flora,,Locale_SubScenario:event_secretgarden_03_e_113,False,,1,angry,,10,10,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_114,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_114,True,,1,shy,,10,10,1.0,bgm_inark,,,13,shy,,,,,
event_secretgarden_03_e_115,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_115,False,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_116,40063,event_secretgarden_03_e,Monologue,flora,,Locale_SubScenario:event_secretgarden_03_e_116,False,,1,shy,,black,black,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_117,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_117,True,,1,shy,,10,10,1.0,,,,13,idle,black,,,,
event_secretgarden_03_e_118,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_118,True,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_119,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_119,True,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_120,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_120,False,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_121,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_121,True,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_122,40063,event_secretgarden_03_e,Self,flora,,Locale_SubScenario:event_secretgarden_03_e_122,False,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_123,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_123,True,,1,shy,,10,10,1.0,,,,13,idle,,,,,
event_secretgarden_03_e_124,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_124,True,,1,shy,,10,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_125,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_125,True,,1,shy,,113,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_126,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_126,True,,1,shy,,113,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_127,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_127,True,,1,shy,,113,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_128,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_128,True,,1,shy,,113,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_129,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_129,True,,1,shy,,113,113,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_130,40063,event_secretgarden_03_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_03_e_130,False,,1,shy,,113,113,1.0,,,,13,delight,,,,,
