id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_1yearalready_07_28,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_28,True,,S_30,10,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_29,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_29,True,,10,10,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_30,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_30,False,,10,10,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_31,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_31,False,,10,10,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_32,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_32,True,,S_50,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_33,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_33,True,,S_50,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_34,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_34,True,,S_50,5,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_35,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_35,True,,5,5,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_36,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_36,False,,5,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,soda,13,serious,,cocoa,15,serious,,ade,17,worried,
event_1yearalready_07_37,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_37,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,,,15,serious,,,17,worried,
event_1yearalready_07_38,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_38,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,,,15,serious,,,17,worried,
event_1yearalready_07_39,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_39,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,,,15,serious,,,17,worried,
event_1yearalready_07_40,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_40,True,,14,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,,,15,serious,,,17,worried,
event_1yearalready_07_41,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_41,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,,,15,serious,,,17,worried,
event_1yearalready_07_42,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_42,False,,2,2,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,serious,soda,,15,serious,cocoa,,17,worried,ade
event_1yearalready_07_43,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_43,True,,2,2,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_44,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_44,True,,2,S_30,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_45,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_45,True,,10,10,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_46,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_46,True,,S_50,S_50,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_47,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_47,False,,S_50,S_50,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_48,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_48,True,,2,2,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_49,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_49,True,,2,2,1.0,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,,,,
event_1yearalready_07_50,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_50,True,,2,5,1.0,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,,,,
event_1yearalready_07_51,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_51,False,,5,5,1.0,,,,,,5,idle,,,3,idle,,,1,no,,,,,,,,,,,,
event_1yearalready_07_52,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_52,False,,S_30,S_30,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_53,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_53,False,,10,10,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_54,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_54,False,,S_50,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_55,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_55,False,,S_50,S_50,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_56,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_56,True,,2,2,1.0,,,,,,5,idle,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_57,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_57,True,,2,2,1.0,,,,,,5,idle,,,3,good,,,1,delight,,,,,,,,,,,,
event_1yearalready_07_58,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_58,True,,2,4,1.0,,,,,,5,delight,,,3,good,,,1,delight,,,,,,,,,,,,
event_1yearalready_07_59,130003,event_1yearalready_07,Speech,sugar,sugar,Locale_SubScenario:event_1yearalready_07_59,True,,4,4,1.0,,,,,,5,delight,,,3,good,,,1,delight,,,,,,,,,,,,
event_1yearalready_07_60,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_60,True,,4,2,1.0,,,,,,5,delight,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_61,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_61,True,,2,2,1.0,,,,,,5,delight,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_62,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_62,False,,2,2,1.0,,,,,,5,delight,,,3,good,,,1,idle,,,,,,,,,,,,
event_1yearalready_07_63,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_63,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,soda,13,idle,,cocoa,15,idle,,ade,17,idle,
event_1yearalready_07_64,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_64,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_65,130003,event_1yearalready_07,Speech,milk,milk,Locale_SubScenario:event_1yearalready_07_65,True,,2,2,1.0,,,,,,5,idle,,,3,no,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_66,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_66,True,,2,2,1.0,,,,,,5,idle,,,3,no,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_67,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_67,False,,15,15,1.0,,,,,,5,idle,,,3,no,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_68,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_68,False,,15,15,1.0,,,,,,5,idle,,,3,no,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_69,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_69,False,,15,15,1.0,,,,,,5,idle,,,3,no,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_70,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_70,True,,15,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_71,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_71,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_72,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_72,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_73,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_73,True,,1,1,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_74,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_74,False,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_75,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_75,False,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_76,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_76,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,delight,,,17,idle,
event_1yearalready_07_77,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_77,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,delight,,,17,idle,
event_1yearalready_07_78,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_78,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,delight,,,17,idle,
event_1yearalready_07_79,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_79,True,,1,1,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,delight,,,17,idle,
event_1yearalready_07_80,130003,event_1yearalready_07,Narration,,,Locale_SubScenario:event_1yearalready_07_80,False,,black,black,1.0,,sfx_scn_ketchup,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_81,130003,event_1yearalready_07,Narration,,,Locale_SubScenario:event_1yearalready_07_81,False,,black,black,1.0,,sfx_scn_ketchuphard,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_82,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_82,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_83,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_83,True,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_84,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_84,False,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_85,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_85,False,,14,14,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,idle,,,17,idle,
event_1yearalready_07_86,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_86,True,,14,XS_150,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_87,130003,event_1yearalready_07,Narration,,,Locale_SubScenario:event_1yearalready_07_87,False,,XS_150,XS_150,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_88,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_88,True,,S_130,S_130,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_89,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_89,True,,170,170,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_90,130003,event_1yearalready_07,Choice,,,Locale_SubScenario:event_1yearalready_07_90,False,,170,170,1.0,,,,event_1yearalready_07_93,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_91,130003,event_1yearalready_07,Choice,,,Locale_SubScenario:event_1yearalready_07_91,False,,170,170,1.0,,,,event_1yearalready_07_93,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_92,130003,event_1yearalready_07,Choice,,,Locale_SubScenario:event_1yearalready_07_92,False,,170,170,1.0,,,,event_1yearalready_07_93,,5,idle,,,3,idle,,,1,idle,,13,idle,,,15,serious,,,17,idle,
event_1yearalready_07_93,130003,event_1yearalready_07,Speech,soda,soda,Locale_SubScenario:event_1yearalready_07_93,True,,13,13,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,idle,
event_1yearalready_07_94,130003,event_1yearalready_07,Speech,ade,ade,Locale_SubScenario:event_1yearalready_07_94,True,,13,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
event_1yearalready_07_95,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_95,True,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
event_1yearalready_07_96,130003,event_1yearalready_07,Self,,,Locale_SubScenario:event_1yearalready_07_96,False,,16,16,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
event_1yearalready_07_97,130003,event_1yearalready_07,Speech,cocoa,cocoa,Locale_SubScenario:event_1yearalready_07_97,True,,16,XS_150,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
event_1yearalready_07_98,130003,event_1yearalready_07,Speech,frima,frima,Locale_SubScenario:event_1yearalready_07_98,True,,1,1,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
event_1yearalready_07_99,130003,event_1yearalready_07,Monologue,,,Locale_SubScenario:event_1yearalready_07_99,False,,black,black,1.0,,,,,,5,idle,,,3,idle,,,1,idle,,13,think,,,15,idle,,,17,delight,
