id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_nyanyaparadise_05_s_16,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_16,True,,31,31,1.0,,nero,nero,,,,,,1,angry,,3,idle,,,,
event_nyanyaparadise_05_s_17,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_17,False,,31,31,1.0,,,,,,,,,1,angry,,3,idle,,,,
event_nyanyaparadise_05_s_18,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_18,True,,31,31,1.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_19,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_19,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_20,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_20,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_21,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_21,False,ToyShop,black,black,1.0,,,,sfx_scn_toyshopbell,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_22,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_22,False,,3,3,1.0,,,,,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_23,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_23,True,,3,3,1.0,,nero,nero,,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_24,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_24,True,,3,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,admi,1,idle,
event_nyanyaparadise_05_s_25,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_25,False,,31,31,1.0,,,,,,,,,13,idle,,3,idle,,1,idle,
event_nyanyaparadise_05_s_26,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_26,False,,31,31,1.0,,,,,,,,,13,idle,,3,idle,,1,idle,
event_nyanyaparadise_05_s_27,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_27,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,idle,
event_nyanyaparadise_05_s_28,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_28,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_29,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_29,True,,31,113,1.0,,ruru,ruru,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_30,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_30,True,,113,113,2.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_31,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_31,True,,113,113,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_32,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_32,False,,113,113,1.0,,,,,event_nyanyaparadise_05_s_34,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_33,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_33,False,,113,113,1.0,,,,,event_nyanyaparadise_05_s_37,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_34,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_34,False,,113,113,1.0,,ruru,ruru,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_35,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_35,False,,113,113,1.0,,,,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_36,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_36,True,,113,113,1.0,,nero,nero,,event_nyanyaparadise_05_s_37,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_37,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_37,True,,113,113,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_38,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_38,True,,113,113,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_39,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_39,True,,113,31,2.0,,nero,nero,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_40,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_40,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_41,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_41,True,,31,31,1.0,,nero,nero,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_42,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_42,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_43,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_43,False,,31,31,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_44,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_44,True,,31,31,1.0,,nero,nero,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_45,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_45,True,,31,31,1.0,,admi,admi,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_46,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_46,False,,31,113,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_47,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_47,False,,113,113,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_48,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_48,False,,113,113,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_49,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_49,False,,113,113,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_50,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_50,True,,113,113,1.0,,nero,nero,,,,,,13,sad,,3,idle,,1,delight,
event_nyanyaparadise_05_s_51,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_51,False,,113,113,1.0,,,,,event_nyanyaparadise_05_s_53,,,,13,sad,,3,idle,,1,delight,
event_nyanyaparadise_05_s_52,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_52,False,,113,113,1.0,,,,,event_nyanyaparadise_05_s_53,,,,13,sad,,3,idle,,1,delight,
event_nyanyaparadise_05_s_53,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_53,False,,113,XS_130,2.0,,ruru,ruru,,,,,,13,sad,,3,idle,,1,delight,
event_nyanyaparadise_05_s_54,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_54,False,,XS_130,XS_130,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_55,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_55,True,,XS_130,XS_130,1.0,,admi,admi,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_56,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_56,True,,XS_130,XS_1300,1.0,,ruru,ruru,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_57,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_57,False,,XS_1300,XS_1300,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_58,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_58,True,,XS_1300,XS_1300,1.0,,ruru,ruru,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_59,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_59,False,,XS_1300,XS_1300,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_60,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_60,True,,XS_1300,XS_1300,1.0,,nero,nero,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_61,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_61,False,,XS_1300,XS_1300,1.0,,,,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_62,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_62,False,,XS_1300,XS_1300,1.0,,,,,event_nyanyaparadise_05_s_64,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_63,40022,event_nyanyaparadise_05_s,Choice,Locale_SubScenario:event_nyanyaparadise_05_s_63,False,,XS_1300,XS_1300,1.0,,,,,event_nyanyaparadise_05_s_64,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_64,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_64,True,,XS_1300,31,2.0,,nero,nero,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_65,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_65,True,,31,31,1.0,,admi,admi,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_66,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_66,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_67,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_67,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_68,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_68,False,,31,31,1.0,,,,sfx_scn_sofasheet,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_69,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_69,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_70,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_70,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_71,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_71,True,,31,31,1.0,,ruru,ruru,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_72,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_72,True,,31,31,1.0,,ruru,ruru,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_73,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_73,True,,31,31,1.0,,nero,nero,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_74,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_74,True,,31,31,1.0,,nero,nero,,,,,,13,shy,,3,idle,,1,delight,
event_nyanyaparadise_05_s_75,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_75,True,,31,XS_10,2.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_76,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_76,True,,XS_10,XS_10,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_77,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_77,True,,XS_10,XS_10,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_78,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_78,False,,XS_10,XS_10,1.0,,,,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_79,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_79,True,,XS_10,31,2.0,,nero,nero,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_80,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_80,True,,31,31,1.0,,nero,nero,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_81,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_81,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_82,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_82,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_83,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_83,True,,31,31,1.0,,admi,admi,,,,,,13,idle,,3,idle,,1,delight,
event_nyanyaparadise_05_s_84,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_84,False,,31,31,1.0,,,,,,,,,13,idle,,3,idle,,1,delight,admi
event_nyanyaparadise_05_s_85,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_85,False,,31,L_30,2.0,,,,,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_86,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_86,True,,L_30,L_30,1.0,,nero,nero,,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_87,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_87,True,,L_30,L_30,1.0,,nero,nero,,,,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_88,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_88,False,SchoolCorridor,black,black,1.0,none,,,,,black,,,13,idle,,3,idle,,,,
event_nyanyaparadise_05_s_89,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_89,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,,,
event_nyanyaparadise_05_s_90,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_90,False,,L_30,L_30,1.0,bgm_story_languor,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_91,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_91,False,,L_30,31,2.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_92,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_92,False,,31,31,1.0,,,,,,,Low_2,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_93,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_93,False,,31,31,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_94,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_94,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_95,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_95,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_96,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_96,False,,31,13,0.7,,,,sfx_scn_poke,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_97,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_97,False,,13,13,1.0,,,,,,,,,13,delight,,3,idle,,,,
event_nyanyaparadise_05_s_98,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_98,False,,13,15,1.0,,,,sfx_scn_poke,,,,,13,delight,,3,idle,,,,
event_nyanyaparadise_05_s_99,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_99,False,,15,15,1.0,,,,,,,,,15,delight,,3,idle,,,,
event_nyanyaparadise_05_s_100,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_100,False,,15,15,1.0,,,,,,,,,15,delight,,3,idle,,,,
event_nyanyaparadise_05_s_101,40022,event_nyanyaparadise_05_s,Narration,Locale_SubScenario:event_nyanyaparadise_05_s_101,False,,black,black,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_102,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_102,False,,1,1,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_103,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_103,False,,1,XS_10,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_104,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_104,False,,XS_10,XS_10,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_105,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_105,True,,XS_10,XS_10,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_106,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_106,True,,XS_10,XS_100,1.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_107,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_107,True,,XS_100,XS_100,1.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_108,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_108,True,,XS_100,XS_100,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_109,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_109,False,,XS_100,31,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_110,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_110,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_111,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_111,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_112,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_112,True,,31,31,1.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_113,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_113,True,,31,31,1.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_114,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_114,False,,31,L_30,2.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_115,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_115,False,,L_30,L_30,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_116,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_116,True,,L_30,L_30,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_117,40022,event_nyanyaparadise_05_s,Self,Locale_SubScenario:event_nyanyaparadise_05_s_117,False,,L_30,L_30,1.0,,,,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_118,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_118,True,,L_30,L_30,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_119,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_119,True,,L_30,31,2.0,,ruru,ruru,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_120,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_120,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_121,40022,event_nyanyaparadise_05_s,Speech,Locale_SubScenario:event_nyanyaparadise_05_s_121,True,,31,31,1.0,,nero,nero,,,,,,1,delight,,3,idle,,,,
event_nyanyaparadise_05_s_122,40022,event_nyanyaparadise_05_s,Monologue,Locale_SubScenario:event_nyanyaparadise_05_s_122,False,,black,black,1.0,,,,,,,,,1,delight,,3,idle,,,,
