id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound
d_ex_redash_01_1_19,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_19,True,,3,angry,,5,idle,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_20,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_20,True,,3,angry,,5,idle,,3,30,0.5,,redhood,,
d_ex_redash_01_1_21,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_21,True,,3,angry,,5,no,,30,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_22,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_22,True,,3,angry,,5,no,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_23,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_23,True,,3,go,,5,no,,4,4,1.0,,redhood,,
d_ex_redash_01_1_24,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_24,True,,3,go,,5,angry,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_25,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_25,True,,3,go,,5,angry,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_26,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_26,True,,3,surprise_02,,5,angry,,4,4,1.0,,redhood,,
d_ex_redash_01_1_27,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_27,True,,3,surprise_02,,5,no,,4,5,1.0,,rapunzel_o,,
d_ex_redash_01_1_28,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_28,True,,3,surprise_02,,5,no,,5,5,1.0,,rapunzel_o,,
d_ex_redash_01_1_29,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_29,True,,3,surprise_02,,5,no,,5,5,1.0,,rapunzel_o,,
d_ex_redash_01_1_30,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_30,True,,3,sad_02,,5,no,,5,5,1.0,,redhood,,
d_ex_redash_01_1_31,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_31,True,,3,sad_02,,5,angry,,5,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_32,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_32,True,,3,sad_02,,5,angry,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_33,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_33,True,,3,sad_02,,5,angry,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_34,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_34,True,,3,angry,,5,angry,,L_50,30,1.0,,redhood,,
d_ex_redash_01_1_35,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_35,True,,3,angry,,5,angry,,30,30,1.0,,redhood,,
d_ex_redash_01_1_36,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_36,True,,3,angry,,5,angry,,30,30,1.0,,redhood,,
d_ex_redash_01_1_37,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_37,True,,3,angry,,5,angry,,30,30,1.0,,redhood,,
d_ex_redash_01_1_38,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_38,True,,3,angry,,5,idle,,5,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_39,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_39,True,,3,angry,,5,idle,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_40,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_40,True,,3,angry,,5,idle,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_41,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_41,True,,3,angry,,5,idle,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_42,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_42,True,,3,angry,,5,angry,,L_50,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_43,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_43,True,,3,angry,,5,angry,,L_500,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_44,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_44,True,,3,surprise_02,,5,angry,,30,300,0.5,,redhood,Low_2,
d_ex_redash_01_1_45,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_45,True,,3,surprise_02,,5,no,,L_500,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_46,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_46,True,,3,surprise_02,,5,no,,L_500,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_47,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_47,True,,3,surprise_02,,5,no,,L_500,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_48,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_48,True,,3,surprise_02,,5,no,,L_500,L_500,1.0,,rapunzel_o,,
d_ex_redash_01_1_49,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_49,True,,3,think,,5,no,,L_500,L_500,1.0,,redhood,,
d_ex_redash_01_1_50,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_50,True,,3,think,,5,sad,,L_500,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_51,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_51,True,,3,think,,5,sad,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_52,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_52,True,,3,think,,5,sad,,L_50,L_50,1.0,,rapunzel_o,,
d_ex_redash_01_1_53,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_53,True,,3,think,,5,sad,,30,30,1.0,,redhood,,
d_ex_redash_01_1_54,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_54,True,,3,think,,5,sad,,30,30,1.0,,redhood,,
d_ex_redash_01_1_55,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_55,True,,3,think,,5,sad,,30,30,1.0,,redhood,,
d_ex_redash_01_1_56,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_56,True,,3,smile_02,,5,sad,,30,30,1.0,,redhood,,
d_ex_redash_01_1_57,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_57,True,,3,smile_02,,5,smile,,30,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_58,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_58,True,,3,smile_02,,5,smile,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_59,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_59,True,,3,think,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_60,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_60,True,,3,think,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_61,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_61,True,,3,smile_02,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_62,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_62,True,,3,smile_02,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_63,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_63,True,,3,smile_02,,5,idle,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_64,80800,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_64,False,,3,smile_02,,5,idle,,4,4,1.0,,,,
d_ex_redash_01_1_65,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_65,True,,3,smile_02,,5,idle,,4,4,1.0,,redhood,,
d_ex_redash_01_1_66,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_66,True,,3,smile_02,,5,idle,,4,4,1.0,,redhood,,
d_ex_redash_01_1_67,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_67,True,,3,smile_02,,5,smile,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_68,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_68,True,,3,panic,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_69,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_69,True,,3,no,,5,smile,,4,4,1.0,,redhood,,
d_ex_redash_01_1_70,80800,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_70,False,,3,no,,5,smile,,4,4,1.0,,,,
d_ex_redash_01_1_71,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_71,True,,3,no,,5,idle,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_72,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_72,True,,3,no,,5,smile,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_73,80800,d_ex_redash_01_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_1_73,False,,3,no,,5,smile,,17,170,0.5,none,,,
d_ex_redash_01_1_74,80800,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_74,False,,3,no,,5,smile,,170,170,1.0,,,,
d_ex_redash_01_1_75,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_75,True,,3,shy_02,,5,idle,,30,300,0.5,bgm_story_languor,redhood,Low_2,
d_ex_redash_01_1_76,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_76,True,,3,shy_02,,5,idle,,300,300,1.0,,redhood,,
d_ex_redash_01_1_77,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_77,True,,3,shy_02,,5,surprise,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_78,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_78,True,,3,shy_02,,5,panic_01,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_79,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_79,True,,3,shy_02,,5,panic_01,,4,4,1.0,,redhood,,
d_ex_redash_01_1_80,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_80,True,,3,shy_02,,5,panic_01,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_81,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_81,True,,3,shy_02,,5,panic_01,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_82,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_82,True,,3,shy_02,,5,panic_01,,4,4,1.0,,redhood,,
d_ex_redash_01_1_83,80800,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_83,True,,3,shy_02,,5,panic_01,,4,4,1.0,,rapunzel_o,,
d_ex_redash_01_1_84,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_84,True,,3,shy_02,,5,panic_01,,30,30,1.0,,redhood,,
d_ex_redash_01_1_85,80800,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_85,True,,3,shy_02,,5,panic_01,,30,30,1.0,,redhood,Low_2,
d_ex_redash_01_1_86,80800,d_ex_redash_01_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_1_86,False,,3,go,,5,idle,,black,black,1.0,,,,sfx_scn_windowclack
