id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_footstepwalkrun2_04_s_11,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_11,True,,1300,1300,1.0,,,,,1,idle,,13,smile
event_footstepwalkrun2_04_s_12,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_12,False,,100,100,1.0,,,,,1,idle,,13,smile
event_footstepwalkrun2_04_s_13,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_13,True,,1300,1300,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_14,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_14,True,,1300,130,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_15,40066,event_footstepwalkrun2_04_s,Narration,,,Locale_MainScenario:event_footstepwalkrun2_04_s_15,False,SpaceElevator,black,black,1.0,,Vignetting,black,,1,idle,,13,idle
event_footstepwalkrun2_04_s_16,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_16,True,,1300,130,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_17,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_17,True,,130,130,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_18,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_18,False,,130,113,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_19,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_19,True,,113,113,1.0,,Vignetting,,,1,idle,,13,worry
event_footstepwalkrun2_04_s_20,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_20,True,,113,113,1.0,,Vignetting,,,1,idle,,13,worry
event_footstepwalkrun2_04_s_21,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_21,True,,113,13,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_22,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_22,True,,13,130,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_23,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_23,True,,130,130,1.0,,Vignetting,,,1,idle,,13,shy
event_footstepwalkrun2_04_s_24,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_24,True,,130,130,1.0,,Vignetting,,,1,idle,,13,shy
event_footstepwalkrun2_04_s_25,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_25,True,,10,10,1.0,,Vignetting,,,1,idle,,13,shy
event_footstepwalkrun2_04_s_26,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_26,False,,130,130,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_27,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_27,True,,130,1300,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_28,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_28,True,,100,100,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_29,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_29,True,,1300,130,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_30,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_30,True,,130,130,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_31,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_31,True,,130,113,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_32,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_32,False,,113,113,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_33,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_33,True,,113,113,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_34,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_34,True,,113,113,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_35,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_35,True,,113,113,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_36,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_36,True,,113,113,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_37,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_37,True,,113,113,1.0,,Vignetting,,,1,idle,,13,shy_02
event_footstepwalkrun2_04_s_38,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_38,False,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_39,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_39,True,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_40,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_40,True,,113,1,1.0,none,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_41,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_41,True,,1,1,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_42,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_42,True,,1,10,1.0,bgm_frostpillar,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_43,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_43,True,,10,10,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_44,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_44,True,,10,10,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_45,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_45,True,,10,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_46,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_46,True,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_47,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_47,True,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_48,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_48,True,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_49,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_49,False,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_50,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_50,True,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_51,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_51,True,,100,100,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_52,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_52,False,,100,10,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_53,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_53,True,,10,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_54,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_54,True,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_55,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_55,True,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_56,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_56,True,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_57,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_57,True,,113,113,1.0,,Vignetting,,,1,idle,,13,sad_02
event_footstepwalkrun2_04_s_58,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_58,True,,113,113,1.0,,Vignetting,,,1,idle,,13,no
event_footstepwalkrun2_04_s_59,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_59,True,,113,113,1.0,,Vignetting,,,1,idle,,13,no
event_footstepwalkrun2_04_s_60,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_60,False,,113,113,1.0,,Vignetting,,,1,idle,,13,think
event_footstepwalkrun2_04_s_61,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_61,True,,113,113,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_62,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_62,True,,113,113,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_63,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_63,True,,113,130,1.0,,Vignetting,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_64,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_64,True,,130,1300,0.7,,Vignetting,,,1,idle,,13,no
event_footstepwalkrun2_04_s_65,40066,event_footstepwalkrun2_04_s,Narration,,,Locale_MainScenario:event_footstepwalkrun2_04_s_65,False,WasteLand_03,black,black,1.0,,,black,,1,idle,,13,idle
event_footstepwalkrun2_04_s_66,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_66,True,,113,113,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_67,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_67,True,,113,113,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_68,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_68,True,,113,113,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_69,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_69,True,,113,113,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_70,40066,event_footstepwalkrun2_04_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_04_s_70,True,,113,113,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_71,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_71,True,,113,13,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_72,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_72,True,,13,130,1.0,,,,,1,idle,,13,idle
event_footstepwalkrun2_04_s_73,40066,event_footstepwalkrun2_04_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_04_s_73,True,,130,1300,0.7,,,,,1,idle,,13,idle
