id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,play_sound,characters/7/hide_char_id
event_ce006_1_03_s_25,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_25,True,,7,no,,5,surprise,,3,angry,,1,idle,,13,idle,,15,void,,130,130,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_26,40079,event_ce006_1_03_s,Self,rapi,,Locale_MainScenario:event_ce006_1_03_s_26,False,,7,no,,5,surprise,,3,angry,,1,idle,,13,idle,,15,void,,130,130,1.0,,,,,,,,,,,,,,,,,
event_ce006_1_03_s_27,40079,event_ce006_1_03_s,Monologue,rapi,,Locale_MainScenario:event_ce006_1_03_s_27,False,,7,no,,5,idle,,15,angry,,1,idle,,13,idle,,15,void,,black,black,1.0,,ce006_03,roam,rapi,neon,3,idle,,,,,,,,,,
event_ce006_1_03_s_28,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_28,True,,7,no,,5,idle,,,,,,,,,,,1,void,,5,50,1.3,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_29,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_29,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_30,40079,event_ce006_1_03_s,Self,ce006_npc_01,,Locale_MainScenario:event_ce006_1_03_s_30,False,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_31,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_31,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_32,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_32,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_33,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_33,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_34,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_34,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_35,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_35,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,50,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_36,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_36,True,,7,no,,5,idle,,,,,,,,,,,1,void,,50,4,1.3,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_37,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_37,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_38,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_38,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_39,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_39,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_40,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_40,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,angry,,,,,,,,,,
event_ce006_1_03_s_41,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_41,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,angry,,,,,,,,,,
event_ce006_1_03_s_42,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_42,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_43,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_43,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_44,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_44,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_45,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_45,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_46,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_46,True,,7,no,,5,idle,,,,,,,,,,,1,void,,4,4,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_47,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_47,True,,7,no,,5,idle,,,,,,,,,,,1,no,,4,2,1.3,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_48,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_48,True,,7,no,,5,idle,ce006_03,15,idle,,,,,,,,1,no,,15,15,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_49,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_49,True,,7,no,,5,idle,,15,idle,,,,,,,,1,no,,15,15,1.0,,,,,,3,idle,,,,,,,,,,
event_ce006_1_03_s_50,40079,event_ce006_1_03_s,Monologue,ce006_03,,Locale_MainScenario:event_ce006_1_03_s_50,False,,6,no,,8,idle,,4,idle,roam,2,idle,rapi,18,idle,,14,angry,,black,black,1.0,,,,,,16,idle,com,12,idle,black,,,,,,
event_ce006_1_03_s_51,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_51,True,,6,no,,8,idle,,4,idle,,2,idle,,18,idle,,14,angry,,140,140,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_52,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_52,True,,6,no,,8,idle,,4,idle,,2,idle,,18,idle,,14,angry,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_53,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_53,True,,6,no,,8,idle,,4,idle,,2,idle,,18,idle,,14,angry,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_54,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_54,True,,6,no,,8,idle,,4,idle,,2,idle,,18,idle,,14,no,,140,140,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_55,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_55,True,,6,no,,8,idle,,4,angry,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_56,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_56,True,,6,no,,8,idle,,4,angry,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_57,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_57,True,,6,no,,8,idle,,4,delight,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_58,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_58,True,,6,no,,8,idle,,4,delight,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_59,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_59,True,,6,no,,8,idle,,4,delight,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_60,40079,event_ce006_1_03_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_03_s_60,False,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,no,,3,3,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_61,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_61,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,13,13,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_62,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_62,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,17,17,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_63,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_63,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,12,120,1.3,none,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_64,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_64,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,120,120,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_65,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_65,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,120,120,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_66,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_66,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,120,120,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_67,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_67,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,120,120,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_68,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_68,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,15,15,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_69,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_69,True,,6,no,,8,idle,,4,think,,2,idle,,18,idle,,14,void,,15,15,1.0,,,,,,16,idle,,12,idle,,,,,,,
event_ce006_1_03_s_70,40079,event_ce006_1_03_s,Speech,roam,roam,Locale_MainScenario:event_ce006_1_03_s_70,True,,6,no,,8,idle,,4,think,,2,idle,,14,idle,,16,void,,20,20,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_71,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_71,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,15,15,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_72,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_72,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,120,120,1.0,bgm_enemyclose,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_73,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_73,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,120,120,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_74,40079,event_ce006_1_03_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_03_s_74,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,120,1,1.3,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_75,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_75,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,1,1,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_76,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_76,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,1,13,1.3,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_77,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_77,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,13,13,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_78,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_78,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,13,13,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_79,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_79,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,void,,17,17,1.0,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_80,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_80,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,delight,,17,17,1.0,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_81,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_81,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,angry,,12,120,0.7,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_82,40079,event_ce006_1_03_s,Speech,anis,anis,Locale_MainScenario:event_ce006_1_03_s_82,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,angry,,160,160,1.0,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_83,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_83,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,angry,,13,13,1.0,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_84,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_84,True,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,angry,,13,13,1.0,,,,,,18,worry,,12,idle,,,,,,,
event_ce006_1_03_s_85,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_85,False,,6,no,,2,idle,,8,think,,4,idle,,14,idle,,16,angry,,black,black,1.0,none,ce006_03,roam,rapi,,18,worry,,12,idle,,ce006_01,ce006_npc_01,anis,neon,,
event_ce006_1_03_s_86,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_86,False,,,,,,,,,,,,,,,,,,,,12,12,1.0,,,,,,,,,12,idle,,,,,,,
event_ce006_1_03_s_87,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_87,False,,,,,,,,,,,,,,,,,,,,12,12,1.0,,,,,,,,,12,idle,,,,,,,
event_ce006_1_03_s_88,40079,event_ce006_1_03_s,Speech,com,com,Locale_MainScenario:event_ce006_1_03_s_88,True,,,,,,,,,,,,,,,,,,,,12,120,1.3,bgm_emergency,,,,,,,,12,idle,,,,,,,
event_ce006_1_03_s_89,40079,event_ce006_1_03_s,Narration,com,,Locale_MainScenario:event_ce006_1_03_s_89,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,12,idle,,,,,,sfx_scn_metalchunk,
event_ce006_1_03_s_90,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_90,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,12,idle,,,,,,,com
event_ce006_1_03_s_91,40079,event_ce006_1_03_s,Monologue,com,,Locale_MainScenario:event_ce006_1_03_s_91,False,ce006_01,6,surprise,ce006_npc_01,2,idle,ce006_03,8,no,roam,4,idle,rapi,14,idle,anis,16,angry,,black,black,1.0,,,,,neon,18,idle,,,,,,,,,,
event_ce006_1_03_s_92,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_92,True,,6,surprise,,2,idle,,8,no,,4,idle,,14,angry,,16,angry,,14,140,0.7,,,,,,18,idle,,,,,,,,,,
event_ce006_1_03_s_93,40079,event_ce006_1_03_s,Narration,rapi,,Locale_MainScenario:event_ce006_1_03_s_93,False,,6,surprise,,2,idle,,8,no,,4,idle,,14,angry,,16,angry,,black,black,1.0,,,,,,18,idle,com,12,idle,,,,,,sfx_scn_missilelauncherfires,
event_ce006_1_03_s_94,40079,event_ce006_1_03_s,Monologue,rapi,,Locale_MainScenario:event_ce006_1_03_s_94,False,,6,surprise,,2,idle,,8,no,,4,idle,,14,angry,,16,angry,,black,black,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_95,40079,event_ce006_1_03_s,Monologue,rapi,,Locale_MainScenario:event_ce006_1_03_s_95,False,,6,surprise,,2,idle,,8,no,,4,idle,,14,angry,,16,angry,,black,black,1.0,,,,,,18,idle,,12,idle,,,,,,,
event_ce006_1_03_s_96,40079,event_ce006_1_03_s,Narration,rapi,,Locale_MainScenario:event_ce006_1_03_s_96,False,,6,surprise,,2,idle,,8,no,,4,idle,,14,angry,,18,angry,,black,black,1.0,,,,,,16,idle,,12,idle,,,,,,sfx_scn_explosions,com
event_ce006_1_03_s_97,40079,event_ce006_1_03_s,Speech,neon,neon,Locale_MainScenario:event_ce006_1_03_s_97,True,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,S_160,S_160,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_98,40079,event_ce006_1_03_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_03_s_98,True,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,60,60,1.0,,,,,,16,worry,,,,,,,,,,
event_ce006_1_03_s_99,40079,event_ce006_1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_03_s_99,True,,6,surprise,,2,idle,,8,surprise,,4,idle,,14,angry,,18,angry,,15,15,1.0,,,,,,16,worry,,,,,,,,,,
