id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_lastkingdom1_01_e_11,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_11,True,,13,13,1.0,,,,,1,idle,,,3,idle,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_12,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_12,True,,13,1315,1.0,,,,,1,idle,,,3,idle,,,,,,13,idle,,,15,delight,
event_lastkingdom1_01_e_13,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_13,True,,1315,1315,1.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,delight,
event_lastkingdom1_01_e_14,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_14,False,,1315,31,2.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,delight,
event_lastkingdom1_01_e_15,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_15,True,,31,31,1.0,,,,,1,idle,,,3,idle,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_16,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_16,False,,1315,1315,1.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_17,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_17,False,,1315,1315,1.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_18,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_18,True,,S_300,S_300,1.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_19,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_19,True,,XXS_1500,XXS_1500,1.0,,,,,1,idle,,,3,idle,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_20,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_20,True,,S_300,S_300,1.0,,,,,1,idle,,,3,delight,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_21,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_21,False,,S_300,S_300,1.0,,sfx_scn_putdown,,,1,idle,,,3,delight,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_22,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_22,False,,S_300,S_30,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,sad,
event_lastkingdom1_01_e_23,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_23,False,,S_30,S_30,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,sad,
event_lastkingdom1_01_e_24,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_24,True,,S_30,S_30,1.0,,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_25,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_25,True,,S_30,S_30,1.0,,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_26,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_26,True,,S_30,31,1.0,,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_27,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_27,True,,31,31,1.0,,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_28,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_28,True,,31,31,1.0,,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_29,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_29,True,,31,31,1.0,none,,,,1,idle,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_30,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_30,True,,31,31,1.0,bgm_story_boing,,,,1,idle,,,3,no,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_31,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_31,False,,1315,1315,1.0,,,,,1,idle,,,3,no,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_32,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_32,False,,1315,1315,1.0,,,,,1,idle,,,3,no,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_33,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_33,True,,1315,31,2.0,,,,,1,idle,,,3,no,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_34,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_34,True,,31,31,1.0,,,,,1,delight,,,3,no,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_35,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_35,True,,31,31,1.0,,,,,1,delight,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_36,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_36,False,,black,black,1.0,,sfx_scn_chewingoddfood,,,1,delight,,,3,smile,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_37,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_37,False,,3,S_30,1.0,,,,,1,idle,,,3,idle,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_38,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_38,True,,S_30,S_30,1.0,,,,,1,idle,,,3,idle,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_39,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_39,True,,S_30,S_300,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_40,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_40,True,,S_300,S_300,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_41,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_41,True,,S_300,S_30,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_42,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_42,True,,S_30,S_30,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_43,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_43,True,,S_30,S_30,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_44,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_44,True,,S_30,S_300,1.0,,,,,1,idle,,,3,surprise,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_45,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_45,False,,S_300,S_30,0.5,,,,,1,idle,,,3,no,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_46,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_46,False,,black,black,1.0,,sfx_scn_tablehit,,,1,idle,,,3,no,,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_47,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_47,False,,black,black,1.0,,,,,1,idle,,,3,no,kilo,,,,,13,idle,,,15,idle,
event_lastkingdom1_01_e_48,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_48,True,,1315,1315,1.0,,,,,1,idle,,,,,,,,,,13,idle,,,15,void,
event_lastkingdom1_01_e_49,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_49,False,,1315,1315,1.0,,,,,1,idle,,,,,,,,,,13,idle,,,15,void,
event_lastkingdom1_01_e_50,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_50,True,,1315,113,1.0,,,,,1,surprise,,,,,,,,,,13,idle,,,15,void,
event_lastkingdom1_01_e_51,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_51,True,,113,113,1.0,,,,,1,surprise,,,,,,,,,,13,idle,,,15,void,
event_lastkingdom1_01_e_52,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_52,True,,113,1315,1.0,,,,,1,idle,,,,,,,,,,13,idle,,,15,sad,
event_lastkingdom1_01_e_53,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_53,True,,1315,1315,1.0,,,,,1,idle,,,,,,,,,,13,idle,,,15,sad,
event_lastkingdom1_01_e_54,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_54,True,,1315,1315,1.0,,,,,1,idle,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_55,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_55,True,,100,100,1.0,,,,,1,idle,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_56,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_56,False,,1300,1300,1.0,,,,,1,idle,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_57,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_57,False,,XXS_1500,XXS_1500,1.0,,,,,1,idle,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_58,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_58,True,,100,10,1.0,,,,,1,delight,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_59,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_59,True,,10,1315,1.0,,,,,1,delight,,,,,,,,,,13,delight,,,15,sad,
event_lastkingdom1_01_e_60,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_60,True,,1315,1315,1.0,,,,,1,delight,,,,,,,,,,13,delight,,,15,delight,
event_lastkingdom1_01_e_61,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_61,True,,1315,1315,1.0,,,,,1,delight,,,,,,,,,,13,delight,,,15,delight,
event_lastkingdom1_01_e_62,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_62,True,,1315,1,1.0,,,,,1,idle,,,,,,,,,,13,delight,,,15,delight,
event_lastkingdom1_01_e_63,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_63,True,,1,10,1.0,,,,,1,delight,,,,,,,,,,13,delight,,,15,delight,
event_lastkingdom1_01_e_64,40045,event_lastkingdom1_01_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_e_64,False,,10,130,1.0,,,,,1,delight,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_65,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_65,False,,130,XXS_150,1.0,,,,,1,delight,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_66,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_66,False,,10,100,1.0,,,,,1,delight,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_67,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_67,False,,XXS_1500,XXS_1500,1.0,,,,,1,delight,,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_68,40045,event_lastkingdom1_01_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_e_68,False,,XXS_1500,XXS_150,1.0,none,,,,1,delight,marian_q,,,,,,,,,13,think,,,15,sad,
event_lastkingdom1_01_e_69,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_69,True,Crowncastlebedroom_n,3,S_300,1.0,,,black,,,,,kilo,3,no,,talos,5,idle,,13,think,crown,,15,sad,chime
event_lastkingdom1_01_e_70,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_70,True,,S_300,S_300,1.0,,,,,,,,,3,no,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_71,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_71,False,,S_300,S_100,1.0,,,,,,,,,3,no,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_72,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_72,True,,S_100,S_300,1.0,,,,,,,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_73,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_73,True,,S_300,S_300,1.0,,,,,,,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_74,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_74,True,,S_300,S_30,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_75,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_75,False,,black,black,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_76,40045,event_lastkingdom1_01_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_e_76,False,,black,black,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_77,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_77,True,,3,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_78,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_78,True,,53,53,1.0,,sfx_scn_mechawakeup,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_79,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_79,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_80,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_80,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_81,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_81,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_82,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_82,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_83,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_83,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_84,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_84,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_85,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_85,True,,53,53,1.0,bgm_enemyclose,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_86,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_86,True,,53,S_30,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_87,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_87,True,,S_30,S_300,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_88,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_88,True,,S_300,S_300,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_89,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_89,True,,S_300,S_300,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_90,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_90,True,,S_300,50,1.0,,,,,,,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_91,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_91,True,,50,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_92,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_92,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_93,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_93,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_94,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_94,True,,53,53,1.0,,,,,,,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_95,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_95,True,,53,31,1.0,none,,,marian_q,1,idle,,,3,think,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_96,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_96,True,,31,31,1.0,event_bgm_lastkingdom_noblemeals,,,,1,idle,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_97,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_97,True,,31,31,1.0,,,,,1,surprise,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_98,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_98,True,,31,31,1.0,,,,,1,surprise,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_99,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_99,True,,31,31,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_100,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_100,True,,31,31,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_101,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_101,True,,31,10,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_102,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_102,True,,10,10,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_103,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_103,True,,10,10,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_104,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_104,True,,10,10,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_105,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_105,True,,10,100,1.0,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_106,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_106,True,,100,100,1.0,,,,,1,void,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_107,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_107,True,,100,100,1.0,,,,,1,void,,,3,idle,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_108,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_108,False,,100,100,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_109,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_109,True,,100,10,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_110,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_110,True,,10,10,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_111,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_111,False,,10,31,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_112,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_112,True,,31,53,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_113,40045,event_lastkingdom1_01_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_e_113,True,,53,53,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_114,40045,event_lastkingdom1_01_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_e_114,True,,53,53,1.0,,,,,1,void,,,3,surprise,,,5,idle,,,,,,,,
event_lastkingdom1_01_e_115,40045,event_lastkingdom1_01_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_01_e_115,True,,53,31,1.0,,,,,1,idle,,,3,surprise,,,5,idle,,,,,,,,
