id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,set_filter_01,fade,jump_target,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_02,characters/2/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_killthelord_06_e_29,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_29,False,,13,special,,black,black,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_30,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_30,False,,13,special,,black,black,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_31,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_31,True,,13,void,,130,130,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_32,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_32,True,,13,void,,130,130,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_33,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_33,False,,13,void,,130,20,1.0,,kamila,,,,,sfx_scn_blanket,Low_2,,,,,,,,,
event_killthelord_06_e_34,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_34,False,,13,void,,20,20,1.0,,kamila,,,,,,,,,,,,,,,
event_killthelord_06_e_35,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_35,False,,13,void,,20,20,1.0,,kamila,,,,,,,,,,,,,,,
event_killthelord_06_e_36,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_36,False,,13,void,,20,20,1.0,,kamila,,,,,,,,,,,,,,,
event_killthelord_06_e_37,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_37,False,,13,void,,20,20,1.0,,kamila,,,,,,Low_2,,,,,,,,,
event_killthelord_06_e_38,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_38,False,,13,void,,20,200,0.6,,kamila,,,,,,Low_1,,,,,,,,,
event_killthelord_06_e_39,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_39,False,,13,void,,black,black,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_40,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_40,False,,13,void,,black,black,1.0,none,,d_w,,,,,,,,,,,,,,
event_killthelord_06_e_41,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_41,False,,,,CommanderRoom,1,1,1.0,bgm_intotheswarm,,,,black,,,,,,,,,,,,
event_killthelord_06_e_42,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_42,False,,,,,1,10,1.0,,,,,,,sfx_scn_paperopen,,,,,,,,,,
event_killthelord_06_e_43,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_43,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_44,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_44,False,,,,,10,10,1.0,,,,,,,sfx_scn_paperopen,,,,,,,,,,
event_killthelord_06_e_45,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_45,False,,,,Corridor,10,10,1.0,,,,Grey,,,,,fancyfemale,1,idle,Blur_Low,,,,,
event_killthelord_06_e_46,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_46,False,,,,,10,10,1.0,,,,Grey,,,sfx_scn_bookclose,,,1,idle,Blur_Low,,,,,
event_killthelord_06_e_47,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_47,False,,,,Restaurant,10,10,1.0,,,,Grey,,,,,,1,idle,Blur_Low,fancyfemale,,,,
event_killthelord_06_e_48,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_48,False,,,,,10,10,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_49,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_49,False,,,,,10,1,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_50,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_50,False,,,,,1,1,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_51,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_51,False,,,,,1,1,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_52,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_52,False,,,,,1,1,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_53,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_53,False,,,,Hotel,black,black,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_54,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_54,False,,,,,10,10,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_55,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_55,False,,,,,10,10,1.0,,,,Grey,,,,,,,,Blur_Low,,,,,
event_killthelord_06_e_56,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_56,False,,,,CommanderRoom,black,black,1.0,,,,Grey,,,,,,,,Blur_Low,,d,1,idle,
event_killthelord_06_e_57,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_57,True,,,,,10,10,1.0,,d,,,white,,,,,,,,,,1,idle,
event_killthelord_06_e_58,40043,event_killthelord_06_e,Self,d,Locale_SubScenario:event_killthelord_06_e_58,False,,,,,10,10,1.0,,,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_59,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_59,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_60,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_60,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_61,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_61,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_62,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_62,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_63,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_63,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_64,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_64,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_65,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_65,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_66,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_66,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_67,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_67,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_68,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_68,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_69,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_69,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_70,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_70,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,angry,
event_killthelord_06_e_71,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_71,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,angry,
event_killthelord_06_e_72,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_72,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_73,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_73,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_74,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_74,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_75,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_75,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_76,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_76,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_77,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_77,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_78,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_78,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_79,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_79,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_80,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_80,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_81,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_81,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_82,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_82,True,,,,,10,10,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_83,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_83,True,,,,,10,1,1.0,,d,,,,,,,,,,,,,1,think,
event_killthelord_06_e_84,40043,event_killthelord_06_e,Speech,d,Locale_SubScenario:event_killthelord_06_e_84,True,,,,,1,1,1.0,,d,,,,,,,,,,,,,1,idle,
event_killthelord_06_e_85,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_85,False,,,,,1,1,1.0,,,,,,,sfx_scn_autodooropen,,,,,,,,1,idle,d
event_killthelord_06_e_86,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_86,False,,,,,black,black,1.0,,,,,,event_killthelord_06_e_158,,,,,,,,,,,
event_killthelord_06_e_87,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_87,True,d_w,13,special,,130,130,1.0,none,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_88,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_88,True,,13,special,,130,130,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_89,40043,event_killthelord_06_e,Narration,d_w,Locale_SubScenario:event_killthelord_06_e_89,False,,13,special,,black,black,1.0,bgm_floraltribute,,,,,,sfx_scn_hit,Low_2,,,,,,,,,
event_killthelord_06_e_90,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_90,False,,13,special,,black,black,1.0,,kamila,,,,,,,,,,,,,,,
event_killthelord_06_e_91,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_91,False,,13,special,,130,130,1.0,,,,,,,sfx_scn_bodyfall_down,,,,,,,,,,
event_killthelord_06_e_92,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_92,True,,13,special,,130,13,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_93,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_93,False,,13,special,,13,13,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_94,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_94,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_95,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_95,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_96,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_96,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_97,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_97,False,,13,special,,13,13,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_98,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_98,False,,13,special,,13,100,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_99,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_99,False,,13,special,,100,100,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_100,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_100,False,,13,think,,100,100,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_101,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_101,True,,13,think,,100,130,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_102,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_102,True,,13,special,,130,13,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_103,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_103,False,,13,special,Park,10,10,1.0,none,,d_w,,black,,,,,,,,,,,,
event_killthelord_06_e_104,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_104,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_105,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_105,False,,,,,10,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_106,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_106,False,,,,,1,1,1.0,bgm_recognition_underworld,,,,,,sfx_scn_paperopen,,,,,,,,,,
event_killthelord_06_e_107,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_107,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_108,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_108,False,,,,,1,1,1.0,,,,,,,sfx_scn_paperopen,,,,,,,,,,
event_killthelord_06_e_109,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_109,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_110,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_110,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_111,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_111,False,,,,,1,1,1.0,,,,,,,sfx_scn_bookclose,,,,,,,,,,
event_killthelord_06_e_112,40043,event_killthelord_06_e,Speech,oldman,Locale_SubScenario:event_killthelord_06_e_112,True,,,,,1,15,1.0,,oldman,,,,,,,,,,,,,,,
event_killthelord_06_e_113,40043,event_killthelord_06_e,Speech,littlegirl,Locale_SubScenario:event_killthelord_06_e_113,True,,,,,15,15,1.0,,littlegirl,,,,,,,,,,,,,,,
event_killthelord_06_e_114,40043,event_killthelord_06_e,Speech,littlegirl,Locale_SubScenario:event_killthelord_06_e_114,True,,,,,15,15,1.0,,littlegirl,,,,,,,,,,,,,,,
event_killthelord_06_e_115,40043,event_killthelord_06_e,Speech,oldman,Locale_SubScenario:event_killthelord_06_e_115,True,,,,,15,15,1.0,,oldman,,,,,,,,,,,,,,,
event_killthelord_06_e_116,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_116,False,,,,,15,15,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_117,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_117,False,,,,,15,150,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_118,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_118,False,,,,,150,150,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_119,40043,event_killthelord_06_e,Monologue,,Locale_SubScenario:event_killthelord_06_e_119,False,,,,,150,150,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_120,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_120,True,d_w,1,idle,,150,1,1.0,,d_w,,,,,sfx_scn_heelfootstep,,,,,,,,,,
event_killthelord_06_e_121,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_121,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_122,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_122,True,,1,good,,1,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_123,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_123,True,,1,good,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_124,40043,event_killthelord_06_e,Choice,d_w,Locale_SubScenario:event_killthelord_06_e_124,False,,1,good,,10,10,1.0,,,,,,event_killthelord_06_e_126,,,,,,,,,,,
event_killthelord_06_e_125,40043,event_killthelord_06_e,Choice,d_w,Locale_SubScenario:event_killthelord_06_e_125,False,,1,good,,10,10,1.0,,,,,,event_killthelord_06_e_128,,,,,,,,,,,
event_killthelord_06_e_126,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_126,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_127,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_127,True,,1,special,,10,10,1.0,,d_w,,,,event_killthelord_06_e_130,,,,,,,,,,,
event_killthelord_06_e_128,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_128,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_129,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_129,True,,1,special,,10,10,1.0,,d_w,,,,event_killthelord_06_e_130,,,,,,,,,,,
event_killthelord_06_e_130,40043,event_killthelord_06_e,Monologue,d_w,Locale_SubScenario:event_killthelord_06_e_130,False,,1,special,,10,10,1.0,,,,,,,sfx_scn_blanketsit,,,,,,,,,,
event_killthelord_06_e_131,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_131,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_132,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_132,False,,1,special,,10,10,1.0,none,,,,,,,,,,,,,,,,
event_killthelord_06_e_133,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_133,False,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_134,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_134,True,,1,special,,10,10,1.0,bgm_story_weare,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_135,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_135,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_136,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_136,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_137,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_137,False,,1,special,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_138,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_138,False,,1,special,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_139,40043,event_killthelord_06_e,Self,d_w,Locale_SubScenario:event_killthelord_06_e_139,False,,1,special,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_06_e_140,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_140,True,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_141,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_141,True,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_06_e_142,40043,event_killthelord_06_e,Speech,d_w,Locale_SubScenario:event_killthelord_06_e_142,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
