id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake
event_lastkingdom2_06_s_37,40046,event_lastkingdom2_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_06_s_37,False,,1,special,,3,void,,5,angry_03,,L_10,30,1.0,,,,,,
event_lastkingdom2_06_s_38,40046,event_lastkingdom2_06_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_s_38,True,,1,special,,3,void,,5,angry_03,,30,XXS_50,1.0,,,,,,
event_lastkingdom2_06_s_39,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_39,True,,1,special,,3,void,,5,angry_03,,L_10,L_10,1.0,,,,,,
event_lastkingdom2_06_s_40,40046,event_lastkingdom2_06_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_s_40,False,,1,special,,3,void,,5,angry_03,,XXS_50,XXS_50,1.0,,,,,,
event_lastkingdom2_06_s_41,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_41,True,,1,special,,3,void,,5,angry_03,,L_10,L_10,1.0,,,,,,
event_lastkingdom2_06_s_42,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_42,True,,1,special,,3,void,,5,angry_03,,L_10,L_10,1.0,,,,,,
event_lastkingdom2_06_s_43,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_43,True,,1,special,,3,void,,5,angry_03,,L_10,1,1.0,,,,,,
event_lastkingdom2_06_s_44,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_44,True,,1,idle,,3,void,,5,angry_03,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_45,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_45,False,,1,idle,,3,void,,5,angry_03,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_46,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_46,False,,1,idle,,3,void,,5,angry_03,,1,1,1.0,,sfx_scn_earthquake,,,,
event_lastkingdom2_06_s_47,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_47,True,,1,idle,,3,void,,5,angry_03,,1,L_10,1.0,none,,,,,
event_lastkingdom2_06_s_48,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_48,False,,1,idle,,3,void,,5,angry_03,EventScene_lastkingdom_06_3,black,black,1.0,event_bgm_lastkingdom_tothelast,,indivilia,marian_q,chime,
event_lastkingdom2_06_s_49,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_49,True,,,,,,,,,,,1,10,1.0,,,,,,
event_lastkingdom2_06_s_50,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_50,False,,,,,,,,,,,10,10,1.0,,sfx_scn_crownspearsmash,,,,Low_2
event_lastkingdom2_06_s_51,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_51,True,,,,,,,,,,,10,10,1.0,,,,,,
event_lastkingdom2_06_s_52,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_52,False,,,,,,,,,,,10,10,1.0,,,,,,
event_lastkingdom2_06_s_53,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_53,False,,,,,,,,,,,10,10,1.0,,sfx_scn_rollingground,,,,
event_lastkingdom2_06_s_54,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_54,True,,,,,,,,,,,10,10,1.0,,,,,,
event_lastkingdom2_06_s_55,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_55,True,,,,,,,,,,,10,1,1.0,,,,,,
event_lastkingdom2_06_s_56,40046,event_lastkingdom2_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_s_56,True,,,,,,,,,,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_57,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_57,True,,,,,,,,,,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_58,40046,event_lastkingdom2_06_s,Narration,indivilia,,Locale_MainScenario:event_lastkingdom2_06_s_58,False,,,,,,,,,,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_59,40046,event_lastkingdom2_06_s,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom2_06_s_59,True,,,,,,,,,,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_60,40046,event_lastkingdom2_06_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_06_s_60,True,,,,,,,,,,,1,1,1.0,,,,,,
event_lastkingdom2_06_s_61,40046,event_lastkingdom2_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_06_s_61,True,,,,,,,,,,,1,1,1.0,,,,,,
