id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,play_sound
event_ltk_02_e_25,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_25,True,,20,20,1.0,,k,,2,idle,,12,surprise,,
event_ltk_02_e_26,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_26,True,,20,20,1.0,,d,,2,idle,,12,surprise,,
event_ltk_02_e_27,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_27,True,,20,S_120,2.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_28,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_28,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_29,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_29,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_30,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_30,False,,S_120,S_120,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_31,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_31,True,,S_120,S_1200,1.0,,k,,2,idle,,12,angry,,
event_ltk_02_e_32,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_32,False,,S_1200,S_1200,1.0,,,,2,idle,,12,angry,,
event_ltk_02_e_33,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_33,True,,S_1200,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_34,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_34,True,,S_120,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_35,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_35,True,,S_120,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_36,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_36,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_37,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_37,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_38,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_38,True,,S_120,12,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_39,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_39,True,,12,12,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_40,40012,event_ltk_02_e,Monologue,Monologue,Locale_SubScenario:event_ltk_02_e_40,False,,12,16,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_41,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_41,False,,16,16,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_42,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_42,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_43,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_43,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_44,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_44,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_45,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_45,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_46,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_46,False,,S_120,S_120,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_47,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_47,True,,S_120,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_48,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_48,True,,S_120,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_49,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_49,True,,S_120,S_120,1.0,,k,,2,idle,,12,think,,
event_ltk_02_e_50,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_50,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_51,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_51,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_52,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_52,True,,S_120,S_120,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_53,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_53,True,,S_120,1,1.0,,d,,2,idle,,12,idle,,
event_ltk_02_e_54,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_54,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_55,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_55,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_56,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_56,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_57,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_57,False,,1,1,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_58,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_58,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_59,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_59,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_60,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_60,True,,1,1,1.0,,k,,2,idle,,12,idle,,
event_ltk_02_e_61,40012,event_ltk_02_e,Narration,Narration,Locale_SubScenario:event_ltk_02_e_61,False,,black,black,1.0,,,,2,idle,,12,idle,,sfx_scn_electricshock
event_ltk_02_e_62,40012,event_ltk_02_e,Monologue,Monologue,Locale_SubScenario:event_ltk_02_e_62,False,,1,S_120,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_63,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_63,True,,S_120,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_64,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_64,True,,S_120,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_65,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_65,True,,S_120,20,0.5,,d,,2,angry,,12,delight,,
event_ltk_02_e_66,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_66,True,,20,S_120,0.5,,k,,2,angry,,12,surprise,,
event_ltk_02_e_67,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_67,True,,20,200,1.0,,d,,2,angry,,12,surprise,,
event_ltk_02_e_68,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_68,True,,200,200,1.0,,d,,2,angry,,12,surprise,,
event_ltk_02_e_69,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_69,True,,1,1,1.0,,k,,2,angry,,12,surprise,,
event_ltk_02_e_70,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_70,True,,1,1,1.0,,k,,2,idle,,12,surprise,,
event_ltk_02_e_71,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_71,False,,1,1,1.0,,,,2,idle,,12,surprise,,
event_ltk_02_e_72,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_72,True,,1,S_120,2.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_73,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_73,True,,S_120,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_74,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_74,True,,S_120,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_75,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_75,True,,S_120,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_76,40012,event_ltk_02_e,Narration,Narration,Locale_SubScenario:event_ltk_02_e_76,False,,black,black,1.0,,,,2,idle,,12,delight,,sfx_scn_electricshock
event_ltk_02_e_77,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_77,True,,S_120,S_1200,1.0,,k,,2,idle,,12,angry,,
event_ltk_02_e_78,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_78,True,,S_1200,S_1200,1.0,,k,,2,idle,,12,angry,,
event_ltk_02_e_79,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_79,True,,S_1200,S_1200,1.0,,k,,2,idle,,12,angry,,
event_ltk_02_e_80,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_80,True,,S_1200,S_1200,1.0,,k,,2,idle,,12,angry,,
event_ltk_02_e_81,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_81,True,,S_1200,S_1200,1.0,,k,,2,idle,,12,good,,
event_ltk_02_e_82,40012,event_ltk_02_e,Narration,Narration,Locale_SubScenario:event_ltk_02_e_82,False,,black,black,1.0,,,,2,idle,,12,good,,sfx_scn_electricshock
event_ltk_02_e_83,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_83,True,,S_1200,S_120,1.0,,k,,2,idle,,12,delight,,
event_ltk_02_e_84,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_84,True,,20,20,1.0,,d,,2,think,,12,delight,,
event_ltk_02_e_85,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_85,True,,20,S_120,0.5,,k,,2,think,,12,surprise,,
event_ltk_02_e_86,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_86,True,,S_120,2,1.0,,d,,2,idle,,12,surprise,,
event_ltk_02_e_87,40012,event_ltk_02_e,Speech,d,Locale_SubScenario:event_ltk_02_e_87,True,,2,2,1.0,,d,,2,idle,,12,idle,,
event_ltk_02_e_88,40012,event_ltk_02_e,Self,Self,Locale_SubScenario:event_ltk_02_e_88,False,,2,2,1.0,,,,2,idle,,12,idle,,
event_ltk_02_e_89,40012,event_ltk_02_e,Speech,k,Locale_SubScenario:event_ltk_02_e_89,True,,2,1,1.0,,k,,2,idle,,12,idle,,
