id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_noirblanc_04_16,80903,snowfall_speech_noirblanc_04,Self,Locale_SubScenario:snowfall_speech_noirblanc_04_16,False,,L_130,L_130,1.0,,,,,blanc_c,,,,,,,,,
snowfall_speech_noirblanc_04_17,80903,snowfall_speech_noirblanc_04,Narration,Locale_SubScenario:snowfall_speech_noirblanc_04_17,False,,L_130,12,1.0,,,,,blanc_c,,sfx_scn_slidingdoor,,noir_c,1,surprise,blanc_c,13,idle
snowfall_speech_noirblanc_04_18,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_18,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_19,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_19,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,delight
snowfall_speech_noirblanc_04_20,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_20,True,,12,12,1.0,,,,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_21,80903,snowfall_speech_noirblanc_04,Choice,Locale_SubScenario:snowfall_speech_noirblanc_04_21,False,,12,12,1.0,,,snowfall_speech_noirblanc_04_23,,noir_c,,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_22,80903,snowfall_speech_noirblanc_04,Choice,Locale_SubScenario:snowfall_speech_noirblanc_04_22,False,,12,12,1.0,,,snowfall_speech_noirblanc_04_28,,noir_c,,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_23,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_23,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_24,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_24,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_25,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_25,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_26,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_26,True,,12,12,1.0,,,,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_27,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_27,True,,12,12,1.0,,,snowfall_speech_noirblanc_04_34,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_28,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_28,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_29,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_29,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_30,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_30,True,,12,12,1.0,,,,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_31,80903,snowfall_speech_noirblanc_04,Self,Locale_SubScenario:snowfall_speech_noirblanc_04_31,False,,12,12,1.0,,,,,noir_c,,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_32,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_32,True,,12,12,1.0,,,,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_33,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_33,True,,12,12,1.0,,,snowfall_speech_noirblanc_04_34,,noir_c,noir_c,,,,1,surprise,,13,idle
snowfall_speech_noirblanc_04_34,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_34,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,no
snowfall_speech_noirblanc_04_35,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_35,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,surprise,,13,no
snowfall_speech_noirblanc_04_36,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_36,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,delight,,13,shy
snowfall_speech_noirblanc_04_37,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_37,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,idle,,13,shy
snowfall_speech_noirblanc_04_38,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_38,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_04_39,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_39,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_04_40,80903,snowfall_speech_noirblanc_04,Speech,Locale_SubScenario:snowfall_speech_noirblanc_04_40,True,,12,12,1.0,,,,,blanc_c,blanc_c,,,,1,idle,,13,idle
snowfall_speech_noirblanc_04_41,80903,snowfall_speech_noirblanc_04,Narration,Locale_SubScenario:snowfall_speech_noirblanc_04_41,False,,black,black,1.0,,,,,blanc_c,,,,,1,idle,,13,idle
