id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_seayouagain1_05_s_44,40024,event_seayouagain1_05_s,Monologue,Locale_MainScenario:event_seayouagain1_05_s_44,False,,1,angry,,13,angry,,15,no,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_45,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_45,True,,1,void,,13,angry,,15,no,,12,XS_10,1.0,,,anis_s,anis_s,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_46,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_46,True,,1,worry,,13,angry,,15,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_47,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_47,True,,1,worry,,13,angry,,15,no,,XS_10,7,1.0,,none,rapi_s,rapi_s,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_48,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_48,True,,1,worry,,13,angry,,15,no,,7,7,1.0,,,rapi_s,rapi_s,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_49,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_49,True,,1,worry,,13,angry,,15,no,,7,7,1.0,,,neon_s,neon_s,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_50,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_50,False,,1,void,,13,angry,,15,no,,7,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_05_s_51,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_51,False,,1,void,,13,angry,,15,no,,7,70,1.0,,bgm_story_fairytalesend_if,rapi_s,rapi_s,,,,,neon_s,19,surprise,rapi_s,7,angry,pepper_s,5,surprise,mary_s,3,surprise,yan_s,17,etc,
event_seayouagain1_05_s_52,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_52,True,,1,void,,13,angry,,15,no,,70,70,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,angry,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_53,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_53,True,,1,void,,13,angry,,15,no,,70,4,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,angry,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_54,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_54,True,,1,void,,13,angry,,15,no,,4,4,1.0,,,pepper_s,pepper_s,,,,,,19,surprise,,7,angry,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_55,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_55,True,,1,void,,13,angry,,15,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,angry,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_56,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_56,True,,1,void,,13,angry,,15,no,,70,70,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_57,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_57,True,,1,void,,13,angry,,15,no,,18,18,1.0,,,yan_s,yan_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_58,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_58,True,,1,void,,13,angry,,15,no,,18,18,1.0,,,yan_s,yan_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_59,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_59,True,,1,void,,13,angry,,15,no,,18,18,1.0,,,neon_s,neon_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_60,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_60,True,,1,void,,13,angry,,15,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_61,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_61,True,,1,void,,13,angry,,15,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_62,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_62,True,,1,void,,13,angry,,15,no,,7,7,1.0,,,rapi_s,rapi_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_63,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_63,True,,1,void,,13,idle,,15,no,,12,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_64,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_64,True,,1,void,,13,idle,,15,no,,12,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_65,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_65,True,,1,void,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_66,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_66,True,,1,worry,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_67,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_67,True,,1,worry,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,surprise,,17,etc,
event_seayouagain1_05_s_68,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_68,True,,1,worry,,13,idle,,15,no,,12,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_69,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_69,True,,1,angry,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_70,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_70,True,,1,angry,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_71,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_71,True,,1,angry,,13,idle,,15,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_72,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_72,True,,1,angry,,13,idle,,15,no,,12,2,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_73,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_73,True,,1,angry,,13,idle,,15,no,,2,2,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_74,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_74,True,,1,angry,,13,idle,,15,no,,2,2,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_75,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_75,True,,1,angry,,13,idle,,15,no,,2,2,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_76,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_76,True,,1,angry,,13,idle,,15,no,,2,2,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_77,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_77,True,,1,angry,,13,sad,,15,no,,2,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_78,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_78,True,,1,angry,,13,sad,,15,no,,12,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_79,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_79,True,,1,worry,,13,sad,,15,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,think,,17,etc,
event_seayouagain1_05_s_80,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_80,False,,1,void,,13,think,,17,no,LogHouseIn_n,30,30,1.0,,,,,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,black
event_seayouagain1_05_s_81,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_81,True,,1,void,,13,think,,17,no,,30,30,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_82,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_82,True,,1,void,,13,think,,17,no,,30,30,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_83,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_83,True,,1,void,,13,think,,17,no,,30,30,1.0,,,mary_s,mary_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_84,40024,event_seayouagain1_05_s,Self,Locale_MainScenario:event_seayouagain1_05_s_84,False,,1,void,,13,think,,17,no,,30,30,1.0,,,,,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_85,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_85,False,,1,void,,13,think,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_86,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_86,True,,1,void,,13,think,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_87,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_87,True,,1,void,,13,think,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_88,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_88,True,,1,angry,,13,think,,17,no,,130,1,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_89,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_89,True,,1,angry,,13,think,,17,no,,S_50,S_50,1.0,,,pepper_s,pepper_s,,,,,,19,surprise,,7,idle,,5,angry,,3,idle,,15,etc,
event_seayouagain1_05_s_90,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_90,True,,1,worry,,13,think,,17,no,,1,1,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,angry,,3,idle,,15,etc,
event_seayouagain1_05_s_91,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_91,False,,1,worry,,13,think,,17,no,,1,1,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,angry,,3,idle,,15,etc,
event_seayouagain1_05_s_92,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_92,True,,1,void,,13,think,,17,no,,1,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,angry,,3,idle,,15,etc,
event_seayouagain1_05_s_93,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_93,True,,1,void,,13,think,,17,no,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_94,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_94,True,,1,void,,13,idle,,17,no,,XS_10,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_95,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_95,True,,1,void,,13,idle,,17,no,,12,12,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_96,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_96,True,,1,worry,,13,idle,,17,no,,12,12,1.0,,,anis_s,anis_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_97,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_97,True,,1,worry,,13,idle,,17,no,,12,16,1.0,,,yan_s,yan_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_98,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_98,True,,1,worry,,13,idle,,17,no,,16,16,1.0,,,liter_s,liter_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_99,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_99,True,,1,worry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_100,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_100,True,,1,worry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
event_seayouagain1_05_s_101,40024,event_seayouagain1_05_s,Speech,Locale_MainScenario:event_seayouagain1_05_s_101,True,,1,worry,,13,idle,,17,no,,130,130,1.0,,,helm_s,helm_s,,,,,,19,surprise,,7,idle,,5,surprise,,3,idle,,15,etc,
