id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_jinxplayer_05_e_24,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_24,True,,3,idle,,7,idle,,5,idle,,4,6,1.0,,
event_jinxplayer_05_e_25,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_25,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_26,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_26,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_27,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_27,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_28,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_28,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_29,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_29,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_30,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_30,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_31,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_31,True,,3,sad,,7,idle,,5,idle,,6,30,1.0,,
event_jinxplayer_05_e_32,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_32,True,,3,think,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_33,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_33,True,,3,think,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_34,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_34,True,,3,think,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_35,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_35,True,,3,idle,,7,idle,,5,idle,,30,4,1.0,,
event_jinxplayer_05_e_36,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_36,True,,3,idle,,7,idle,,5,idle,,4,4,1.0,,
event_jinxplayer_05_e_37,40058,event_jinxplayer_05_e,Monologue,blanc,Monologue,Locale_SubScenario:event_jinxplayer_05_e_37,False,,3,idle,,7,idle,,5,idle,,4,4,1.0,,
event_jinxplayer_05_e_38,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_38,True,,3,idle,,7,idle,,5,think,,4,L_50,1.0,,
event_jinxplayer_05_e_39,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_39,True,,3,idle,,7,idle,,5,think,,L_50,L_50,1.0,,
event_jinxplayer_05_e_40,40058,event_jinxplayer_05_e,Narration,blanc,Narration,Locale_SubScenario:event_jinxplayer_05_e_40,False,,3,idle,,7,idle,,5,think,,L_50,L_50,1.0,,sfx_scn_carddraw
event_jinxplayer_05_e_41,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_41,True,,3,idle,,7,idle,,5,idle,,L_50,L_50,1.0,,
event_jinxplayer_05_e_42,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_42,True,,3,idle,,7,idle,,5,idle,,L_50,L_50,1.0,,
event_jinxplayer_05_e_43,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_43,True,,3,idle,,7,idle,,5,idle,,L_50,L_50,1.0,,
event_jinxplayer_05_e_44,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_44,True,,3,idle,,7,idle,,5,idle,,L_50,6,1.0,,
event_jinxplayer_05_e_45,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_45,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_46,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_46,True,,3,idle,,7,idle,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_47,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_47,True,,3,think,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_48,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_48,True,,3,idle,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_49,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_49,True,,3,idle,,7,idle,,5,idle,,L_70,L_70,1.0,,
event_jinxplayer_05_e_50,40058,event_jinxplayer_05_e,Narration,noir,Narration,Locale_SubScenario:event_jinxplayer_05_e_50,False,,3,idle,,7,idle,,5,idle,,L_70,L_70,1.0,,sfx_scn_carddraw
event_jinxplayer_05_e_51,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_51,True,,3,idle,,7,surprise,,5,idle,,L_70,L_70,1.0,,
event_jinxplayer_05_e_52,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_52,True,,3,idle,,7,surprise,,5,idle,,L_70,L_70,1.0,,
event_jinxplayer_05_e_53,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_53,True,,3,idle,,7,surprise,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_54,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_54,False,,3,think,,7,surprise,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_55,40058,event_jinxplayer_05_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_05_e_55,False,,3,think,,7,idle,,5,idle,,30,30,1.0,,sfx_scn_carddraw
event_jinxplayer_05_e_56,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_56,True,,3,surprise,,7,idle,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_57,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_57,True,,3,surprise,,7,idle,,5,idle,,L_70,L_70,1.0,,
event_jinxplayer_05_e_58,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_58,True,,3,idle,,7,idle,,5,idle,,L_70,L_70,1.0,,
event_jinxplayer_05_e_59,40058,event_jinxplayer_05_e,Narration,noir,Narration,Locale_SubScenario:event_jinxplayer_05_e_59,False,,3,idle,,7,idle,,5,idle,,L_70,L_70,1.0,,sfx_scn_carddraw
event_jinxplayer_05_e_60,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_60,True,,3,idle,,7,idle,,5,idle,,L_70,6,1.0,,
event_jinxplayer_05_e_61,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_61,True,,3,idle,,7,delight,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_62,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_62,False,,3,think,,7,delight,,5,idle,,30,30,1.0,,
event_jinxplayer_05_e_63,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_63,False,,3,think,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_64,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_64,False,,3,think,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_65,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_65,False,,3,think,,7,idle,,5,idle,,300,300,1.0,none,
event_jinxplayer_05_e_66,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_66,True,,3,sad,,7,idle,,5,idle,,300,300,1.0,bgm_frostpillar,
event_jinxplayer_05_e_67,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_67,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_68,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_68,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_69,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_69,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_70,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_70,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_71,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_71,False,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_72,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_72,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_73,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_73,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_74,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_74,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_75,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_75,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_76,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_76,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_77,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_77,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_78,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_78,False,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_79,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_79,True,,3,idle,,7,idle,,5,idle,,300,30,1.0,,
event_jinxplayer_05_e_80,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_80,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_81,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_81,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_82,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_82,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_83,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_83,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_84,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_84,True,,3,idle,,7,surprise,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_85,40058,event_jinxplayer_05_e,Speech,noir,noir,Locale_SubScenario:event_jinxplayer_05_e_85,True,,3,idle,,7,surprise,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_86,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_86,True,,3,idle,,7,surprise,,5,no,,6,6,1.0,,
event_jinxplayer_05_e_87,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_87,True,,3,idle,,7,surprise,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_88,40058,event_jinxplayer_05_e,Speech,blanc,blanc,Locale_SubScenario:event_jinxplayer_05_e_88,True,,3,idle,,7,surprise,,5,idle,,6,6,1.0,,
event_jinxplayer_05_e_89,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_89,True,,3,think,,7,surprise,,5,idle,,3,3,1.0,,
event_jinxplayer_05_e_90,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_90,False,,3,think,,7,idle,,5,idle,,black,black,1.0,none,
event_jinxplayer_05_e_91,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_91,False,,3,sad,,7,idle,,5,idle,,300,300,1.0,bgm_story_marrybad,
event_jinxplayer_05_e_92,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_92,False,,3,sad,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_93,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_93,True,,3,sad,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_94,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_94,True,,3,sad,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_95,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_95,True,,3,sad,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_96,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_96,False,,3,sad,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_97,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_97,True,,3,surprise,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_98,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_98,True,,3,surprise,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_99,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_99,False,,3,surprise,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_100,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_100,False,,3,surprise,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_101,40058,event_jinxplayer_05_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_05_e_101,False,,3,surprise,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_102,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_102,False,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_103,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_103,True,,3,think,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_104,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_104,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_105,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_105,True,,3,idle,,7,idle,,5,idle,,300,300,1.0,,
event_jinxplayer_05_e_106,40058,event_jinxplayer_05_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_05_e_106,True,,3,idle,,7,idle,,5,idle,,300,30,1.0,,
event_jinxplayer_05_e_107,40058,event_jinxplayer_05_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_05_e_107,False,,3,idle,,7,idle,,5,idle,,30,30,1.0,,sfx_scn_carddraw
event_jinxplayer_05_e_108,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_108,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
event_jinxplayer_05_e_109,40058,event_jinxplayer_05_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_05_e_109,False,,3,idle,,7,idle,,5,idle,,black,black,1.0,,
