id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound
event_perfectmaid_04_s_14,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_14,True,,10,10,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_15,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_15,True,,10,10,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_16,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_16,True,,10,10,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_17,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_17,True,,10,100,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_18,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_18,False,,100,100,1.0,,,,,1,worried,,,,,
event_perfectmaid_04_s_19,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_19,True,,100,100,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_20,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_20,True,,100,100,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_21,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_21,True,,100,100,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_22,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_22,False,,100,100,1.0,,,,,1,worried,,,,,
event_perfectmaid_04_s_23,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_23,True,,100,10,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_24,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_24,True,,10,10,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_25,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_25,True,,10,10,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_26,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_26,False,,10,10,1.0,,,,,1,angry,,,,,
event_perfectmaid_04_s_27,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_27,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_28,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_28,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_29,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_29,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_30,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_30,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_31,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_31,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_32,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_32,True,,10,10,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_33,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_33,True,,10,100,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_34,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_34,True,,100,100,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_35,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_35,True,,100,100,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_36,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_36,True,,100,100,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_37,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_37,True,,100,100,1.0,,ade,ade,,1,idle,,,,,
event_perfectmaid_04_s_38,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_38,False,,100,100,1.0,,,,,1,idle,,,,,
event_perfectmaid_04_s_39,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_39,True,,100,100,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_40,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_40,True,,100,100,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_41,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_41,True,,100,100,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_42,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_42,True,,100,1,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_43,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_43,True,,1,1,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_44,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_44,True,,1,1,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_45,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_45,True,,1,1,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_46,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_46,True,,1,1,1.0,,ade,ade,,1,angry,,,,,
event_perfectmaid_04_s_47,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_47,False,,1,1,1.0,,,,,1,angry,,,,,
event_perfectmaid_04_s_48,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_48,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_49,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_49,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_50,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_50,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_51,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_51,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_52,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_52,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_53,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_53,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_54,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_54,True,,1,1,1.0,,ade,ade,,1,worried,,,,,
event_perfectmaid_04_s_55,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_55,False,,1,1,1.0,,,,,1,worried,,,,,
event_perfectmaid_04_s_56,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_56,True,,30,300,1.0,none,privaty_m,privaty_m,,1,worried,privaty_m,3,angry,Low_2,
event_perfectmaid_04_s_57,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_57,True,,300,2,1.0,,ade,ade,,1,worried,,3,angry,,
event_perfectmaid_04_s_58,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_58,False,,2,2,1.0,bgm_story_lastbullet,privaty_m,,,1,shy,,3,angry,,
event_perfectmaid_04_s_59,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_59,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_60,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_60,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_61,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_61,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_62,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_62,True,,2,30,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_63,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_63,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,sad,,
event_perfectmaid_04_s_64,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_64,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_65,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_65,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_66,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_66,True,,30,300,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_67,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_67,True,,300,300,1.0,,privaty_m,privaty_m,,1,shy,,3,angry,,
event_perfectmaid_04_s_68,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_68,True,,300,2,1.0,,ade,ade,,1,worried,,3,angry,,
event_perfectmaid_04_s_69,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_69,False,,2,2,1.0,,ade,,,1,worried,,3,angry,,
event_perfectmaid_04_s_70,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_70,False,,2,2,1.0,,ade,,,1,worried,,3,angry,,
event_perfectmaid_04_s_71,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_71,False,,2,2,1.0,,ade,ade,,1,shy,,3,idle,,
event_perfectmaid_04_s_72,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_72,False,,2,2,1.0,,ade,,,1,shy,,3,idle,,
event_perfectmaid_04_s_73,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_73,True,,2,2,1.0,,ade,ade,,1,shy,,3,idle,,
event_perfectmaid_04_s_74,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_74,False,,2,2,1.0,,ade,,,1,shy,,3,idle,,
event_perfectmaid_04_s_75,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_75,True,,2,1,1.0,,ade,ade,,1,shy,,3,idle,,
event_perfectmaid_04_s_76,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_76,False,,1,1,1.0,,ade,ade,,1,shy,,3,idle,,
event_perfectmaid_04_s_77,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_77,True,,1,1,1.0,,ade,ade,,1,angry,,3,idle,,
event_perfectmaid_04_s_78,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_78,True,,1,1,1.0,,ade,ade,,1,angry,,3,idle,,
event_perfectmaid_04_s_79,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_79,True,,1,1,1.0,,ade,ade,,1,angry,,3,idle,,
event_perfectmaid_04_s_80,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_80,True,,1,10,1.0,,ade,ade,,1,angry,,3,idle,,
event_perfectmaid_04_s_81,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_81,True,,10,10,1.0,,ade,ade,,1,worried,,3,idle,,
event_perfectmaid_04_s_82,40039,event_perfectmaid_04_s,Narration,Locale_SubScenario:event_perfectmaid_04_s_82,False,,10,100,1.0,,ade,,,1,worried,,3,idle,Low_3,
event_perfectmaid_04_s_83,40039,event_perfectmaid_04_s,Monologue,Locale_SubScenario:event_perfectmaid_04_s_83,False,,100,100,1.0,,ade,,,1,worried,,3,idle,,sfx_scn_handtouch
event_perfectmaid_04_s_84,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_84,False,,100,100,1.0,,ade,,,1,worried,,3,idle,,
event_perfectmaid_04_s_85,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_85,True,,100,1,1.0,,ade,ade,,1,worried,,3,idle,,
event_perfectmaid_04_s_86,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_86,True,,1,1,1.0,,ade,ade,,1,worried,,3,idle,,
event_perfectmaid_04_s_87,40039,event_perfectmaid_04_s,Self,Locale_SubScenario:event_perfectmaid_04_s_87,False,,1,1,1.0,,ade,,,1,worried,,3,idle,,
event_perfectmaid_04_s_88,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_88,True,,1,2,1.0,,privaty_m,privaty_m,,1,worried,,3,no,,
event_perfectmaid_04_s_89,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_89,True,,2,2,1.0,,privaty_m,privaty_m,,1,worried,,3,no,,
event_perfectmaid_04_s_90,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_90,True,,2,2,1.0,,privaty_m,privaty_m,,1,worried,,3,no,,
event_perfectmaid_04_s_91,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_91,True,,2,2,1.0,,ade,ade,,1,shy,,3,no,,
event_perfectmaid_04_s_92,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_92,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,no,,
event_perfectmaid_04_s_93,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_93,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,no,,
event_perfectmaid_04_s_94,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_94,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,no,,
event_perfectmaid_04_s_95,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_95,True,,2,2,1.0,,ade,ade,,1,shy,,3,no,,
event_perfectmaid_04_s_96,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_96,True,,2,2,1.0,,privaty_m,privaty_m,,1,shy,,3,no,,
event_perfectmaid_04_s_97,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_97,True,,2,30,1.0,,privaty_m,privaty_m,,1,shy,,3,idle,,
event_perfectmaid_04_s_98,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_98,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,idle,,
event_perfectmaid_04_s_99,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_99,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,idle,,
event_perfectmaid_04_s_100,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_100,True,,30,30,1.0,,privaty_m,privaty_m,,1,shy,,3,idle,,
event_perfectmaid_04_s_101,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_101,True,,30,300,1.0,,privaty_m,privaty_m,,1,shy,,3,happy,,
event_perfectmaid_04_s_102,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_102,True,,300,300,1.0,,privaty_m,privaty_m,,1,shy,,3,happy,,
event_perfectmaid_04_s_103,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_103,True,,300,300,1.0,,privaty_m,privaty_m,,1,shy,,3,happy,,
event_perfectmaid_04_s_104,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_104,True,,300,300,1.0,,privaty_m,privaty_m,,1,shy,,3,happy,,
event_perfectmaid_04_s_105,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_105,True,,300,2,1.0,,ade,ade,,1,worried,,3,happy,,
event_perfectmaid_04_s_106,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_106,True,,2,2,1.0,,privaty_m,privaty_m,,1,worried,,3,happy,,
event_perfectmaid_04_s_107,40039,event_perfectmaid_04_s,Speech,Locale_SubScenario:event_perfectmaid_04_s_107,True,,2,2,1.0,,privaty_m,privaty_m,,1,worried,,3,happy,,
