id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_filter_01,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_nocallerid_intermission_01_27,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_27,False,,1,14,1.0,,,,,,,1,delight,,anis,13,idle,,neon,15,idle,
event_nocallerid_intermission_01_28,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_28,False,,14,14,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
event_nocallerid_intermission_01_29,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_29,False,,black,black,1.0,none,black,,,,,1,idle,rapi,,13,idle,anis,,15,idle,neon
event_nocallerid_intermission_01_30,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_30,False,,black,black,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_31,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_31,False,,100,100,1.0,,,Blur_Middle,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_32,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_32,False,,100,100,1.0,,,Blur_Low,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_33,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_33,False,,100,100,2.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_34,40001,event_nocallerid_intermission_01,Self,,Self,Locale_SubScenario:event_nocallerid_intermission_01_34,False,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_35,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_35,True,,100,100,1.0,bgm_story_inwonderland,,,,,rapi,1,idle,,,,,,,,,
event_nocallerid_intermission_01_36,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_36,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_37,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_37,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_38,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_38,False,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_39,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_39,True,,100,10,2.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_40,40001,event_nocallerid_intermission_01,Monologue,rapi,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_40,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_41,40001,event_nocallerid_intermission_01,Monologue,rapi,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_41,False,,10,L_50,2.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_42,40001,event_nocallerid_intermission_01,Monologue,rapi,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_42,False,,L_50,L_50,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_43,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_43,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_44,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_44,False,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_45,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_45,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_46,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_46,False,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_47,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_47,True,,100,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_48,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_48,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_49,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_49,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_50,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_50,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_51,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_51,False,,10,L_50,2.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_52,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_52,False,,L_50,L_50,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_53,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_53,False,,L_50,L_50,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_54,40001,event_nocallerid_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_nocallerid_intermission_01_54,False,,L_50,L_50,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_55,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_55,True,,L_50,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_56,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_56,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_57,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_57,True,,10,10,1.0,,,,,,,1,delight,,,,,,,,,
event_nocallerid_intermission_01_58,40001,event_nocallerid_intermission_01,Choice,rapi,,Locale_SubScenario:event_nocallerid_intermission_01_58,False,,10,10,1.0,,,,event_nocallerid_intermission_01_60,,,1,delight,,,,,,,,,
event_nocallerid_intermission_01_59,40001,event_nocallerid_intermission_01,Choice,rapi,,Locale_SubScenario:event_nocallerid_intermission_01_59,False,,10,10,1.0,,,,event_nocallerid_intermission_01_61,,,1,delight,,,,,,,,,
event_nocallerid_intermission_01_60,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_60,True,,10,10,1.0,,,,,,,1,think,,,,,,,,,
event_nocallerid_intermission_01_61,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_61,True,,10,10,1.0,,,,,,,1,think,,,,,,,,,
event_nocallerid_intermission_01_62,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_62,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_63,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_63,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_64,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_64,True,,10,1,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_65,40001,event_nocallerid_intermission_01,Self,rapi,Self,Locale_SubScenario:event_nocallerid_intermission_01_65,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
event_nocallerid_intermission_01_66,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_66,True,,1,1,1.0,,,,,,,1,worry,,,,,,,,,
event_nocallerid_intermission_01_67,40001,event_nocallerid_intermission_01,Narration,,Narration,Locale_SubScenario:event_nocallerid_intermission_01_67,False,Desert_05,13,13,1.0,none,black,,,,,1,idle,rapi,,,,,,,,
event_nocallerid_intermission_01_68,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_68,True,,13,130,0.3,bgm_story_sunnycarnival,,,,,rapi,1,idle,,anis,13,angry,,neon,15,idle,
event_nocallerid_intermission_01_69,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_69,True,,130,130,1.0,,,,,Low_2,,1,idle,,,13,angry,,,15,idle,
event_nocallerid_intermission_01_70,40001,event_nocallerid_intermission_01,Speech,neon,neon,Locale_SubScenario:event_nocallerid_intermission_01_70,True,,130,14,1.0,,,,,,,1,idle,,,13,angry,,,15,idle,
event_nocallerid_intermission_01_71,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_71,True,,14,14,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
event_nocallerid_intermission_01_72,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_72,True,,14,14,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
event_nocallerid_intermission_01_73,40001,event_nocallerid_intermission_01,Speech,neon,neon,Locale_SubScenario:event_nocallerid_intermission_01_73,True,,14,14,1.0,,,,,,,1,idle,,,13,idle,,,15,surprise,
event_nocallerid_intermission_01_74,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_74,True,,14,14,1.0,,,,,,,1,idle,,,13,idle,,,15,surprise,
event_nocallerid_intermission_01_75,40001,event_nocallerid_intermission_01,Speech,neon,neon,Locale_SubScenario:event_nocallerid_intermission_01_75,True,,14,S_150,0.3,,,,,,,1,idle,,,13,idle,,,15,angry,
event_nocallerid_intermission_01_76,40001,event_nocallerid_intermission_01,Speech,neon,neon,Locale_SubScenario:event_nocallerid_intermission_01_76,True,,S_150,S_1500,0.5,,,,,,,1,idle,,,13,idle,,,15,angry,
event_nocallerid_intermission_01_77,40001,event_nocallerid_intermission_01,Speech,anis,anis,Locale_SubScenario:event_nocallerid_intermission_01_77,True,,S_1500,130,0.3,,,,,,,1,idle,,,13,angry,,,15,angry,
event_nocallerid_intermission_01_78,40001,event_nocallerid_intermission_01,Speech,neon,neon,Locale_SubScenario:event_nocallerid_intermission_01_78,True,,S_150,S_150,1.0,,,,,,,1,idle,,,13,angry,,,15,angry,
event_nocallerid_intermission_01_79,40001,event_nocallerid_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_intermission_01_79,True,,10,10,2.0,,,,,,,1,think,,,13,angry,,,15,angry,
