id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_foolburstday_11_37,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_37,True,,1,idle,,3,surprise,,S_30,S_30,1.0,,
event_foolburstday_11_38,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_38,True,,1,idle,,3,sad,,S_30,S_30,1.0,,
event_foolburstday_11_39,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_39,True,,1,idle,,3,sad,,S_30,S_30,1.0,,
event_foolburstday_11_40,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_40,True,,1,idle,,3,sad,,S_30,S_30,1.0,,
event_foolburstday_11_41,130007,event_foolburstday_11,Narration,shifty_s,,Locale_SubScenario:event_foolburstday_11_41,False,,1,idle,,3,sad,,S_30,S_30,1.0,,sfx_scn_scorebeep
event_foolburstday_11_42,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_42,True,,1,idle,,3,sad,,S_30,31,1.0,,
event_foolburstday_11_43,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_43,True,,1,idle,,3,think,,31,31,1.0,,
event_foolburstday_11_44,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_44,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_45,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_45,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_46,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_46,True,,1,idle,,3,angry,,31,31,1.0,bgm_story_fairytalesend_a,
event_foolburstday_11_47,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_47,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_48,130007,event_foolburstday_11,Self,mechashifty,,Locale_SubScenario:event_foolburstday_11_48,False,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_49,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_49,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_50,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_50,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_51,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_51,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_52,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_52,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_53,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_53,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_54,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_54,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_55,130007,event_foolburstday_11,Self,mechashifty,,Locale_SubScenario:event_foolburstday_11_55,False,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_56,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_56,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_57,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_57,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_58,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_58,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_59,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_59,True,,1,idle,,3,angry,,31,31,1.0,,
event_foolburstday_11_60,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_60,True,,1,idle,,3,angry,,31,S_30,1.0,,
event_foolburstday_11_61,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_61,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_62,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_62,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_63,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_63,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_64,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_64,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_65,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_65,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_66,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_66,True,,1,idle,,3,angry,,S_30,S_300,0.5,,
event_foolburstday_11_67,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_67,True,,1,idle,,3,angry,,S_100,S_100,1.0,,
event_foolburstday_11_68,130007,event_foolburstday_11,Self,mechashifty,,Locale_SubScenario:event_foolburstday_11_68,False,,1,idle,,3,angry,,S_100,S_100,1.0,,
event_foolburstday_11_69,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_69,True,,1,idle,,3,angry,,S_100,S_300,1.0,,
event_foolburstday_11_70,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_70,True,,1,idle,,3,angry,,S_300,S_300,1.0,,
event_foolburstday_11_71,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_71,True,,1,idle,,3,angry,,S_300,S_300,1.0,,
event_foolburstday_11_72,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_72,True,,1,idle,,3,angry,,S_300,S_30,0.5,,
event_foolburstday_11_73,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_73,True,,1,idle,,3,angry,,S_30,S_30,1.0,,
event_foolburstday_11_74,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_74,True,,1,idle,,3,angry,,S_30,S_10,1.0,,
event_foolburstday_11_75,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_75,True,,1,idle,,3,angry,,S_10,S_10,1.0,,
event_foolburstday_11_76,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_76,True,,1,idle,,3,angry,,S_10,S_10,1.0,,
event_foolburstday_11_77,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_77,True,,1,idle,,3,angry,,S_10,S_100,0.5,,
event_foolburstday_11_78,130007,event_foolburstday_11,Self,mechashifty,,Locale_SubScenario:event_foolburstday_11_78,False,,1,idle,,3,angry,,S_100,S_100,1.0,,
event_foolburstday_11_79,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_79,True,,1,idle,,3,think,,S_100,S_300,1.0,,
event_foolburstday_11_80,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_80,True,,1,idle,,3,think,,S_300,S_300,1.0,,
event_foolburstday_11_81,130007,event_foolburstday_11,Speech,shifty_s,shifty_s,Locale_SubScenario:event_foolburstday_11_81,True,,1,idle,,3,think,,S_300,S_30,1.0,,
event_foolburstday_11_82,130007,event_foolburstday_11,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_11_82,True,,1,idle,,3,think,,S_10,S_100,0.5,,
