id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_redash2_05_e_23,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_23,True,,130,130,1.0,,,,,1,think,,,3,think,,,5,idle,,,13,idle,
event_redash2_05_e_24,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_24,True,,130,1300,1.0,,,,,1,think,,,3,think,,,5,idle,,,13,idle,
event_redash2_05_e_25,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_25,False,,1300,1700,1.0,none,sfx_scn_redfarfire,,,1,think,,,3,think,,,5,idle,,,13,idle,
event_redash2_05_e_26,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_26,False,,1700,1700,1.0,,sfx_scn_redfire,Low_2,,1,think,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_27,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_27,False,,1700,1700,1.0,,,,,1,think,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_28,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_28,False,,100,100,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_29,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_29,False,,1300,1300,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_30,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_30,False,,S_500,S_500,1.0,,,,,1,angry,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_31,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_31,True,,S_500,S_50,1.0,,,,,1,angry,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_32,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_32,True,,S_50,L_30,1.0,,,,,1,angry,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_33,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_33,True,,L_30,10,1.0,,,,,1,angry,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_34,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_34,False,,10,10,1.0,,,,,1,think,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_35,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_35,True,,10,100,1.0,,,,,1,surprise,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_36,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_36,False,,100,100,1.0,,sfx_scn_redfire,,,1,surprise,,,3,idle,,,5,idle,,,13,idle,
event_redash2_05_e_37,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_37,False,,S_50,S_500,1.0,,,,,1,surprise,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_38,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_38,True,,S_500,S_500,1.0,,,,,1,surprise,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_39,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_39,True,,S_500,S_50,1.0,,,,,1,surprise,,,3,idle,,,5,surprise,,,13,idle,
event_redash2_05_e_40,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_40,True,,L_30,L_30,1.0,,,,,1,surprise,,,3,think,,,5,surprise,,,13,idle,
event_redash2_05_e_41,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_41,False,,L_30,10,1.0,,,,,1,worry,,,3,think,,,5,surprise,,,13,idle,
event_redash2_05_e_42,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_42,True,,10,10,1.0,,,,,1,worry,,,3,think,,,5,surprise,,,13,idle,
event_redash2_05_e_43,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_43,True,,10,100,1.0,,,,,1,worry,,,3,think,,,5,surprise,,,13,idle,
event_redash2_05_e_44,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_44,False,,1300,1300,1.0,,,,,1,worry,,,3,think,,,5,surprise,,,13,idle,
event_redash2_05_e_45,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_45,False,,L_300,L_300,1.0,,,,,1,worry,,,3,surprise,,,5,surprise,,,13,idle,
event_redash2_05_e_46,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_46,False,,S_500,S_500,1.0,,,,,1,worry,,,3,surprise,,,5,surprise,,,13,idle,
event_redash2_05_e_47,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_47,False,,black,black,1.0,,,,,1,idle,dorothy,,3,surprise,rapunzel_o,,5,surprise,,,13,idle,hongryeon_o
event_redash2_05_e_48,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_48,False,,S_50,S_500,1.0,,,,,,,,,,,,,5,sad_03,,,,,
event_redash2_05_e_49,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_49,False,,S_500,S_500,1.0,,,,,,,,,,,,,5,sad_03,,,,,
event_redash2_05_e_50,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_50,False,,S_500,S_500,1.0,event_bgm_redash_finalbattle,sfx_scn_redfire,,,,,,,,,,,5,sad_03,,,,,
event_redash2_05_e_51,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_51,False,,S_500,S_500,1.0,,,,,,,,,,,,,5,sad_03,,,,,
event_redash2_05_e_52,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_52,False,,S_500,S_500,1.0,,,,,,,,,,,,,5,sad_03,,,,,
event_redash2_05_e_53,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_53,True,,S_500,S_50,1.0,,,,,,,,,,,,,5,sad_02,,,,,
event_redash2_05_e_54,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_54,False,EventScene_redash_07,black,black,1.0,,,,,,,,,,,,,5,sad_02,,,,,
event_redash2_05_e_55,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_55,False,,1,1,1.0,,,,,,,,,,,,,5,sad_02,snowwhite_o,,,,
event_redash2_05_e_56,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_56,True,,1,godredhood_01,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_57,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_57,False,,godredhood_01,godredhood_01,1.0,,sfx_scn_redfire,Low_2,,,,,,,,,,,,,,,,
event_redash2_05_e_58,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_58,False,,godredhood_01,godredhood_01,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_59,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_59,False,,godredhood_01,godredhood_01,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_60,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_60,False,,godredhood_01,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_61,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_61,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_62,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_62,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_63,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_63,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_64,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_64,True,,1,godredhood_02,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_65,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_65,True,,godredhood_02,godredhood_02,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_66,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_66,True,,godredhood_02,godredhood_02,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_67,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_67,True,,godredhood_02,godredhood_02,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_68,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_68,True,,godredhood_02,godredhood_02,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_69,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_69,True,,godredhood_02,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_70,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_70,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_71,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_71,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_72,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_72,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_73,40032,event_redash2_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_05_e_73,True,,1,godredhood_02,2.0,,,,,,,,,,,,,,,,,,,
event_redash2_05_e_74,40032,event_redash2_05_e,Narration,,,Locale_MainScenario:event_redash2_05_e_74,False,Desert_05,black,black,1.0,,,,dorothy,1,angry,,rapunzel_o,3,	surprise,,snowwhite_o,5,angry,,hongryeon_o,13,surprise,
event_redash2_05_e_75,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_75,True,,L_30,L_30,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_76,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_76,True,,10,10,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_77,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_77,True,,S_50,S_50,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_78,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_78,False,,10,10,1.0,,,,,1,surprise,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_79,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_79,True,,L_30,L_300,1.0,,,,,1,surprise,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_80,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_80,True,,1300,1300,1.0,,,,,1,surprise,,,3,	surprise,,,5,angry,,,13,surprise,
event_redash2_05_e_81,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_81,True,,L_300,L_300,1.0,,,,,1,surprise,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_82,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_82,False,,L_300,S_500,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_83,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_83,True,,S_500,S_500,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_84,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_84,True,,S_500,53,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_85,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_85,True,,53,53,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_86,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_86,True,,53,53,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_87,40032,event_redash2_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_e_87,True,,53,53,1.0,,,,,1,angry,,,3,	surprise,,,5,angry,,,13,idle,
event_redash2_05_e_88,40032,event_redash2_05_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_e_88,False,,53,53,1.0,,,,,1,angry,,,3,angry,,,5,angry,,,13,idle,
event_redash2_05_e_89,40032,event_redash2_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_e_89,False,,130,130,1.0,,,,,1,angry,,,3,angry,,,5,angry,,,13,idle,
event_redash2_05_e_90,40032,event_redash2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_e_90,True,,10,100,0.5,,,,,1,idle,,,3,angry,,,5,angry,,,13,idle,
