id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_lifeagain_01_e_16,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_16,True,,4,4,1.0,,nadia,,,5,think,,3,idle,
event_lifeagain_01_e_17,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_17,True,,4,4,1.0,,rumani,,,5,idle,,3,idle,
event_lifeagain_01_e_18,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_18,True,,4,4,1.0,,rumani,,,5,idle,,3,idle,
event_lifeagain_01_e_19,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_19,True,,4,4,1.0,,rumani,,,5,idle,,3,idle,
event_lifeagain_01_e_20,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_20,True,,4,4,1.0,,nadia,,,5,idle,,3,idle,
event_lifeagain_01_e_21,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_21,True,,4,L_50,1.0,,rumani,,,5,think,,3,idle,
event_lifeagain_01_e_22,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_22,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,idle,
event_lifeagain_01_e_23,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_23,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,idle,
event_lifeagain_01_e_24,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_24,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,idle,
event_lifeagain_01_e_25,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_25,True,,L_50,L_50,1.0,,rumani,,,5,idle,,3,idle,
event_lifeagain_01_e_26,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_26,True,,L_50,L_50,1.0,,rumani,,,5,idle,,3,idle,
event_lifeagain_01_e_27,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_27,True,,XS_30,XS_30,1.0,none,nadia,,,5,idle,,3,idle,
event_lifeagain_01_e_28,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_28,True,,XS_30,XS_30,1.0,bgm_intotheswarm,nadia,,,5,idle,,3,idle,
event_lifeagain_01_e_29,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_29,True,,XS_30,XS_30,1.0,,nadia,,,5,idle,,3,angry,
event_lifeagain_01_e_30,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_30,True,,XS_30,XS_30,1.0,,nadia,,,5,idle,,3,angry,
event_lifeagain_01_e_31,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_31,True,,XS_30,XS_30,1.0,,nadia,,,5,idle,,3,angry,
event_lifeagain_01_e_32,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_32,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_33,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_33,True,,XS_30,XS_30,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_34,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_34,False,,XS_30,XS_30,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_35,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_35,True,,XS_30,XS_30,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_36,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_36,True,,XS_30,XS_30,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_37,40060,event_lifeagain_01_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_e_37,False,,black,black,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_38,40060,event_lifeagain_01_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_e_38,False,,black,black,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_39,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_39,True,,4,4,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_40,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_40,False,,4,4,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_41,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_41,True,,4,4,1.0,,nadia,,,5,think,,3,delight,
event_lifeagain_01_e_42,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_42,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_43,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_43,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_44,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_44,True,,4,4,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_45,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_45,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_46,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_46,True,,4,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_47,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_47,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_48,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_48,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_49,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_49,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_50,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_50,True,,L_50,L_50,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_51,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_51,True,,L_50,L_50,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_52,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_52,True,,L_50,L_500,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_53,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_53,True,,L_500,L_500,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_54,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_54,True,,L_500,L_500,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_55,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_55,True,,L_500,L_500,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_56,40060,event_lifeagain_01_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_e_56,False,,black,black,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_57,40060,event_lifeagain_01_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_e_57,False,,black,black,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_58,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_58,False,,4,4,1.0,,rumani,,,5,think,,3,angry,
event_lifeagain_01_e_59,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_59,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_60,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_60,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_61,40060,event_lifeagain_01_e,Speech,nadia,Locale_SubScenario:event_lifeagain_01_e_61,True,,4,4,1.0,,nadia,,,5,think,,3,angry,
event_lifeagain_01_e_62,40060,event_lifeagain_01_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_e_62,False,,4,4,1.0,none,nadia,sfx_scn_wheelchiardry,,5,think,,3,angry,nadia
event_lifeagain_01_e_63,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_63,False,,4,L_50,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_64,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_64,True,,L_50,L_50,1.0,bgm_frostpillar,rumani,,,5,worry,,,,
event_lifeagain_01_e_65,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_65,True,,L_50,L_50,1.0,,rumani,,,5,worry,,,,
event_lifeagain_01_e_66,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_66,True,,L_50,L_50,1.0,,rumani,,,5,worry,,,,
event_lifeagain_01_e_67,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_67,False,,L_50,L_50,1.0,,,,,5,worry,,,,
event_lifeagain_01_e_68,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_68,True,,L_50,L_50,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_69,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_69,False,,L_50,L_50,1.0,,,,,5,think,,,,
event_lifeagain_01_e_70,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_70,False,,L_50,L_50,1.0,,,,,5,think,,,,
event_lifeagain_01_e_71,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_71,True,,L_50,L_500,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_72,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_72,True,,L_500,L_500,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_73,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_73,True,,L_500,L_500,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_74,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_74,False,,L_500,L_500,1.0,,,,,5,think,,,,
event_lifeagain_01_e_75,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_75,True,,L_500,L_500,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_76,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_76,True,,L_500,L_500,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_77,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_77,True,,L_500,L_500,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_78,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_78,True,,L_500,L_500,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_79,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_79,False,,L_500,L_500,1.0,,,,,5,idle,,,,
event_lifeagain_01_e_80,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_80,False,,L_500,L_500,1.0,,,,,5,idle,,,,
event_lifeagain_01_e_81,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_81,True,,L_500,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_82,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_82,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_83,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_83,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_84,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_84,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_85,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_85,False,,L_50,L_50,1.0,,,,,5,idle,,,,
event_lifeagain_01_e_86,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_86,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_87,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_87,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_88,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_88,True,,L_50,L_50,1.0,,rumani,,,5,think,,,,
event_lifeagain_01_e_89,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_89,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_90,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_90,False,,L_50,L_50,1.0,,,,,5,idle,,,,
event_lifeagain_01_e_91,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_91,True,,L_50,L_50,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_92,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_92,True,,L_50,5,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_93,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_93,True,,5,5,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_94,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_94,False,,5,5,1.0,,,,,5,idle,,,,
event_lifeagain_01_e_95,40060,event_lifeagain_01_e,Speech,rumani,Locale_SubScenario:event_lifeagain_01_e_95,True,,5,5,1.0,,rumani,,,5,idle,,,,
event_lifeagain_01_e_96,40060,event_lifeagain_01_e,Self,Self,Locale_SubScenario:event_lifeagain_01_e_96,False,,5,5,1.0,,,,,5,idle,,,,
