id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,fade,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_seayouagain1_06_e_11,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_11,True,,2,2,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_12,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_12,True,,2,2,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_13,40024,event_seayouagain1_06_e,Monologue,Locale_MainScenario:event_seayouagain1_06_e_13,False,,2,2,1.0,,,,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_14,40024,event_seayouagain1_06_e,Monologue,Locale_MainScenario:event_seayouagain1_06_e_14,False,,2,2,1.0,,,,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_15,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_15,False,,2,10,1.0,,helm_s,helm_s,,3,void,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_16,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_16,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_17,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_17,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_18,40024,event_seayouagain1_06_e,Self,Locale_MainScenario:event_seayouagain1_06_e_18,False,,10,10,1.0,,,,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_19,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_19,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_20,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_20,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_21,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_21,True,,10,12,1.0,,mary_s,mary_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_22,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_22,True,,12,12,1.0,,mary_s,mary_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_23,40024,event_seayouagain1_06_e,Self,Locale_MainScenario:event_seayouagain1_06_e_23,False,,12,12,1.0,,,,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_24,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_24,True,,12,2,1.0,,anis_s,anis_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_25,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_25,True,,2,2,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_26,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_26,True,,2,2,1.0,,helm_s,helm_s,,3,void,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_27,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_27,True,,2,10,1.0,,helm_s,helm_s,,3,void,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_28,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_28,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_29,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_29,True,,10,10,1.0,,helm_s,helm_s,,3,void,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_30,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_30,True,,10,2,1.0,,anis_s,anis_s,,3,idle,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_31,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_31,True,,2,2,1.0,,anis_s,anis_s,,3,idle,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_32,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_32,True,,2,2,1.0,,anis_s,anis_s,,3,idle,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_33,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_33,True,,2,2,1.0,,anis_s,anis_s,,3,idle,,1,think,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_34,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_34,True,,2,2,1.0,,helm_s,helm_s,,3,idle,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_35,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_35,True,,2,2,1.0,,helm_s,helm_s,,3,idle,,1,idle,,13,idle,,,,,,,,,,
event_seayouagain1_06_e_36,40024,event_seayouagain1_06_e,Narration,Locale_MainScenario:event_seayouagain1_06_e_36,False,ocean,7,1,1.0,ambient_scn_wind,,,,3,idle,,1,angry,,13,idle,anis_s,mary_s,sfx_scn_waterdive,Low_2,black,,,,,
event_seayouagain1_06_e_37,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_37,True,,1,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_38,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_38,True,,10,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_39,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_39,True,,10,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_40,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_40,True,,10,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_41,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_41,True,,10,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_42,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_42,True,,10,10,1.0,,helm_s,helm_s,,,,,1,angry,,,,,,,,,,,,,
event_seayouagain1_06_e_43,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_43,False,,10,100,1.0,,helm_s,helm_s,,,,,1,sad,,,,,,,,,,,,,
event_seayouagain1_06_e_44,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_44,True,,100,100,1.0,,helm_s,helm_s,,,,,1,sad,,,,,,,,,,,,,
event_seayouagain1_06_e_45,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_45,True,BriefingRoom,12,12,1.0,bgm_story_fairytalesend_if,burningum,burningum,burningum,13,idle,,1,sad,ingrid,1,idle,,,,,black,helm_s,andersen,3,idle,
event_seayouagain1_06_e_46,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_46,True,,12,12,1.0,,ingrid,ingrid,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_47,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_47,True,,12,L_30,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_48,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_48,True,,L_30,L_30,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_49,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_49,True,,L_30,L_30,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_50,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_50,True,,L_30,L_30,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_51,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_51,False,,1,L_10,0.6,,ingrid,ingrid,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_52,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_52,False,,13,130,0.6,,burningum,burningum,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_53,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_53,True,,L_30,L_30,1.0,,andersen,andersen,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_54,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_54,True,,L_30,L_30,1.0,,andersen,andersen,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_55,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_55,True,,L_30,L_30,1.0,,andersen,andersen,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_56,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_56,True,,L_30,L_30,1.0,,andersen,andersen,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_57,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_57,True,,L_30,L_30,1.0,,andersen,andersen,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_58,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_58,True,,L_30,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,angry,,,,,,,,3,idle,
event_seayouagain1_06_e_59,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_59,True,,2,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_60,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_60,True,,2,2,1.0,,andersen,andersen,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_61,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_61,True,,2,2,1.0,,andersen,andersen,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_62,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_62,True,,2,2,1.0,,andersen,andersen,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_63,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_63,True,,2,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_64,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_64,True,,2,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_65,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_65,True,,2,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_66,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_66,True,,2,2,1.0,,ingrid,ingrid,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_67,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_67,True,,2,13,1.0,,andersen,andersen,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_68,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_68,True,,13,13,1.0,,andersen,andersen,,13,surprise,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_69,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_69,False,,13,130,1.0,,burningum,burningum,,13,think,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_70,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_70,True,,130,130,1.0,,burningum,burningum,,13,think,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_71,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_71,True,,130,13,1.0,,burningum,burningum,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_72,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_72,True,,13,13,1.0,,burningum,burningum,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_73,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_73,True,,13,13,1.0,,burningum,burningum,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_74,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_74,True,,13,13,1.0,,burningum,burningum,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_75,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_75,False,,L_30,L_30,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,think,
event_seayouagain1_06_e_76,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_76,True,,L_30,2,1.0,,ingrid,ingrid,,13,idle,,,,,1,idle,,,,,,,,3,think,
event_seayouagain1_06_e_77,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_77,True,,2,2,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_78,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_78,True,,2,2,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_79,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_79,True,,2,2,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_80,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_80,True,,2,2,1.0,,ingrid,ingrid,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_81,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_81,True,,2,2,1.0,,andersen,andersen,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_82,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_82,True,,2,13,1.0,,burningum,burningum,,13,idle,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_83,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_83,True,,13,130,1.0,,burningum,burningum,,13,delight,,,,,1,idle,,,,,,,,3,idle,
event_seayouagain1_06_e_84,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_84,False,,black,black,1.0,none,mast,mast,,13,delight,,,,,1,idle,burningum,ingrid,,,,,,3,idle,andersen
event_seayouagain1_06_e_85,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_85,False,,black,black,1.0,,mast,mast,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_e_86,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_86,False,,black,black,1.0,,anchor,anchor,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_e_87,40024,event_seayouagain1_06_e,Speech,Locale_MainScenario:event_seayouagain1_06_e_87,False,,black,black,1.0,,anchor,anchor,,,,,,,,,,,,,,,,,,,
