id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_arcanearchive_01_e_27,40077,event_arcanearchive_01_e,Self,phantom,,Locale_SubScenario:event_arcanearchive_01_e_27,False,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_28,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_28,True,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_29,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_29,True,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_30,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_30,True,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_31,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_31,True,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_32,40077,event_arcanearchive_01_e,Self,phantom,,Locale_SubScenario:event_arcanearchive_01_e_32,False,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_33,40077,event_arcanearchive_01_e,Self,phantom,,Locale_SubScenario:event_arcanearchive_01_e_33,False,,L_20,L_20,1.0,,,,2,no_02,,12,sad,
event_arcanearchive_01_e_34,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_34,True,,L_20,1,1.3,,,,2,no_02,,12,surprise,
event_arcanearchive_01_e_35,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_35,False,,1,1,1.0,,,,2,no_02,,12,surprise,
event_arcanearchive_01_e_36,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_36,True,,1,1,1.0,,,,2,no_02,,12,surprise,
event_arcanearchive_01_e_37,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_37,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_38,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_38,False,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_39,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_39,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_40,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_40,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_41,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_41,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_42,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_42,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_43,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_43,True,,1,1,1.0,,,,2,no_02,,12,think,
event_arcanearchive_01_e_44,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_44,True,,1,L_120,1.3,,,,2,no_02,,12,delight,
event_arcanearchive_01_e_45,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_45,True,,L_120,L_120,1.0,,,,2,no_02,,12,no,
event_arcanearchive_01_e_46,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_46,True,,L_120,L_120,1.0,,,,2,no_02,,12,no,
event_arcanearchive_01_e_47,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_47,False,,L_120,L_120,1.0,,,,2,no_02,,12,no,
event_arcanearchive_01_e_48,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_48,True,,L_120,L_120,1.0,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_49,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_49,True,,L_120,L_120,1.0,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_50,40077,event_arcanearchive_01_e,Monologue,arcana,,Locale_SubScenario:event_arcanearchive_01_e_50,False,,L_120,L_1200,1.3,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_51,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_51,True,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_52,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_52,False,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_53,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_53,True,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_54,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_54,True,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_55,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_55,False,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_56,40077,event_arcanearchive_01_e,Monologue,arcana,,Locale_SubScenario:event_arcanearchive_01_e_56,False,,L_1200,L_1200,1.0,,,,2,no_02,,12,smile,
event_arcanearchive_01_e_57,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_57,True,,L_1200,L_1200,1.3,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_58,40077,event_arcanearchive_01_e,Monologue,arcana,,Locale_SubScenario:event_arcanearchive_01_e_58,False,,L_1200,L_120,1.3,,,,2,no_02,,12,idle,arcana
event_arcanearchive_01_e_59,40077,event_arcanearchive_01_e,Monologue,arcana,,Locale_SubScenario:event_arcanearchive_01_e_59,False,,L_120,L_120,1.0,,,,2,no_02,arcana,12,idle,
event_arcanearchive_01_e_60,40077,event_arcanearchive_01_e,Speech,arcana,arcana,Locale_SubScenario:event_arcanearchive_01_e_60,True,,L_120,L_120,1.0,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_61,40077,event_arcanearchive_01_e,Self,arcana,,Locale_SubScenario:event_arcanearchive_01_e_61,False,,L_120,L_120,1.0,,,,2,no_02,,12,idle,
event_arcanearchive_01_e_62,40077,event_arcanearchive_01_e,Speech,phantom,phantom,Locale_SubScenario:event_arcanearchive_01_e_62,True,,L_120,L_20,1.3,,,,2,sad_02,,12,idle,
