id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,set_camera_shake
event_boomsday_01_e_22,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_22,False,,XS_30,XS_30,1.0,,,1,idle,,,,,3,idle,,,
event_boomsday_01_e_23,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_23,False,,XS_30,XS_30,1.0,,,1,idle,sfx_scn_tablettapping,,,,3,idle,,,
event_boomsday_01_e_24,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_24,True,,XS_30,XS_30,1.0,,,1,idle,,ether,ether,,3,delight,,,
event_boomsday_01_e_25,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_25,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_26,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_26,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_27,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_27,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_28,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_28,True,,S_10,2,1.0,,,1,pain,,ether,ether,,3,idle,,,
event_boomsday_01_e_29,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_29,True,,2,2,1.0,,,1,pain,,ether,ether,,3,idle,,,
event_boomsday_01_e_30,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_30,True,,2,2,1.0,,,1,pain,,ether,ether,,3,delight,,,
event_boomsday_01_e_31,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_31,False,,2,2,1.0,,,1,think,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_32,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_32,True,,2,XS_30,1.0,,,1,think,,ether,ether,,3,idle,,,
event_boomsday_01_e_33,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_33,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,sad,,,
event_boomsday_01_e_34,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_34,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,idle,,,
event_boomsday_01_e_35,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_35,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,idle,,,
event_boomsday_01_e_36,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_36,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,delight,,,
event_boomsday_01_e_37,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_37,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_38,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_38,True,,XS_30,XS_30,1.0,,,1,surprise,,ether,ether,,3,idle,,,
event_boomsday_01_e_39,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_39,True,,XS_30,XS_30,1.0,,,1,surprise,,ether,ether,,3,idle,,,
event_boomsday_01_e_40,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_40,True,,XS_30,XS_30,1.0,,,1,surprise,,ether,ether,,3,idle,,,
event_boomsday_01_e_41,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_41,True,,XS_30,XS_30,1.0,,,1,surprise,,ether,ether,,3,idle,,,
event_boomsday_01_e_42,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_42,True,,XS_30,XS_30,1.0,,,1,surprise,,ether,ether,,3,delight,,,
event_boomsday_01_e_43,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_43,False,,XS_30,S_10,1.0,,,1,pain,,elegg,elegg,,3,delight,,,
event_boomsday_01_e_44,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_44,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,3,idle,,,
event_boomsday_01_e_45,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_45,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,3,idle,,,
event_boomsday_01_e_46,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_46,True,,S_10,2,1.0,,,1,pain,,ether,ether,,3,sad,,,
event_boomsday_01_e_47,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_47,True,,2,2,1.0,,,1,pain,,ether,ether,,3,sad,,,
event_boomsday_01_e_48,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_48,True,,2,2,1.0,,,1,pain,,ether,ether,,3,delight,,,
event_boomsday_01_e_49,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_49,True,,2,2,1.0,,,1,pain,,ether,ether,,3,delight,,,
event_boomsday_01_e_50,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_50,True,,2,2,1.0,,,1,think,,elegg,elegg,,3,idle,,,
event_boomsday_01_e_51,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_51,True,,2,2,1.0,,,1,think,,elegg,elegg,,3,idle,,,
event_boomsday_01_e_52,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_52,True,,2,XS_30,1.0,,,1,think,,ether,ether,,3,idle,,,
event_boomsday_01_e_53,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_53,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,idle,,,
event_boomsday_01_e_54,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_54,True,,XS_30,XS_30,1.0,,,1,think,,ether,ether,,3,sad,,,
event_boomsday_01_e_55,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_55,True,,XS_30,XS_30,1.0,,,1,idle,,ether,ether,,3,idle,,,
event_boomsday_01_e_56,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_56,True,,XS_30,XS_30,1.0,,,1,idle,,ether,ether,,3,idle,,,
event_boomsday_01_e_57,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_57,True,,XS_30,XS_30,1.0,,,1,idle,,ether,ether,,3,delight,,,
event_boomsday_01_e_58,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_58,True,,XS_30,XS_30,1.0,,,1,idle,,ether,ether,,3,idle,,,
event_boomsday_01_e_59,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_59,False,,S_10,S_10,1.0,,,1,think,,,,,3,idle,ether,,
event_boomsday_01_e_60,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_60,False,NikkeCorridor,black,black,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_61,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_61,True,,1,1,1.0,none,,1,pain,,elegg,elegg,,,,,black,
event_boomsday_01_e_62,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_62,False,,1,1,1.0,bgm_frostpillar,,1,pain,,,,,,,,,
event_boomsday_01_e_63,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_63,True,,1,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_64,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_64,True,,S_10,S_10,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_65,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_65,True,,S_10,S_10,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_66,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_66,False,,S_10,S_10,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_67,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_67,False,,S_10,S_10,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_68,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_68,False,,17,170,0.5,,,1,think,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_69,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_69,False,,170,170,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_70,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_70,False,,S_10,S_10,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_71,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_71,False,,S_10,S_10,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_72,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_72,True,,S_10,S_10,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_73,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_73,False,,17,170,0.5,,,1,idle,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_74,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_74,True,,S_10,S_10,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_75,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_75,True,,S_10,S_10,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_76,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_76,False,,17,170,0.5,,,1,idle,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_77,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_77,True,,S_10,S_10,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_78,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_78,True,,S_10,S_10,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_79,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_79,True,,S_10,S_10,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_80,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_80,True,,S_10,S_100,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_81,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_81,False,,17,170,0.5,,,1,idle,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_82,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_82,True,,S_100,S_100,1.0,,,1,idle,,elegg,elegg,,,,,,
event_boomsday_01_e_83,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_83,True,,S_100,S_100,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_84,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_84,True,,S_100,S_100,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_85,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_85,True,,S_100,S_100,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_86,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_86,False,,17,170,0.5,,,1,think,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_87,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_87,True,,S_100,S_100,1.0,,,1,think,,elegg,elegg,,,,,,
event_boomsday_01_e_88,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_88,False,,17,170,0.5,,,1,think,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_89,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_89,True,,S_100,1,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_90,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_90,False,,17,170,0.5,,,1,pain,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_91,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_91,True,,1,S_10,0.3,,,1,think,,elegg,elegg,,,,,,Low_2
event_boomsday_01_e_92,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_92,False,,black,black,1.0,,,1,think,,,,,,,,,
event_boomsday_01_e_93,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_93,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_94,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_94,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_95,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_95,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_96,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_96,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_97,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_97,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_98,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_98,True,,S_10,S_10,1.0,,,1,pain,,elegg,elegg,,,,,,
event_boomsday_01_e_99,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_99,True,,S_10,S_10,1.0,,,1,pain,,trony,trony,,,,,,
event_boomsday_01_e_100,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_100,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,,,,,
event_boomsday_01_e_101,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_101,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,,,,,
event_boomsday_01_e_102,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_102,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,,,,,
event_boomsday_01_e_103,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_103,True,,S_10,S_10,1.0,,,1,surprise,,trony,trony,,,,,,
event_boomsday_01_e_104,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_104,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,,,,,
event_boomsday_01_e_105,40040,event_boomsday_01_e,Speech,Locale_SubScenario:event_boomsday_01_e_105,True,,S_10,S_10,1.0,,,1,surprise,,elegg,elegg,,,,,,
event_boomsday_01_e_106,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_106,False,,17,170,0.5,,,1,surprise,sfx_scn_shootinggame,,,,,,,,
event_boomsday_01_e_107,40040,event_boomsday_01_e,Narration,Locale_SubScenario:event_boomsday_01_e_107,False,,black,black,1.0,,,1,surprise,,,,,,,,,
