id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,speaker,characters/0/hide_char_id,fade,set_camera_shake
event_trueflavor_03_e_61,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_61,True,,12,shy,,XS_120,XS_120,1.0,,,2,surprise,,crust,,,Low_2
event_trueflavor_03_e_62,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_62,True,,12,shy,,XS_120,1,1.5,,,2,surprise,,tia_s,,,
event_trueflavor_03_e_63,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_63,True,,12,think,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_64,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_64,True,,12,think,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_65,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_65,True,,12,think,,1,1,1.3,,,2,think,,tia_s,,,
event_trueflavor_03_e_66,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_66,True,,12,think,,1,1,1.0,,,2,think,,tia_s,,,
event_trueflavor_03_e_67,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_67,True,,12,sad,,1,1,1.0,,,2,think,,crust,,,
event_trueflavor_03_e_68,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_68,True,,12,sad,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_69,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_69,True,,12,sad,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_70,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_70,True,,12,sad,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_71,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_71,True,,12,sad,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_72,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_72,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_73,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_73,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_74,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_74,True,,12,idle,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_75,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_75,True,,12,idle,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_76,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_76,True,,12,idle,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_77,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_77,True,,12,idle,,1,XS_120,1.3,,,2,idle,,crust,,,
event_trueflavor_03_e_78,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_78,True,,12,idle,,XS_120,XS_120,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_79,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_79,True,,12,idle,,XS_120,XS_120,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_80,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_80,True,,12,idle,,XS_120,XS_120,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_81,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_81,True,,12,idle,,XS_120,20,1.3,,,2,think,,tia_s,,,
event_trueflavor_03_e_82,40074,event_trueflavor_03_e,Monologue,tia_s,Locale_SubScenario:event_trueflavor_03_e_82,False,,12,idle,,20,50,2.0,,,2,think,,,,,
event_trueflavor_03_e_83,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_83,True,,12,idle,,50,50,1.0,,,2,think,,tia_s,,,
event_trueflavor_03_e_84,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_84,True,,12,idle,,XS_120,XS_120,1.0,,,2,think,,crust,,,
event_trueflavor_03_e_85,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_85,True,,12,idle,,XS_120,XS_120,1.0,,,2,think,,crust,,,
event_trueflavor_03_e_86,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_86,True,,12,idle,,XS_120,1,1.5,,,2,idle,,tia_s,,,
event_trueflavor_03_e_87,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_87,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_88,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_88,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_89,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_89,True,,12,idle,,1,1,1.0,,,2,surprise,,tia_s,,,
event_trueflavor_03_e_90,40074,event_trueflavor_03_e,Self,tia_s,Locale_SubScenario:event_trueflavor_03_e_90,False,,12,idle,,1,1,1.0,,,2,surprise,,,,,
