id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_ambient,play_bgm,highlight,speaker,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id
event_footstepwalkrun2_03_e_21,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_21,False,,,,,,,,everybye_01,everybye_01,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_22,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_22,False,,,,,,,,everybye_01,everybye_01,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_23,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_23,False,,,,,,,,everybye_01,everybye_01,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_24,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_24,False,,,,,,,,everybye_01,everybye_01,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_25,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_25,False,,,,,,,,everybye_01,everybye_01,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_26,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_26,True,,,,,,,,everybye_01,everybye_01,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_27,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_27,True,,,,,,,,everybye_01,everybye_01,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_28,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_28,True,,,,,,,,everybye_01,everybye_02,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_29,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_29,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_30,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_30,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_31,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_31,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_32,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_32,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_33,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_33,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_34,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_34,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_35,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_35,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_36,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_36,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_37,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_37,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_38,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_38,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_39,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_39,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_40,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_40,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_41,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_41,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_42,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_42,False,,,,,,,,everybye_02,everybye_02,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_43,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_43,True,,,,,,,,everybye_02,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_44,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_44,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_45,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_45,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_46,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_46,False,,,,,,,,1,1,1.0,,none,,,,,,,
event_footstepwalkrun2_03_e_47,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_47,False,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_48,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_48,False,,,,,,,,1,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_49,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_49,False,,,,,,,,1,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_50,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_50,False,,,,,,,,1,100,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_51,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_51,True,,,,,,,,100,100,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_52,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_52,False,,,,,,,,100,100,1.0,sfx_scn_lightstonefall,,none,,,,,,
event_footstepwalkrun2_03_e_53,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_53,False,,,,,,,,100,100,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_54,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_54,False,,,,,,,,100,100,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_55,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_55,False,,,,,,,,100,100,1.0,sfx_scn_nikkelanding,,,,,Low_2,,,
event_footstepwalkrun2_03_e_56,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_56,False,,,,,,,,100,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_57,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_57,False,,,,,,,EventScene_footstepwalkrun_02_5,1,1,1.0,,,event_bgm_redash_thewilds,,,,,,
event_footstepwalkrun2_03_e_58,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_58,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_59,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_59,True,,,,,,,,1,1,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_60,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_60,False,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_61,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_61,True,,,,,,,,1,1,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_62,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_62,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_63,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_63,True,,,,,,,,1,1,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_64,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_64,False,,,,,,,,1,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_65,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_65,False,,,,,,,,1,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_66,40066,event_footstepwalkrun2_03_e,Narration,Locale_MainScenario:event_footstepwalkrun2_03_e_66,False,,,,,,,,1,1,1.0,,,,,,,,,
event_footstepwalkrun2_03_e_67,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_67,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_68,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_68,True,,,,,,,,1,1,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_69,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_69,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_70,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_70,False,,,,,,,,1,1,1.0,,,,redhood,redhood,,,,
event_footstepwalkrun2_03_e_71,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_71,True,,,,,,,,1,1,1.0,,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_03_e_72,40066,event_footstepwalkrun2_03_e,Speech,Locale_MainScenario:event_footstepwalkrun2_03_e_72,True,,,,,,,,black,black,1.0,,,,rapi_m,rapi_m,,,,
