id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade
event_footstepwalkrun1_01_s_45,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_45,True,,XS_10,XS_10,1.0,,,,,,1,idle,
event_footstepwalkrun1_01_s_46,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_46,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_footstepwalkrun1_01_s_47,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_47,False,,XS_10,XS_10,1.0,,,,,,1,idle,
event_footstepwalkrun1_01_s_48,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_48,True,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_49,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_49,False,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_50,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_50,True,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_51,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_51,False,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_52,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_52,False,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_53,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_53,True,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_54,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_54,True,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_55,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_55,False,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_56,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_56,True,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_57,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_57,False,,XS_10,XS_10,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_58,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_58,True,,XS_10,XS_10,1.0,none,,,,,1,angry,
event_footstepwalkrun1_01_s_59,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_59,True,,XS_10,XS_100,0.7,,,,,,1,angry,
event_footstepwalkrun1_01_s_60,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_60,False,,XS_100,XS_100,1.0,,,,,,1,angry,
event_footstepwalkrun1_01_s_61,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_61,True,,XS_100,XS_100,1.0,bgm_intotheswarm,,,,,1,pain,black
event_footstepwalkrun1_01_s_62,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_62,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_63,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_63,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_64,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_64,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_65,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_65,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_66,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_66,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_67,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_67,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_68,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_68,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_69,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_69,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_70,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_70,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_71,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_71,True,,XS_100,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_72,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_72,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_73,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_73,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_74,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_74,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_75,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_75,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_76,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_76,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_77,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_77,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_78,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_78,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_79,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_79,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_80,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_80,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_81,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_81,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_82,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_82,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_83,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_83,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_84,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_84,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_85,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_85,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_86,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_86,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_87,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_87,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_88,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_88,True,,XS_10,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_89,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_89,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_90,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_90,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_91,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_91,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_92,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_92,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_93,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_93,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_94,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_94,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_95,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_95,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_96,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_96,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_97,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_97,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_98,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_98,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_99,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_99,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_100,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_100,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_101,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_101,True,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_102,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_102,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_103,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_103,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_104,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_104,False,,XS_100,XS_100,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_105,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_105,False,,XS_100,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_106,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_106,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_107,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_107,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_108,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,youngrapi,Locale_MainScenario:event_footstepwalkrun1_01_s_108,True,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_109,40066,event_footstepwalkrun1_01_s,Speech,youngrapi,nurse,Locale_MainScenario:event_footstepwalkrun1_01_s_109,False,,XS_10,XS_10,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_110,40066,event_footstepwalkrun1_01_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_01_s_110,False,,black,black,1.0,none,,,,,1,pain,black
event_footstepwalkrun1_01_s_111,40066,event_footstepwalkrun1_01_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_01_s_111,False,,black,black,1.0,,,,,,1,pain,
event_footstepwalkrun1_01_s_112,40066,event_footstepwalkrun1_01_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_01_s_112,False,,black,black,1.0,bgm_story_monochrome,,,,,1,pain,
