id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,jump_target
event_alonesurvivor_01_s_42,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_42,True,,,,,1,think,,100,100,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_43,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_43,True,,,,,1,think,,100,100,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_44,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_44,True,,,,,1,think,,100,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_45,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_45,True,,,,,1,think,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_46,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_46,True,,,,,1,think,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_47,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_47,True,,,,,1,think,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_48,40033,event_alonesurvivor_01_s,Self,Self,Locale_SubScenario:event_alonesurvivor_01_s_48,False,,,,,1,think,,10,10,1.0,,,,3,idle,,
event_alonesurvivor_01_s_49,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_49,True,,,,,1,think,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_50,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_50,True,,,,,1,idle,,10,100,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_51,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_51,True,,,,,1,idle,,100,100,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_52,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_52,True,,,,,1,think,,100,100,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_53,40033,event_alonesurvivor_01_s,Self,Self,Locale_SubScenario:event_alonesurvivor_01_s_53,False,,,,,1,think,,100,100,1.0,,,,3,sad,,
event_alonesurvivor_01_s_54,40033,event_alonesurvivor_01_s,Speech,neve,Locale_SubScenario:event_alonesurvivor_01_s_54,True,,,,,1,think,,100,2,1.0,,neve,,3,sad,,
event_alonesurvivor_01_s_55,40033,event_alonesurvivor_01_s,Speech,neve,Locale_SubScenario:event_alonesurvivor_01_s_55,True,,,,,1,think,,2,2,1.0,,neve,,3,sad,,
event_alonesurvivor_01_s_56,40033,event_alonesurvivor_01_s,Speech,neve,Locale_SubScenario:event_alonesurvivor_01_s_56,True,,,,,1,think,,2,2,1.0,,neve,,3,sad,,
event_alonesurvivor_01_s_57,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_57,False,,,,,1,think,,2,2,1.0,,ludmilla,,3,sad,,
event_alonesurvivor_01_s_58,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_58,True,,,,,1,think,,2,2,1.0,,ludmilla,,3,sad,,
event_alonesurvivor_01_s_59,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_59,True,,,,,1,idle,,2,2,1.0,,ludmilla,,3,sad,,
event_alonesurvivor_01_s_60,40033,event_alonesurvivor_01_s,Self,Self,Locale_SubScenario:event_alonesurvivor_01_s_60,False,,,,,1,idle,,2,2,1.0,,,,3,sad,,
event_alonesurvivor_01_s_61,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_61,True,,,,,1,idle,,2,10,1.0,,ludmilla,,3,sad,,
event_alonesurvivor_01_s_62,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_62,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,sad,,
event_alonesurvivor_01_s_63,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_63,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_64,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_64,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_65,40033,event_alonesurvivor_01_s,Choice,,Locale_SubScenario:event_alonesurvivor_01_s_65,False,,,,,1,idle,,10,10,1.0,,,,3,idle,,event_alonesurvivor_01_s_67
event_alonesurvivor_01_s_66,40033,event_alonesurvivor_01_s,Choice,,Locale_SubScenario:event_alonesurvivor_01_s_66,False,,,,,1,idle,,10,10,1.0,,,,3,idle,,event_alonesurvivor_01_s_71
event_alonesurvivor_01_s_67,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_67,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_68,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_68,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_69,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_69,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_70,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_70,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,event_alonesurvivor_01_s_76
event_alonesurvivor_01_s_71,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_71,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_72,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_72,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_73,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_73,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_74,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_74,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_75,40033,event_alonesurvivor_01_s,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_01_s_75,True,,,,,1,idle,,10,10,1.0,,ludmilla,,3,idle,,
event_alonesurvivor_01_s_76,40033,event_alonesurvivor_01_s,Self,Self,Locale_SubScenario:event_alonesurvivor_01_s_76,False,,,,,1,idle,,10,10,1.0,,,,3,idle,,
