id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,play_sound,characters/1/hide_char_id,set_camera_shake,characters/0/hide_char_id
event_onemoretime_04_e_13,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_13,True,,1,surprise,,3,sad,,5,delight,,2,2,1.0,,clay,,,,,
event_onemoretime_04_e_14,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_14,True,,1,sad,,3,sad,,5,delight,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_15,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_15,True,,1,sad,,3,sad,,5,sad,,XS_50,XS_50,1.0,,poli_c,,,,,
event_onemoretime_04_e_16,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_16,False,,1,sad,,3,sad,,5,sad,,XS_50,XS_50,1.0,,,event_onemoretime_04_e_28,,,,
event_onemoretime_04_e_17,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_17,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,poli_c,,,,,
event_onemoretime_04_e_18,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_18,False,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,,,,,,,
event_onemoretime_04_e_19,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_19,True,,1,idle,,3,idle,,5,delight,,XS_50,XS_50,1.0,,poli_c,,,,,
event_onemoretime_04_e_20,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_20,True,,1,idle,,3,idle,,5,delight,,XS_50,XS_50,1.0,,poli_c,,,,,
event_onemoretime_04_e_21,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_21,False,,1,idle,,3,no,,5,delight,,XS_50,2,1.0,,,,,,,
event_onemoretime_04_e_22,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_22,False,,1,idle,,3,no,,5,delight,,2,2,1.0,,,,,,,
event_onemoretime_04_e_23,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_23,False,,1,idle,,3,no,,5,delight,,2,2,1.0,,,,,,,
event_onemoretime_04_e_24,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_24,True,,1,surprise,,3,no,,5,delight,,XS_50,XS_50,1.0,,poli_c,,,,,
event_onemoretime_04_e_25,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_25,True,,1,surprise,,3,no,,5,delight,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_26,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_26,True,,1,surprise,,3,no,,5,delight,,2,2,1.0,,clay,,,,,
event_onemoretime_04_e_27,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_27,False,,1,surprise,,3,no,,5,delight,,2,2,1.0,,,,,,,
event_onemoretime_04_e_28,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_28,False,,1,idle,,3,no,,5,idle,,black,black,1.0,,,,,,,
event_onemoretime_04_e_29,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_29,True,,1,idle,,3,no,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_30,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_30,True,,1,idle,,3,no,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_31,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_31,True,,1,idle,,3,no,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_32,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_32,True,,1,idle,,3,no,,5,idle,,4,4,1.0,,poli_c,,,,,
event_onemoretime_04_e_33,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_33,True,,1,idle,,3,no,,5,idle,,4,4,1.0,,clay,,,,,
event_onemoretime_04_e_34,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_34,True,,1,surprise,,3,no,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_35,40044,event_onemoretime_04_e,Self,bay,Locale_SubScenario:event_onemoretime_04_e_35,False,,1,surprise,,3,no,,5,idle,,10,10,1.0,none,,,,,,
event_onemoretime_04_e_36,40044,event_onemoretime_04_e,Narration,bay,Locale_SubScenario:event_onemoretime_04_e_36,False,,1,idle,,3,no,,5,idle,,10,15,1.0,,,,sfx_scn_tapebutton,,,
event_onemoretime_04_e_37,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_37,False,,1,idle,,3,no,,5,idle,,15,15,1.0,,,,,,,
event_onemoretime_04_e_38,40044,event_onemoretime_04_e,Narration,bay,Locale_SubScenario:event_onemoretime_04_e_38,False,,1,delight,,3,idle,,5,idle,,15,150,0.5,event_bgm_onemoretime,,,,,,
event_onemoretime_04_e_39,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_39,False,,1,delight,,3,idle,,5,idle,,150,150,1.0,,,,,,,
event_onemoretime_04_e_40,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_40,True,,1,delight,,3,idle,,5,idle,,1,10,0.5,,bay,,sfx_scn_pompom3,,,
event_onemoretime_04_e_41,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_41,True,,1,delight,,3,idle,,5,idle,,10,10,1.0,,bay,,sfx_scn_pompom2,,,
event_onemoretime_04_e_42,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_42,False,,1,delight,,3,idle,,5,idle,,10,10,1.0,,,,,,,
event_onemoretime_04_e_43,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_43,True,,1,delight,,3,idle,,5,idle,,10,1,1.0,,bay,,,,,
event_onemoretime_04_e_44,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_44,True,,1,delight,,3,special,,5,delight,,1,4,0.7,,clay,,,,,
event_onemoretime_04_e_45,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_45,True,,1,delight,,3,special,,5,delight,,4,4,1.0,,poli_c,,,,,
event_onemoretime_04_e_46,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_46,True,,1,delight,,3,special,,5,delight,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_47,40044,event_onemoretime_04_e,Narration,bay,Locale_SubScenario:event_onemoretime_04_e_47,False,,1,delight,,3,special,,5,idle,,150,15,0.5,,,,,,,
event_onemoretime_04_e_48,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_48,False,,1,delight,,3,special,,5,idle,,black,black,1.0,,,,,,,
event_onemoretime_04_e_49,40044,event_onemoretime_04_e,Narration,bay,Locale_SubScenario:event_onemoretime_04_e_49,False,,1,delight,,3,special,,5,idle,,15,150,0.5,,,,sfx_scn_whooosh,,,
event_onemoretime_04_e_50,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_50,True,,1,delight,,3,special,,5,idle,,10,1,0.5,,bay,,,,,
event_onemoretime_04_e_51,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_51,False,,1,delight,,3,special,,5,idle,,1,1,1.0,,,,,,,
event_onemoretime_04_e_52,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_52,True,,1,delight,,3,sad,,5,idle,,3,3,1.0,,clay,,,,,
event_onemoretime_04_e_53,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_53,False,,1,delight,,3,sad,,5,idle,,3,3,1.0,,,,,,,
event_onemoretime_04_e_54,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_54,False,,1,delight,,3,sad,,5,idle,,3,3,1.0,,,,,,,
event_onemoretime_04_e_55,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_55,True,,1,delight,,3,sad,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_56,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_56,False,,1,delight,,3,sad,,5,idle,,black,black,1.0,,,,,,,
event_onemoretime_04_e_57,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_57,True,,1,idle,,3,idle,,5,idle,,3,30,0.5,,clay,,,,,
event_onemoretime_04_e_58,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_58,False,,1,idle,,3,idle,,5,idle,,30,30,1.0,,,,,,,
event_onemoretime_04_e_59,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_59,False,,1,idle,,3,idle,,5,idle,,30,30,1.0,,,,,,,
event_onemoretime_04_e_60,40044,event_onemoretime_04_e,Narration,clay,Locale_SubScenario:event_onemoretime_04_e_60,False,,1,idle,,3,idle,,5,idle,,30,3,0.5,,,,,,,
event_onemoretime_04_e_61,40044,event_onemoretime_04_e,Narration,clay,Locale_SubScenario:event_onemoretime_04_e_61,False,,1,idle,,3,idle,,5,idle,,3,3,1.0,,,,sfx_scn_heavytrip,clay,Low_2,
event_onemoretime_04_e_62,40044,event_onemoretime_04_e,Self,clay,Locale_SubScenario:event_onemoretime_04_e_62,False,,1,idle,,,,,5,idle,,3,3,1.0,,,,,,,
event_onemoretime_04_e_63,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_63,False,,1,idle,,,,,5,idle,,3,3,1.0,,,,,,,
event_onemoretime_04_e_64,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_64,True,,1,idle,clay,3,shy,,5,idle,,3,2,1.0,,clay,,,,,
event_onemoretime_04_e_65,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_65,True,,1,angry,,3,shy,,5,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_66,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_66,True,,1,angry,,3,shy,,5,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_67,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_67,True,,1,angry,,3,worry,,5,idle,,2,2,1.0,,clay,,,,,
event_onemoretime_04_e_68,40044,event_onemoretime_04_e,Monologue,clay,Locale_SubScenario:event_onemoretime_04_e_68,False,,1,angry,,3,worry,,5,idle,,black,black,1.0,,,,,,,
event_onemoretime_04_e_69,40044,event_onemoretime_04_e,Narration,clay,Locale_SubScenario:event_onemoretime_04_e_69,False,,1,idle,,3,worry,,5,idle,,black,black,1.0,none,,,,,,
event_onemoretime_04_e_70,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_70,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,bgm_frostpillar,bay,,,,,
event_onemoretime_04_e_71,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_71,True,,1,idle,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_72,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_72,True,,1,surprise,,3,idle,,5,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_73,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_73,True,,1,surprise,,3,no,,5,idle,,10,4,1.0,,clay,,,,,
event_onemoretime_04_e_74,40044,event_onemoretime_04_e,Speech,clay,Locale_SubScenario:event_onemoretime_04_e_74,True,,1,idle,,3,no,,5,idle,,4,4,1.0,,clay,,,,,
event_onemoretime_04_e_75,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_75,True,,1,idle,,3,no,,5,idle,,4,4,1.0,,poli_c,,,,,
event_onemoretime_04_e_76,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_76,False,,1,worry,,3,no,,5,idle,,4,2,1.0,,bay,,,,,
event_onemoretime_04_e_77,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_77,True,,1,idle,,3,no,,5,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_78,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_78,True,,1,idle,,3,no,,5,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_79,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_79,False,,1,idle,,3,no,,5,idle,,2,2,1.0,,,,,clay,,
event_onemoretime_04_e_80,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_80,True,,1,idle,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_81,40044,event_onemoretime_04_e,Self,bay,Locale_SubScenario:event_onemoretime_04_e_81,False,,1,idle,,,,,3,idle,,2,2,1.0,,,,,,,
event_onemoretime_04_e_82,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_82,True,,1,idle,,,,,3,sad,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_83,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_83,True,,1,worry,,,,,3,sad,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_84,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_84,True,,1,sad,,,,,3,sad,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_85,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_85,True,,1,sad,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_86,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_86,True,,1,sad,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_87,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_87,True,,1,sad,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_88,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_88,True,,1,sad,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_89,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_89,True,,1,worry,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_90,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_90,True,,1,sad,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_91,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_91,True,,1,sad,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_92,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_92,False,,1,sad,,,,,3,idle,,2,2,1.0,,,,,,,
event_onemoretime_04_e_93,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_93,True,,1,sad,,,,,3,idle,,2,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_94,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_94,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_95,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_95,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,bay,,,,,
event_onemoretime_04_e_96,40044,event_onemoretime_04_e,Monologue,bay,Locale_SubScenario:event_onemoretime_04_e_96,False,,1,sad,,,,,3,idle,,black,black,1.0,,,,,,,
event_onemoretime_04_e_97,40044,event_onemoretime_04_e,Self,bay,Locale_SubScenario:event_onemoretime_04_e_97,False,,1,sad,,,,,3,idle,,10,10,1.0,,,,,,,
event_onemoretime_04_e_98,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_98,True,,1,sad,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_99,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_99,True,,1,worry,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_100,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_100,True,,1,worry,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_101,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_101,True,,1,worry,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_102,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_102,True,,1,sad,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_103,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_103,True,,1,sad,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_104,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_104,True,,1,sad,,,,,3,sad,,10,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_105,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_105,True,,1,sad,,,,,3,sad,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_106,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_106,True,,1,sad,,,,,3,idle,,2,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_107,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_107,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_108,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_108,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_109,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_109,True,,1,sad,,,,,3,sad,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_110,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_110,False,,1,sad,,,,,3,sad,,XS_30,XS_30,1.0,,bay,,,,,
event_onemoretime_04_e_111,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_111,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_112,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_112,True,,1,surprise,,,,,3,idle,,XS_30,2,1.0,,bay,,,,,
event_onemoretime_04_e_113,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_113,True,,1,surprise,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_114,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_114,True,,1,surprise,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_115,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_115,False,,1,worry,,,,,3,idle,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_116,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_116,True,,1,worry,,,,,3,idle,,2,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_117,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_117,True,,1,worry,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_118,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_118,True,,1,worry,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_119,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_119,False,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,bay,,,,,
event_onemoretime_04_e_120,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_120,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_121,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_121,False,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,
event_onemoretime_04_e_122,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_122,False,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,,,,,,
event_onemoretime_04_e_123,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_123,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_124,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_124,True,,1,sad,,,,,3,idle,,XS_30,XS_30,1.0,,poli_c,,,,,
event_onemoretime_04_e_125,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_125,False,,1,sad,,,,,3,idle,,XS_30,2,1.0,,bay,,,,,
event_onemoretime_04_e_126,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_126,True,,1,sad,,,,,3,idle,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_127,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_127,True,,1,sad,,,,,3,sad,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_128,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_128,True,,1,sad,,,,,3,sad,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_129,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_129,False,,1,sad,,,,,3,sad,,2,2,1.0,,bay,,,,,
event_onemoretime_04_e_130,40044,event_onemoretime_04_e,Narration,bay,Locale_SubScenario:event_onemoretime_04_e_130,False,,1,angry,,,,,3,idle,,black,black,1.0,none,,,sfx_scn_clothrustle,,,
event_onemoretime_04_e_131,40044,event_onemoretime_04_e,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_e_131,False,,1,angry,,,,,3,surprise,,2,2,1.0,,poli_c,,,,,
event_onemoretime_04_e_132,40044,event_onemoretime_04_e,Self,poli_c,Locale_SubScenario:event_onemoretime_04_e_132,False,,1,angry,,,,,3,surprise,,2,2,1.0,,,,,,,
event_onemoretime_04_e_133,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_133,True,,1,idle,,,,,3,idle,,2,10,1.0,bgm_story_marrybad,bay,,,,,
event_onemoretime_04_e_134,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_134,True,,1,idle,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_135,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_135,True,,1,idle,,,,,3,idle,,10,10,1.0,,bay,,,,,
event_onemoretime_04_e_136,40044,event_onemoretime_04_e,Speech,bay,Locale_SubScenario:event_onemoretime_04_e_136,True,,1,delight,,,,,3,idle,,10,10,1.0,,bay,,,,,
