id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_coinsinrush1_05_s_14,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_14,True,,12,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_15,40088,event_coinsinrush1_05_s,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush1_05_s_15,True,,12,4,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_16,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_16,True,,4,4,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_17,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_17,True,,4,10,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_18,40088,event_coinsinrush1_05_s,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_05_s_18,True,,150,150,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_19,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_19,False,,10,10,1.0,,,,,1,surprise3,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_20,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_20,True,,10,2,1.0,,,,,1,surprise2,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_21,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_21,True,,2,2,1.0,,,,,1,surprise2,,,3,delight,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_22,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_22,True,,2,2,1.0,,,,,1,surprise2,,,3,delight,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_23,40088,event_coinsinrush1_05_s,Self,exia_b,,Locale_MainScenario:event_coinsinrush1_05_s_23,False,,2,2,1.0,,,,,1,surprise2,,,3,delight,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_24,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_24,True,,2,10,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_25,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_25,True,,10,10,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,surprise,,,15,special,
event_coinsinrush1_05_s_26,40088,event_coinsinrush1_05_s,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush1_05_s_26,True,,10,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,special,
event_coinsinrush1_05_s_27,40088,event_coinsinrush1_05_s,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush1_05_s_27,True,,12,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,special,
event_coinsinrush1_05_s_28,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_28,True,,12,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,special,
event_coinsinrush1_05_s_29,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_29,True,,12,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,special,
event_coinsinrush1_05_s_30,40088,event_coinsinrush1_05_s,Self,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_30,False,,12,12,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,special,
event_coinsinrush1_05_s_31,40088,event_coinsinrush1_05_s,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_05_s_31,True,,150,150,1.0,,,,,1,good,,,3,idle,,,5,idle,,,13,idle,,,15,shy2,
event_coinsinrush1_05_s_32,40088,event_coinsinrush1_05_s,Narration,,,Locale_MainScenario:event_coinsinrush1_05_s_32,False,,black,black,1.0,none,black,,,1,good,milk_b,,7,idle,,,5,idle,bay_b,,13,idle,rouge_b,,15,shy2,ade_b
event_coinsinrush1_05_s_33,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_33,True,,S_70,S_70,1.0,,,,,,,,,7,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_34,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_34,True,,S_70,S_70,1.0,event_bgm_coinsinrush,,,,,,,,7,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_35,40088,event_coinsinrush1_05_s,Speech,exia_b,exia_b,Locale_MainScenario:event_coinsinrush1_05_s_35,True,,S_70,S_70,1.0,,,,rouge_b,17,think,,,7,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_36,40088,event_coinsinrush1_05_s,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush1_05_s_36,True,CoinRushMainHall,S_70,170,1.0,,,,,17,think,,,7,idle,exia_b,,,,,,,,,,,,
event_coinsinrush1_05_s_37,40088,event_coinsinrush1_05_s,Speech,rouge_b,rouge_b,Locale_MainScenario:event_coinsinrush1_05_s_37,True,,170,170,1.0,,,,,17,think,,,,,,bay_b,9,surprise,,,,,,,,,
event_coinsinrush1_05_s_38,40088,event_coinsinrush1_05_s,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush1_05_s_38,True,Corridor,170,90,1.0,,,,,17,think,rouge_b,,,,,,9,surprise,,,,,,,,,
event_coinsinrush1_05_s_39,40088,event_coinsinrush1_05_s,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush1_05_s_39,True,,90,90,1.0,,,,,,,,,,,,,9,idle,,,,,,,,,
event_coinsinrush1_05_s_40,40088,event_coinsinrush1_05_s,Self,bay_b,,Locale_MainScenario:event_coinsinrush1_05_s_40,False,,90,90,1.0,,,,,,,,,,,,,9,idle,,,,,,,,,
event_coinsinrush1_05_s_41,40088,event_coinsinrush1_05_s,Speech,bay_b,bay_b,Locale_MainScenario:event_coinsinrush1_05_s_41,True,,90,90,1.0,,,,milk_b,1,good,,ade_b,3,idle,,,9,idle,,,,,,,,,
event_coinsinrush1_05_s_42,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_42,True,CoinRushDrinkZone,90,2,1.0,,,,,1,good,,,3,idle,,,9,idle,bay_b,,,,,,,,
event_coinsinrush1_05_s_43,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_43,True,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_44,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_44,True,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_45,40088,event_coinsinrush1_05_s,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_05_s_45,True,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_46,40088,event_coinsinrush1_05_s,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_05_s_46,True,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_47,40088,event_coinsinrush1_05_s,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_05_s_47,False,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_48,40088,event_coinsinrush1_05_s,Self,ade_b,,Locale_MainScenario:event_coinsinrush1_05_s_48,False,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_49,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_49,True,,2,2,1.0,,,,,1,good,,,3,idle,,,,,,,,,,,,,
event_coinsinrush1_05_s_50,40088,event_coinsinrush1_05_s,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_50,False,,black,black,1.0,,,,,1,good,,,3,idle,ade_b,,,,,,,,,,,,
event_coinsinrush1_05_s_51,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_51,True,,10,10,1.0,,,,,1,delight3,,,,,,,,,,,,,,,,,
event_coinsinrush1_05_s_52,40088,event_coinsinrush1_05_s,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_52,False,,10,10,1.0,,,,,1,delight3,,,,,,,,,,,,,,,,,
event_coinsinrush1_05_s_53,40088,event_coinsinrush1_05_s,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_53,False,,10,10,1.0,,,,,1,delight3,,,,,,,,,,,,,,,,,
event_coinsinrush1_05_s_54,40088,event_coinsinrush1_05_s,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_54,False,,10,10,1.0,,,,,1,delight3,,,,,,,,,,,,,,,,,
event_coinsinrush1_05_s_55,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_55,True,,10,100,1.0,,,,,1,good,,,,,,,,,,,,,,,,,
event_coinsinrush1_05_s_56,40088,event_coinsinrush1_05_s,Narration,,,Locale_MainScenario:event_coinsinrush1_05_s_56,False,,black,black,1.0,,,sfx_scn_cupwaterfall,,1,good,,ade_b,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_57,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_57,True,,100,100,1.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_58,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_58,True,,100,100,1.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_59,40088,event_coinsinrush1_05_s,Speech,milk_b,milk_b,Locale_MainScenario:event_coinsinrush1_05_s_59,True,,100,100,1.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_60,40088,event_coinsinrush1_05_s,Speech,ade_b,ade_b,Locale_MainScenario:event_coinsinrush1_05_s_60,True,,70,70,1.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_61,40088,event_coinsinrush1_05_s,Self,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_61,False,,70,70,1.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
event_coinsinrush1_05_s_62,40088,event_coinsinrush1_05_s,Monologue,milk_b,,Locale_MainScenario:event_coinsinrush1_05_s_62,False,,10,100,2.0,,,,,1,shy3,,,7,angry,,,,,,,,,,,,,
