id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/4/hide_char_id,characters/2/hide_char_id,set_filter_01,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_ce006_2_04_e_14,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_14,True,,4,idle,,6,angry,,2,idle,,15,no,,18,idle,,180,180,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_15,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_15,False,,4,idle,,6,angry,,2,idle,,15,no,,18,idle,,black,black,1.0,,,sfx_scn_groundcreakweak,,,,,,,,,,,
event_ce006_2_04_e_16,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_16,True,,4,idle,,6,angry,,2,idle,,15,no,,18,idle,,180,180,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_17,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_17,False,,4,idle,,6,angry,,2,idle,,15,no,,18,idle,,black,black,1.0,,,sfx_scn_groundcreak,,,,,,,,,,,
event_ce006_2_04_e_18,40080,event_ce006_2_04_e,Monologue,roam,Locale_MainScenario:event_ce006_2_04_e_18,False,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,black,black,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_19,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_19,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,150,150,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_20,40080,event_ce006_2_04_e,Speech,neon,Locale_MainScenario:event_ce006_2_04_e_20,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,3,3,1.0,,neon,,,,,,,,,,,,
event_ce006_2_04_e_21,40080,event_ce006_2_04_e,Speech,rapi,Locale_MainScenario:event_ce006_2_04_e_21,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,3,3,1.0,,rapi,,,,,,,,,,,,
event_ce006_2_04_e_22,40080,event_ce006_2_04_e,Speech,neon,Locale_MainScenario:event_ce006_2_04_e_22,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,3,3,1.0,,neon,,,,,,,,,,,,
event_ce006_2_04_e_23,40080,event_ce006_2_04_e,Speech,rapi,Locale_MainScenario:event_ce006_2_04_e_23,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,3,3,1.0,,rapi,,,,,,,,,,,,
event_ce006_2_04_e_24,40080,event_ce006_2_04_e,Narration,rapi,Locale_MainScenario:event_ce006_2_04_e_24,False,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,black,black,1.0,,,sfx_scn_groundcreak,,,,,,,,,,,
event_ce006_2_04_e_25,40080,event_ce006_2_04_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_04_e_25,False,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,black,black,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_26,40080,event_ce006_2_04_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_2_04_e_26,False,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,1500,150,1.3,,,,,,,,,,,,,,
event_ce006_2_04_e_27,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_27,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,150,150,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_28,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_28,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,190,190,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_29,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_29,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,150,150,1.0,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_30,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_30,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,190,190,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_31,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_31,True,,4,idle,,6,angry,,2,idle,,15,no,,19,idle,,190,190,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_32,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_32,False,,4,idle,,6,angry,,2,idle,,15,angry,,19,idle,,black,black,1.0,none,,sfx_scn_groundbreak,roam,,,,,,,,,,
event_ce006_2_04_e_33,40080,event_ce006_2_04_e,Monologue,roam,Locale_MainScenario:event_ce006_2_04_e_33,False,,4,idle,,6,angry,,2,idle,,15,angry,,,,,black,black,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_34,40080,event_ce006_2_04_e,Monologue,roam,Locale_MainScenario:event_ce006_2_04_e_34,False,,4,idle,,6,angry,,2,idle,,15,angry,,,,,black,black,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_35,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_35,True,,4,idle,,6,angry,,2,idle,,15,angry,,,,,15,150,0.7,,ce006_01,,,,,,,,,,,,
event_ce006_2_04_e_36,40080,event_ce006_2_04_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_2_04_e_36,False,,4,idle,,6,angry,,2,idle,,15,angry,,,,,black,black,1.0,,,,,,,,,,,,,,
event_ce006_2_04_e_37,40080,event_ce006_2_04_e,Narration,ce006_01,Locale_MainScenario:event_ce006_2_04_e_37,False,,4,idle,,3,void,,2,idle,,1,angry,roam,13,idle,Drain,black,black,1.0,,,sfx_scn_crackle,,rapi,Grey,black,,,,,,,
event_ce006_2_04_e_38,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_38,True,,4,idle,,3,void,,,,,1,idle,,13,idle,,12,12,1.0,bgm_story_monochrome,ce006_01,,,,Grey,,,,,,,,
event_ce006_2_04_e_39,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_39,True,,4,idle,,3,void,,,,,1,idle,,13,idle,,12,12,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_40,40080,event_ce006_2_04_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_04_e_40,True,,4,idle,,3,void,,,,,1,idle,,13,idle,,12,12,1.0,,ce006_01,,,,Grey,,,,,,,,
event_ce006_2_04_e_41,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_41,True,,4,idle,,3,void,,,,,1,idle,,13,idle,,12,12,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_42,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_42,True,,4,idle,,3,void,,,,,1,idle,,13,idle,,12,12,1.0,,roam,,,,Grey,,,,,,,,
event_ce006_2_04_e_43,40080,event_ce006_2_04_e,Speech,anis,Locale_MainScenario:event_ce006_2_04_e_43,True,,5,idle,,3,void,,,,,1,idle,,13,idle,,12,2,1.3,,anis,,,,Grey,,,,,,,,
event_ce006_2_04_e_44,40080,event_ce006_2_04_e,Speech,com,Locale_MainScenario:event_ce006_2_04_e_44,True,,5,idle,,3,void,,,,,1,idle,,2,idle,artcity_d,black,black,1.0,,com,,,,Grey,black,neon,anis,ce006_01,com,12,idle,
event_ce006_2_04_e_45,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_45,True,,,,,,,,,,,,,,2,idle,,1,1,1.0,,roam,,,,Grey,,,,,,12,idle,
event_ce006_2_04_e_46,40080,event_ce006_2_04_e,Speech,com,Locale_MainScenario:event_ce006_2_04_e_46,True,,,,,,,,,,,,,,2,idle,,1,1,1.0,,com,,,,Grey,,,,,,12,idle,
event_ce006_2_04_e_47,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_47,True,,,,,,,,,,,,,,2,idle,,1,1,1.0,,roam,,,,Grey,,,,,,12,idle,
event_ce006_2_04_e_48,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_48,True,,,,,,,,,,,,,,2,idle,,1,1,1.0,,roam,,,,Grey,,,,,,12,idle,
event_ce006_2_04_e_49,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_49,True,,,,,,,,,,,,,,2,idle,,1,1,1.0,,roam,,,,Grey,,,,,,12,idle,
event_ce006_2_04_e_50,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_50,False,,,,,,,,,,,,,,1,idle,EventScene_memoriesteller_04_01,black,black,1.0,,,sfx_scn_memorynoise,roam,,,,,,,,12,idle,com
event_ce006_2_04_e_51,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_51,True,,,,,,,,,,,,,,,,,black,black,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_52,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_52,True,,,,,,,,,,,,,,,,,memoriesteller_04_01_01,1,1.3,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_53,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_53,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_54,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_54,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_55,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_55,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_56,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_56,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_57,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_57,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_58,40080,event_ce006_2_04_e,Narration,girlvoice,Locale_MainScenario:event_ce006_2_04_e_58,False,,,,,,,,,,,,,,,,,black,black,1.0,,,sfx_scn_memorynoise,,,,,,,,,,,
event_ce006_2_04_e_59,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_59,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_60,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_60,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_61,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_61,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_62,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_62,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_63,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_63,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_64,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_64,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_65,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_65,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_66,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_66,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_67,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_67,False,,,,,,,,,,,,,,,,EventScene_memoriesteller_04_02,black,black,1.0,,,sfx_scn_memorynoise,,,,,,,,,,,
event_ce006_2_04_e_68,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_68,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_01,memoriesteller_04_02_02,1.3,,roam,,,,,,,,,,,,
event_ce006_2_04_e_69,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_69,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_70,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_70,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_71,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_71,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_72,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_72,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_73,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_73,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_74,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_74,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_75,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_75,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_76,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_76,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_77,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_77,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_78,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_78,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_79,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_79,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_80,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_80,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_81,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_81,False,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_82,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_82,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_83,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_83,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_84,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_84,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_85,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_85,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_86,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_86,False,,,,,,,,,,,,,,,,,black,black,1.0,,,sfx_scn_memorynoise,,,,,,,,,,,
event_ce006_2_04_e_87,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_87,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.3,,roam,,,,,,,,,,,,
event_ce006_2_04_e_88,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_88,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_89,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_89,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_90,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_90,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_91,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_91,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_92,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_92,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_93,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_93,True,,,,,,,,,,,,,,,,,memoriesteller_04_02_02,memoriesteller_04_02_02,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_94,40080,event_ce006_2_04_e,Narration,roam,Locale_MainScenario:event_ce006_2_04_e_94,False,,,,,,,,,,,,,,,,EventScene_memoriesteller_04_03,black,black,1.0,,,sfx_scn_memorynoise,,,,,,,,,,,
event_ce006_2_04_e_95,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_95,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_96,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_96,True,,,,,,,,,,,,,,,,,black,black,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_97,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_97,True,,,,,,,,,,,,,,,,,black,black,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_98,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_98,False,,,,,,,,,,,,,,,,,1,memoriesteller_04_03_01,1.5,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_99,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_99,True,,,,,,,,,,,,,,,,,memoriesteller_04_03_01,memoriesteller_04_03_01,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_100,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_100,False,,,,,,,,,,,,,,,,,memoriesteller_04_03_01,memoriesteller_04_03_01,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_101,40080,event_ce006_2_04_e,Narration,girlvoice,Locale_MainScenario:event_ce006_2_04_e_101,False,,,,,,,,,,,,,,,,EventScene_memoriesteller_04_05,black,black,1.0,,,sfx_scn_memorynoise,,,,,,,,,,,
event_ce006_2_04_e_102,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_102,True,,,,,,,,,,,,,,,,,memoriesteller_04_04_01,1,1.3,,roam,,,,,,,,,,,,
event_ce006_2_04_e_103,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_103,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_104,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_104,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_105,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_105,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_106,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_106,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_107,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_107,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_108,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_108,False,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_109,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_109,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_110,40080,event_ce006_2_04_e,Speech,roam,Locale_MainScenario:event_ce006_2_04_e_110,True,,,,,,,,,,,,,,,,,1,1,1.0,,roam,,,,,,,,,,,,
event_ce006_2_04_e_111,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_111,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
event_ce006_2_04_e_112,40080,event_ce006_2_04_e,Speech,girlvoice,Locale_MainScenario:event_ce006_2_04_e_112,True,,,,,,,,,,,,,,,,,1,1,1.0,,girlvoice,,,,,,,,,,,,
