id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_absolute1_04_e_15,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_15,True,,1,angry,,1,1,1.0,,eunhwa_t,,,,,,,
event_absolute1_04_e_16,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_16,False,,1,angry,,1,1,1.0,,,,,,,,,
event_absolute1_04_e_17,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_17,True,,1,idle,,1,10,1.3,,eunhwa_t,,,,,,,
event_absolute1_04_e_18,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_18,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_19,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_19,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_20,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_20,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_21,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_21,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_22,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_22,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_23,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_23,False,,1,idle,,black,black,1.0,,,,,,,,,
event_absolute1_04_e_24,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_24,True,,1,angry,,black,black,1.0,,eunhwa_t,,,,,,,
event_absolute1_04_e_25,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_25,True,,1,angry,,black,black,1.0,,eunhwa_t,,,,,,,
event_absolute1_04_e_26,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_26,True,,1,angry,,black,black,1.0,,eunhwa_t,,,,,,,
event_absolute1_04_e_27,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_27,True,,1,angry,,10,100,1.3,,eunhwa_t,,,,,,,
event_absolute1_04_e_28,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_28,True,,1,angry,SimulationRoom,100,300,1.3,none,emma_t,,emma_t,3,idle,vesti_t,13,idle
event_absolute1_04_e_29,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_29,True,,1,angry,,300,30,1.3,,emma_t,,,3,idle,,13,idle
event_absolute1_04_e_30,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_30,True,,1,angry,,30,30,1.0,,emma_t,,,3,idle,,13,idle
event_absolute1_04_e_31,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_31,True,,1,idle,,30,2,1.3,bgm_theruinedcity,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_32,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_32,True,,1,idle,,2,2,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_33,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_33,True,,1,idle,,2,2,1.0,,emma_t,,,3,idle,,13,idle
event_absolute1_04_e_34,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_34,True,,1,idle,,2,2,1.0,,emma_t,,,3,idle,,13,idle
event_absolute1_04_e_35,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_35,True,,1,idle,,2,2,1.0,,emma_t,,,3,idle,,13,idle
event_absolute1_04_e_36,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_36,True,,1,idle,,2,2,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_37,40086,event_absolute1_04_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_04_e_37,True,,1,idle,,2,12,1.3,,vesti_t,,,3,idle,,13,idle
event_absolute1_04_e_38,40086,event_absolute1_04_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_04_e_38,True,,1,idle,,12,12,1.0,,vesti_t,,,3,idle,,13,idle
event_absolute1_04_e_39,40086,event_absolute1_04_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_04_e_39,True,,1,idle,,12,12,1.0,,vesti_t,,,3,idle,,13,idle
event_absolute1_04_e_40,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_40,True,,1,idle,,12,12,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_41,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_41,True,,1,idle,,12,12,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_42,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_42,True,,1,idle,,12,10,1.3,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_43,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_43,True,,1,idle,,10,10,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_44,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_44,False,,1,idle,,10,10,1.0,,,sfx_scn_phonebell,,3,idle,,13,idle
event_absolute1_04_e_45,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_45,True,,1,surprise,,10,10,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_46,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_46,True,,1,idle,,10,10,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_47,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_47,True,,1,idle,,10,100,1.3,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_48,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_48,True,,1,angry,,100,100,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_49,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_49,True,,1,angry,,100,100,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_50,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_50,True,,1,idle,,100,10,1.3,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_51,40086,event_absolute1_04_e,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_51,False,,1,idle,,black,black,1.0,,,sfx_scn_phoneonce,,3,idle,,13,idle
event_absolute1_04_e_52,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_52,False,,1,idle,,10,10,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_53,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_53,True,,1,idle,,10,10,1.0,,eunhwa_t,,,3,idle,,13,idle
event_absolute1_04_e_54,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_54,True,,1,idle,,30,30,1.0,,emma_t,,,3,surprise,,13,idle
event_absolute1_04_e_55,40086,event_absolute1_04_e,Speech,emma_t,Locale_MainScenario:event_absolute1_04_e_55,True,,1,idle,,30,30,1.0,,emma_t,,,3,surprise,,13,idle
event_absolute1_04_e_56,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_56,True,,1,idle,,10,10,1.0,,eunhwa_t,,,3,surprise,,13,idle
event_absolute1_04_e_57,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_57,True,,1,idle,,10,10,1.0,,eunhwa_t,,,3,surprise,,13,idle
event_absolute1_04_e_58,40086,event_absolute1_04_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_04_e_58,True,,1,idle,,10,100,1.3,,eunhwa_t,,,3,surprise,,13,idle
