id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,set_camera_shake,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_jinxplayer_06_e_25,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_25,False,,3,think,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_26,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_26,False,,3,think,,1,idle,,170,17,0.3,,sfx_scn_naturalswitch,,,,,,,,,,,,
event_jinxplayer_06_e_27,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_27,False,,3,think,,1,idle,,17,17,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_28,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_28,True,,3,no,,1,idle,,17,17,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_29,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_29,True,,3,no,,1,idle,,17,17,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_30,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_30,True,,3,no,,1,idle,,17,170,0.3,,,,,,,,,,,,,,
event_jinxplayer_06_e_31,40058,event_jinxplayer_06_e,Speech,audience01,audience01,Locale_SubScenario:event_jinxplayer_06_e_31,True,,3,no,,1,idle,,170,170,1.0,,sfx_scn_crowdcheer,,,,,,,,,,,,
event_jinxplayer_06_e_32,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_32,False,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_33,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_33,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_34,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_34,True,,3,sad,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_35,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_35,False,,3,sad,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_36,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_36,True,,3,sad,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_37,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_37,True,,3,sad,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_38,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_38,True,,3,sad,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_39,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_39,True,,3,sad,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_40,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_40,True,,3,sad,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_41,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_41,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_42,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_42,False,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_43,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_43,False,,3,think,,1,idle,,black,black,1.0,none,,,,,,,,,,,,,
event_jinxplayer_06_e_44,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_44,False,,3,think,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_45,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_45,True,,3,think,,1,idle,,2,2,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,,,
event_jinxplayer_06_e_46,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_46,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_47,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_47,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_48,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_48,False,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_49,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_49,False,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_50,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_50,True,,3,no,,1,idle,,2,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_51,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_51,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_52,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_52,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_53,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_53,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_54,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_54,True,,3,sad,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_55,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_55,False,,3,sad,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_56,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_56,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_57,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_57,True,,3,no,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_58,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_58,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_59,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_59,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_60,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_60,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_61,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_61,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_62,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_62,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_63,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_63,True,,3,think,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_64,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_64,True,,3,think,,1,idle,,30,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_65,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_65,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_66,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_66,False,,3,think,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_67,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_67,True,,3,no,,1,idle,,30,300,0.3,none,,,,,,,,,,,,,
event_jinxplayer_06_e_68,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_68,False,,3,no,,1,idle,,300,300,1.0,,sfx_scn_carddraw,,,,,,,,,,,,
event_jinxplayer_06_e_69,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_69,False,,3,no,,1,idle,,300,30,0.3,,,,,,,,,,,,,,
event_jinxplayer_06_e_70,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_70,False,,3,no,,1,idle,,black,black,1.0,bgm_story_epicjazzymoods,,,,,,,,,,,,,
event_jinxplayer_06_e_71,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_71,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_72,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_72,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_73,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_73,True,,3,think,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_74,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_74,True,,3,idle,,1,idle,,2,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_75,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_75,True,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_76,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_76,True,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_77,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_77,False,,3,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_78,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_78,False,,3,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_79,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_79,False,,3,idle,,1,idle,,black,black,1.0,,,rouge,fancyfemale,jinxplayer_event,1,idle,,,,,,,
event_jinxplayer_06_e_80,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_80,False,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,none,sfx_scn_card_1,,,,1,idle,,,,,,,
event_jinxplayer_06_e_81,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_81,False,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,event_bgm_bunny777,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_82,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_82,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_83,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_83,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_84,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_84,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_85,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_85,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_86,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_86,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_87,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_87,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_88,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_88,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_89,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_89,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_90,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_90,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_91,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_91,False,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_92,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_92,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_93,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_93,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_94,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_94,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_95,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_95,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_96,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_96,True,,,,,,,,jinxplayer_01,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_97,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_97,True,,,,,,,,jinxplayer_01,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_98,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_98,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_99,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_99,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_100,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_100,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_101,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_101,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_102,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_102,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_103,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_103,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_104,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_104,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_105,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_105,True,,,,,,,,jinxplayer_02,jinxplayer_02,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_106,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_106,True,,,,,,,,jinxplayer_02,jinxplayer_01,1.0,,,,,,1,idle,,,,,,,
event_jinxplayer_06_e_107,40058,event_jinxplayer_06_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_06_e_107,False,rouge,3,idle,fancyfemale,1,idle,,black,black,1.0,,,,,,1,idle,jinxplayer_event,,,,,,
event_jinxplayer_06_e_108,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_108,False,,3,idle,,1,idle,,17,170,0.3,,sfx_scn_carddraw,,,,,,,,,,,,
event_jinxplayer_06_e_109,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_109,False,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_110,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_110,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_111,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_111,True,,3,idle,,1,idle,,17,170,0.3,,,,,,,,,,,,,,
event_jinxplayer_06_e_112,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_112,True,,3,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_113,40058,event_jinxplayer_06_e,Speech,mc,mc,Locale_SubScenario:event_jinxplayer_06_e_113,True,,3,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_114,40058,event_jinxplayer_06_e,Speech,audience01,audience01,Locale_SubScenario:event_jinxplayer_06_e_114,True,,3,idle,,1,idle,,170,17,0.3,,sfx_scn_crowdcheer,,,,,,,,,,,,
event_jinxplayer_06_e_115,40058,event_jinxplayer_06_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_06_e_115,False,,3,idle,,1,idle,,2,2,1.0,,sfx_scn_solidtablehit,,,,,,,Low_2,,,,,
event_jinxplayer_06_e_116,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_116,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_117,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_117,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_118,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_118,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_119,40058,event_jinxplayer_06_e,Speech,fancyfemale,fancyfemale,Locale_SubScenario:event_jinxplayer_06_e_119,True,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_120,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_120,True,,3,idle,,1,idle,,2,30,1.0,,,,,,,,,,,,,,
event_jinxplayer_06_e_121,40058,event_jinxplayer_06_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_06_e_121,True,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
