id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_newflavor_03_s_16,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_16,True,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,sad
event_newflavor_03_s_17,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_17,True,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,sad
event_newflavor_03_s_18,40073,event_newflavor_03_s,Self,crust,,Locale_SubScenario:event_newflavor_03_s_18,False,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,sad
event_newflavor_03_s_19,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_19,True,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,delight
event_newflavor_03_s_20,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_20,True,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,idle
event_newflavor_03_s_21,40073,event_newflavor_03_s,Self,crust,,Locale_SubScenario:event_newflavor_03_s_21,False,,XS_130,XS_130,1.0,,,,,,,,,1,no,,13,idle
event_newflavor_03_s_22,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_22,True,,12,12,1.0,bgm_story_cottoncandy,black,,,,,,,1,idle,,13,idle
event_newflavor_03_s_23,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_23,True,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_newflavor_03_s_24,40073,event_newflavor_03_s,Self,crust,,Locale_SubScenario:event_newflavor_03_s_24,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_newflavor_03_s_25,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_25,True,,12,12,1.0,,,,,,,,,1,idle,,13,delight
event_newflavor_03_s_26,40073,event_newflavor_03_s,Narration,crust,,Locale_SubScenario:event_newflavor_03_s_26,False,MaidCafe,black,black,1.0,,,sfx_scn_toyshopbell,ade,3,delight,,,1,idle,,13,delight
event_newflavor_03_s_27,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_27,True,,30,3,1.3,,,,,3,delight,,,1,idle,,13,delight
event_newflavor_03_s_28,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_28,True,,3,3,1.0,,,,,3,idle,,,1,idle,,13,delight
event_newflavor_03_s_29,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_29,True,,3,12,1.5,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_30,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_30,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_31,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_31,False,,12,12,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_32,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_32,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_33,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_33,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_34,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_34,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_35,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_35,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_36,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_36,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_37,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_37,True,,30,30,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_38,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_38,True,,30,30,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_39,40073,event_newflavor_03_s,Narration,ade,,Locale_SubScenario:event_newflavor_03_s_39,False,,black,black,1.0,,,sfx_scn_chair,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_40,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_40,True,,12,12,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_41,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_41,False,,12,12,1.0,,,,,3,delight,,,1,no,,13,idle
event_newflavor_03_s_42,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_42,True,,30,30,1.0,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_43,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_43,True,,12,12,1.0,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_44,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_44,False,,12,12,1.0,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_45,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_45,True,,12,2,1.3,,,,,3,worried,,,1,no,,13,idle
event_newflavor_03_s_46,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_46,True,,2,2,1.0,,,,,3,worried,,,1,no,,13,idle
event_newflavor_03_s_47,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_47,True,,2,2,1.0,,,,,3,worried,,,1,idle,,13,idle
event_newflavor_03_s_48,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_48,True,,2,2,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_49,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_49,True,,2,2,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_50,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_50,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_51,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_51,True,,2,12,1.3,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_52,40073,event_newflavor_03_s,Self,crust,,Locale_SubScenario:event_newflavor_03_s_52,False,,12,12,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_53,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_53,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,surprise
event_newflavor_03_s_54,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_54,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_55,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_55,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_56,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_56,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_57,40073,event_newflavor_03_s,Self,ade,,Locale_SubScenario:event_newflavor_03_s_57,False,,30,30,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_58,40073,event_newflavor_03_s,Monologue,ade,,Locale_SubScenario:event_newflavor_03_s_58,False,,black,black,1.0,,,,,3,idle,ade,,1,idle,,13,idle
event_newflavor_03_s_59,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_59,False,,12,12,1.0,,,,,,,,,1,idle,,13,idle
event_newflavor_03_s_60,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_60,True,,12,12,1.0,,,,,,,,,1,idle,,13,delight
event_newflavor_03_s_61,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_61,True,,12,S_10,1.3,,,,,,,,,1,idle,,13,delight
event_newflavor_03_s_62,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_62,True,,S_10,S_100,1.3,,,,,,,,,1,idle,,13,idle
event_newflavor_03_s_63,40073,event_newflavor_03_s,Self,bready,,Locale_SubScenario:event_newflavor_03_s_63,False,,S_100,S_100,1.0,,,,,,,,,1,idle,,13,idle
event_newflavor_03_s_64,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_64,True,,S_100,S_10,1.0,,,,,,,,,1,surprise,,13,idle
event_newflavor_03_s_65,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_65,True,,S_10,S_10,1.0,,,,,,,,,1,surprise,,13,idle
event_newflavor_03_s_66,40073,event_newflavor_03_s,Self,bready,,Locale_SubScenario:event_newflavor_03_s_66,False,,S_10,S_10,1.0,,,,,,,,,1,surprise,,13,idle
event_newflavor_03_s_67,40073,event_newflavor_03_s,Narration,ade,,Locale_SubScenario:event_newflavor_03_s_67,False,,black,black,1.0,none,,,ade,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_68,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_68,True,,30,30,1.0,bgm_story_luckybreak,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_69,40073,event_newflavor_03_s,Narration,ade,,Locale_SubScenario:event_newflavor_03_s_69,False,,30,30,1.0,,,sfx_scn_dishdebris,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_70,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_70,True,,30,30,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_71,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_71,True,,30,30,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_72,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_72,True,,12,12,1.0,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_73,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_73,True,,12,12,1.0,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_74,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_74,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,think
event_newflavor_03_s_75,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_75,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,think
event_newflavor_03_s_76,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_76,True,,30,30,1.0,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_77,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_77,True,,30,300,1.0,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_78,40073,event_newflavor_03_s,Self,ade,,Locale_SubScenario:event_newflavor_03_s_78,False,,300,300,1.0,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_79,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_79,True,,300,30,1.3,,,,,3,delight,,,1,idle,,13,think
event_newflavor_03_s_80,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_80,True,,30,30,1.0,,,,,3,idle,,,1,idle,,13,think
event_newflavor_03_s_81,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_81,True,,XS_130,XS_130,1.3,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_82,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_82,True,,XS_130,XS_130,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_83,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_83,True,,XS_130,XS_1300,1.0,,,,,3,idle,,,1,idle,,13,delight
event_newflavor_03_s_84,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_84,True,,2,2,1.0,,,,,3,delight,,,1,idle,,13,delight
event_newflavor_03_s_85,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_85,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,delight
event_newflavor_03_s_86,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_86,False,,2,2,1.0,,,,,3,idle,,,1,surprise,,13,delight
event_newflavor_03_s_87,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_87,True,,2,2,1.0,,,,,3,idle,,,1,sad,,13,delight
event_newflavor_03_s_88,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_88,True,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_newflavor_03_s_89,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_89,True,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_newflavor_03_s_90,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_90,True,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_91,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_91,True,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_92,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_92,False,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_93,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_93,True,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_94,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_94,True,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_95,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_95,True,,2,2,1.0,,,,,3,delight,,,1,sad,,13,idle
event_newflavor_03_s_96,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_96,True,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_newflavor_03_s_97,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_97,True,,2,2,1.0,,,,,3,idle,,,1,sad,,13,idle
event_newflavor_03_s_98,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_98,False,,2,2,1.3,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_99,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_99,True,,2,2,1.0,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_100,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_100,True,,2,2,1.0,,,,,3,idle,,,1,no,,13,idle
event_newflavor_03_s_101,40073,event_newflavor_03_s,Narration,ade,,Locale_SubScenario:event_newflavor_03_s_101,False,,black,black,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_102,40073,event_newflavor_03_s,Self,ade,,Locale_SubScenario:event_newflavor_03_s_102,False,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_103,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_103,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_104,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_104,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_105,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_105,True,,2,2,1.0,,,,,3,idle,,,1,idle,,13,idle
event_newflavor_03_s_106,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_106,True,,2,2,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_107,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_107,True,,2,2,1.0,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_108,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_108,False,,2,S_10,1.3,,,,,3,delight,,,1,idle,,13,idle
event_newflavor_03_s_109,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_109,True,,S_10,S_10,1.0,,,,,3,delight,,,1,delight,,13,idle
event_newflavor_03_s_110,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_110,True,,S_10,S_100,1.0,,,,,3,delight,,,1,delight,,13,idle
event_newflavor_03_s_111,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_111,True,,S_100,2,1.3,,,,,3,delight,,,1,delight,,13,idle
event_newflavor_03_s_112,40073,event_newflavor_03_s,Speech,ade,ade,Locale_SubScenario:event_newflavor_03_s_112,True,,2,2,1.0,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_s_113,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_113,True,,2,12,1.3,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_s_114,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_114,True,,12,12,1.0,,,,,3,idle,,,1,delight,,13,idle
event_newflavor_03_s_115,40073,event_newflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_03_s_115,True,,12,12,1.0,,,,,3,idle,,,1,delight,,13,delight
event_newflavor_03_s_116,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_116,True,,12,12,1.0,,,,,3,idle,,,1,idle,,13,delight
event_newflavor_03_s_117,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_117,False,,12,S_10,1.3,,,,,3,idle,,,1,idle,,13,delight
event_newflavor_03_s_118,40073,event_newflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_03_s_118,True,,S_10,S_10,1.0,,,,,3,idle,,,1,delight,,13,delight
event_newflavor_03_s_119,40073,event_newflavor_03_s,Narration,bready,,Locale_SubScenario:event_newflavor_03_s_119,False,,S_10,S_10,1.0,,,,,3,idle,,,1,delight,,13,delight
