id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
event_redash2_02_s_16,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_16,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,think,,17,idle,,100,100,1.0,,,,,
event_redash2_02_s_17,40032,event_redash2_02_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_02_s_17,True,,1,idle,,3,idle,,5,idle,,13,think,,15,think,,17,idle,,100,L_1300,1.0,,,,,
event_redash2_02_s_18,40032,event_redash2_02_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_02_s_18,True,,1,idle,,3,idle,,5,idle,,13,think,,15,think,,17,idle,,L_1300,L_1300,1.0,,,,,
event_redash2_02_s_19,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_19,True,,1,think,,3,idle,,5,idle,,13,think,,15,idle,,17,idle,,L_1300,100,1.0,,,,,
event_redash2_02_s_20,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_20,True,,1,think,,3,idle,,5,idle,,13,think,,15,idle,,17,idle,,100,100,1.0,,,,,
event_redash2_02_s_21,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_21,True,,1,think,,3,idle,,5,idle,,13,think,,15,idle,,17,idle,,100,10,1.0,,,,,
event_redash2_02_s_22,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_22,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_23,40032,event_redash2_02_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_02_s_23,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,
event_redash2_02_s_24,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_24,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_25,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_25,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_26,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_26,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_27,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_27,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,100,1.0,,,,,
event_redash2_02_s_28,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_28,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,100,100,1.0,,,,,
event_redash2_02_s_29,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_29,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,100,10,1.0,,,,,
event_redash2_02_s_30,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_30,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_31,40032,event_redash2_02_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_02_s_31,True,,1,idle,,3,idle,,5,sad,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,
event_redash2_02_s_32,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_32,False,,1,think,,3,idle,,5,sad,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_33,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_33,True,,1,think,,3,no,,5,sad,,13,idle,,15,idle,,17,idle,,10,L_30,1.0,,,,,
event_redash2_02_s_34,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_34,True,,1,think,,3,no,,5,sad,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,,,,,
event_redash2_02_s_35,40032,event_redash2_02_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_02_s_35,True,,1,think,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,L_30,53,1.0,,,,,
event_redash2_02_s_36,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_36,True,,1,think,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,
event_redash2_02_s_37,40032,event_redash2_02_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_02_s_37,True,,1,think,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,
event_redash2_02_s_38,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_38,True,,1,idle,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_39,40032,event_redash2_02_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_02_s_39,False,,1,idle,,3,no,,5,shy,,13,idle,,15,idle,,17,think,,170,170,1.0,,,,,
event_redash2_02_s_40,40032,event_redash2_02_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_02_s_40,True,,1,idle,,3,no,,5,idle,,13,idle,,15,idle,,17,think,,170,170,1.0,,,,,
event_redash2_02_s_41,40032,event_redash2_02_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_02_s_41,True,,1,idle,,3,no,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,
event_redash2_02_s_42,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_42,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_43,40032,event_redash2_02_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_02_s_43,True,,1,think,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,
event_redash2_02_s_44,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_44,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_45,40032,event_redash2_02_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_02_s_45,True,,1,idle,,3,idle,,5,shy,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,
event_redash2_02_s_46,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_46,True,,1,idle,,3,idle,,5,shy,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,
event_redash2_02_s_47,40032,event_redash2_02_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_02_s_47,False,,1,idle,,3,idle,,5,shy,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,
event_redash2_02_s_48,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_48,True,,1,idle,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,S_50,L_30,1.0,,,,,
event_redash2_02_s_49,40032,event_redash2_02_s,Narration,,,Locale_MainScenario:event_redash2_02_s_49,False,,1,idle,,3,no,,5,shy,,13,idle,,15,idle,,17,idle,,black,black,1.0,none,snowwhite_o,rapunzel_o,dorothy,hongryeon_o
event_redash2_02_s_50,40032,event_redash2_02_s,Narration,,,Locale_MainScenario:event_redash2_02_s_50,False,,1,idle,,3,no,,,,,,,,,,,,,,black,black,1.0,,,,,
event_redash2_02_s_51,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_51,False,,1,think,,3,idle,,,,,,,,,,,,,,10,10,1.0,,,,,
event_redash2_02_s_52,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_52,True,,1,think,,3,idle,,,,,,,,,,,,,,10,10,1.0,,,,,
event_redash2_02_s_53,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_53,True,,1,think,,3,no,,,,,,,,,,,,,,10,31,1.0,,,,,
event_redash2_02_s_54,40032,event_redash2_02_s,Narration,,,Locale_MainScenario:event_redash2_02_s_54,False,,1,think,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_55,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_55,True,,1,think,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_56,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_56,True,,1,think,,3,idle,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_57,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_57,True,,1,idle,,3,idle,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_58,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_58,True,,1,idle,,3,idle,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_59,40032,event_redash2_02_s,Narration,,,Locale_MainScenario:event_redash2_02_s_59,False,,1,idle,,3,idle,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_60,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_60,False,,1,idle,,3,surprise,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_61,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_61,True,,1,think,,3,surprise,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_62,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_62,True,,1,think,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_63,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_63,True,,1,think,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_64,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_64,False,,1,think,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
event_redash2_02_s_65,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_65,True,,1,idle,,3,no,,,,,,,,,,,,,,31,10,1.0,,,,,
event_redash2_02_s_66,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_66,True,,1,idle,,3,no,,,,,,,,,,,,,,10,10,1.0,,,,,
event_redash2_02_s_67,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_67,True,,1,idle,,3,no,,,,,,,,,,,,,,10,10,1.0,,,,,
event_redash2_02_s_68,40032,event_redash2_02_s,Speech,commander,commander,Locale_MainScenario:event_redash2_02_s_68,False,,1,idle,,3,no,,,,,,,,,,,,,,10,31,1.0,,,,,
event_redash2_02_s_69,40032,event_redash2_02_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_02_s_69,True,,1,delight,,3,no,,,,,,,,,,,,,,31,31,1.0,,,,,
