id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_seayouagain2_04_e_27,40025,event_seayouagain2_04_e,Monologue,Locale_MainScenario:event_seayouagain2_04_e_27,False,,1517,170,1.0,,,,,,,17,idle,,15,idle,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_28,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_28,True,,170,170,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_29,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_29,False,,170,170,1.0,,helm_s,helm,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_30,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_30,True,,170,1517,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_31,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_31,True,,1517,1517,2.0,,helm_s,helm,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_32,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_32,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_33,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_33,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_34,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_34,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_35,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_35,False,,1517,1517,1.0,,,,sfx_scn_groundbreak,Low_2,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_36,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_36,True,,1517,XS_150,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_37,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_37,False,,XS_150,XS_1500,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_38,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_38,True,,XS_1500,XS_1500,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_39,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_39,True,,XS_1500,XS_1500,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_40,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_40,False,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_41,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_41,True,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_42,40025,event_seayouagain2_04_e,Self,Locale_MainScenario:event_seayouagain2_04_e_42,False,,70,70,1.0,,,,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_43,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_43,False,,black,black,1.0,,,,sfx_scn_krakenshout,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_44,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_44,False,,black,black,1.0,,,,sfx_scn_groundbreak,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_45,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_45,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_46,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_46,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_47,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_47,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_48,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_48,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_49,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_49,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_50,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_50,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_51,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_51,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_52,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_52,True,,1517,XS_150,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_53,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_53,True,,XS_150,XS_150,1.0,,anis_s,anis,,,,17,idle,,15,worry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_54,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_54,True,,XS_150,XS_1500,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_55,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_55,True,,XS_1500,XS_1500,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_56,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_56,True,,XS_1500,700,2.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_57,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_57,True,,700,700,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_58,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_58,True,,700,700,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_59,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_59,False,,700,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_60,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_60,True,,XS_150,XS_150,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_61,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_61,True,,XS_150,XS_150,1.0,,anis_s,anis,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_62,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_62,True,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_63,40025,event_seayouagain2_04_e,Self,Locale_MainScenario:event_seayouagain2_04_e_63,False,,70,70,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_64,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_64,True,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_65,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_65,True,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_66,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_66,True,,70,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_67,40025,event_seayouagain2_04_e,Self,Locale_MainScenario:event_seayouagain2_04_e_67,False,,70,70,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_68,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_68,True,,70,700,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_69,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_69,True,,700,700,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_70,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_70,True,,700,700,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_71,40025,event_seayouagain2_04_e,Self,Locale_MainScenario:event_seayouagain2_04_e_71,False,,700,700,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_72,40025,event_seayouagain2_04_e,Monologue,Locale_MainScenario:event_seayouagain2_04_e_72,False,,black,black,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_73,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_73,False,,black,black,1.0,,,,sfx_scn_machinefanhard,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_74,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_74,False,,black,black,1.0,,,,sfx_scn_groundbreak,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_75,40025,event_seayouagain2_04_e,Monologue,Locale_MainScenario:event_seayouagain2_04_e_75,False,,black,black,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_76,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_76,False,,700,700,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_77,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_77,True,,700,70,1.0,,rapi_s,rapi,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_78,40025,event_seayouagain2_04_e,Monologue,Locale_MainScenario:event_seayouagain2_04_e_78,False,,70,70,1.0,,,,,,,17,idle,,15,angry,,7,idle,,,,,,,,,,,,,,,,,
