id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_juveniledays_05_s_31,40053,event_juveniledays_05_s,Monologue,rei,,Locale_SubScenario:event_juveniledays_05_s_31,False,,,,,13,idle,,15,surprise,,14,14,1.0,,,,,,1,delight,,,
event_juveniledays_05_s_32,40053,event_juveniledays_05_s,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_05_s_32,True,,,,,13,idle,,15,surprise,,14,12,1.0,,,,,,1,delight,,,
event_juveniledays_05_s_33,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_33,True,,,,,13,idle,,15,surprise,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_34,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_34,True,,,,,13,idle,,15,surprise,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_35,40053,event_juveniledays_05_s,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_05_s_35,True,,,,,13,idle,,15,angry,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_36,40053,event_juveniledays_05_s,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_05_s_36,True,,,,,13,idle,,15,angry,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_37,40053,event_juveniledays_05_s,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_05_s_37,True,,,,,13,idle,,15,angry,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_38,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_38,True,,,,,13,idle,,15,angry,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_39,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_39,False,,,,,13,idle,,15,angry,,12,12,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_40,40053,event_juveniledays_05_s,Speech,ein,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_05_s_40,False,,,,,13,idle,,15,angry,,50,50,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_41,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_41,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,surprise,,,
event_juveniledays_05_s_42,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_42,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,surprise,,,
event_juveniledays_05_s_43,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_43,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,surprise,,,
event_juveniledays_05_s_44,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_44,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,shy,,,
event_juveniledays_05_s_45,40053,event_juveniledays_05_s,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_05_s_45,False,,,,,13,idle,,15,angry,,10,14,1.0,,,,,,1,shy,,,
event_juveniledays_05_s_46,40053,event_juveniledays_05_s,Speech,rei,rei,Locale_SubScenario:event_juveniledays_05_s_46,False,,,,,13,idle,,15,angry,,14,14,1.0,,,,,,1,shy,,,
event_juveniledays_05_s_47,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_47,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,delight,,,
event_juveniledays_05_s_48,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_48,True,,,,,13,idle,,15,angry,,10,10,1.0,,,,,,1,delight,,,
event_juveniledays_05_s_49,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_49,True,,,,,13,idle,,15,angry,,10,100,1.0,,,,,,1,surprise,,,
event_juveniledays_05_s_50,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_50,True,,,,,13,idle,,15,angry,,100,100,1.0,,,,,,1,surprise,zwei,rei,
event_juveniledays_05_s_51,40053,event_juveniledays_05_s,Speech,ein,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_05_s_51,False,,,,,,,,,,,100,100,1.0,none,,,,,1,surprise,,,
event_juveniledays_05_s_52,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_52,True,,,,,,,,,,,100,10,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_53,40053,event_juveniledays_05_s,Speech,ein,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_05_s_53,False,,,,,,,,,,,10,10,1.0,,,,,,1,idle,,,
event_juveniledays_05_s_54,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_54,True,,,,,,,,,,,10,10,1.0,,,,,,1,angry,,,
event_juveniledays_05_s_55,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_55,True,,,,,,,,,,,10,100,1.0,,,,,,1,angry,,,
event_juveniledays_05_s_56,40053,event_juveniledays_05_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_s_56,True,,,,,,,,,,,100,100,1.0,,,,,,1,angry,,,
event_juveniledays_05_s_57,40053,event_juveniledays_05_s,Narration,ein,,Locale_SubScenario:event_juveniledays_05_s_57,False,,,,,,,,,,,black,black,1.0,,,sfx_scn_slidingdoorpower,,,1,angry,,,ein
event_juveniledays_05_s_58,40053,event_juveniledays_05_s,Speech,outgoingschoolgirl,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_05_s_58,False,,,,,,,,,,,20,20,1.0,,,,,,,,,,
event_juveniledays_05_s_59,40053,event_juveniledays_05_s,Speech,outgoingschoolgirl,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_05_s_59,False,,,,,,,,,,,20,20,1.0,,,,,,,,,,
