id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_background,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id
event_goldencoinrush1_01_s_33,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_33,False,1,1,1.0,,,,soda,,,1,sad,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_34,40048,event_goldencoinrush1_01_s,Monologue,Locale_MainScenario:event_goldencoinrush1_01_s_34,False,1,14,1.0,,,,soda,,,1,sad,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_35,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_35,True,14,14,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_36,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_36,True,14,14,1.0,,,,cocoa,cocoa,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_37,40048,event_goldencoinrush1_01_s,Narration,Locale_MainScenario:event_goldencoinrush1_01_s_37,False,14,14,1.0,,,sfx_scn_phonevibration,cocoa,,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_38,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_38,True,14,14,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_39,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_39,True,14,14,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_40,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_40,True,14,14,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_41,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_41,False,14,14,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_42,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_42,False,14,14,1.0,,,,cocoa,cocoa,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_43,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_43,False,14,12,1.0,,,,soda,soda,,1,serious,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_44,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_44,True,12,12,1.0,,,,soda,soda,,1,serious,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_45,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_45,True,12,12,1.0,,,,cocoa,cocoa,,1,serious,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_46,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_46,True,150,150,1.0,,,,ade,ade,,1,serious,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_47,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_47,True,150,150,1.0,,,,ade,ade,,1,serious,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_48,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_48,True,150,150,1.0,,,,ade,ade,,1,serious,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_49,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_49,True,1,1,1.0,bgm_story_sunnycarnival,,,soda,soda,,1,idle,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_50,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_50,True,1,S_10,0.7,,,,soda,soda,,1,idle,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_51,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_51,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_52,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_52,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_53,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_53,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,idle,,15,shy,,,
event_goldencoinrush1_01_s_54,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_54,True,S_10,14,1.0,,,,ade,ade,,1,idle,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_55,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_55,True,14,14,1.0,,,,ade,ade,,1,idle,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_56,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_56,True,14,14,1.0,,,,ade,ade,,1,idle,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_57,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_57,True,14,14,1.0,,,,cocoa,cocoa,,1,idle,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_58,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_58,True,14,14,1.0,,,,cocoa,cocoa,,1,idle,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_59,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_59,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_60,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_60,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_61,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_61,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_62,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_62,False,150,15,1.0,,,,ade,ade,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_63,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_63,True,15,15,1.0,,,,ade,ade,,1,think,,13,serious,,15,delight,,,
event_goldencoinrush1_01_s_64,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_64,True,15,13,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,delight,,,
event_goldencoinrush1_01_s_65,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_65,True,13,13,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,delight,,,
event_goldencoinrush1_01_s_66,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_66,True,13,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,delight,,,
event_goldencoinrush1_01_s_67,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_67,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,black,,
event_goldencoinrush1_01_s_68,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_68,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_69,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_69,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_70,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_70,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_71,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_71,True,XS_130,XS_130,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_72,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_72,True,XS_130,13,1.0,,,,cocoa,cocoa,,1,think,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_73,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_73,True,13,1,1.0,,,,soda,soda,,1,sad,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_74,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_74,True,1,1,1.0,,,,soda,soda,,1,sad,,13,serious,,15,idle,,,
event_goldencoinrush1_01_s_75,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_75,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_76,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_76,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_77,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_77,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_78,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_78,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_79,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_79,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_80,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_80,True,S_10,S_10,1.0,,,,soda,soda,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_81,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_81,True,150,150,1.0,,,,ade,ade,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_82,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_82,True,150,150,1.0,,,,ade,ade,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_83,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_83,True,150,150,1.0,,,,ade,ade,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_84,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_84,True,S_10,1,1.0,,,,soda,soda,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_85,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_85,True,1,12,1.0,,,,cocoa,cocoa,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_86,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_86,True,12,12,1.0,,,,soda,soda,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_87,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_87,True,12,12,1.0,,,,soda,soda,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_88,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_88,True,12,12,1.0,,,,soda,soda,,1,idle,,13,idle,,15,idle,,,
event_goldencoinrush1_01_s_89,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_89,True,12,14,1.0,none,,,ade,ade,,1,idle,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_90,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_90,True,14,14,1.0,,,,cocoa,cocoa,,1,idle,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_91,40048,event_goldencoinrush1_01_s,Narration,Locale_MainScenario:event_goldencoinrush1_01_s_91,False,14,14,1.0,,,,cocoa,,,1,idle,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_92,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_92,True,14,12,1.0,bgm_story_orangepop,,,cocoa,cocoa,,1,idle,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_93,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_93,True,12,12,1.0,,,,soda,soda,,1,think,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_94,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_94,True,12,12,1.0,,,,cocoa,cocoa,,1,think,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_95,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_95,True,12,12,1.0,,,,soda,soda,,1,sad,,13,sad,,15,worried,,,
event_goldencoinrush1_01_s_96,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_96,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_97,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_97,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_98,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_98,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_99,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_99,True,12,12,1.0,,,,soda,soda,,1,idle,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_100,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_100,True,12,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_101,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_101,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_102,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_102,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_103,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_103,True,S_10,S_10,1.0,,,,soda,soda,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_104,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_104,True,150,150,1.0,,,,ade,ade,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_105,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_105,True,150,150,1.0,,,,ade,ade,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_106,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_106,True,150,150,1.0,,,,ade,ade,,1,think,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_107,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_107,True,S_10,1,1.0,,,,soda,soda,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_108,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_108,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_109,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_109,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_110,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_110,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_111,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_111,True,150,150,1.0,,,,ade,ade,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_112,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_112,True,1,1,1.0,,,,soda,soda,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_113,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_113,True,1,1,1.0,,,,soda,soda,,1,sad,,13,idle,,15,worried,,,
event_goldencoinrush1_01_s_114,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_114,True,XS_1300,XS_1300,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_115,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_115,True,XS_1300,XS_1300,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_116,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_116,True,1,S_10,0.6,,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_117,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_117,True,S_10,S_10,1.0,,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_118,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_118,True,S_10,S_10,1.0,,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_119,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_119,True,S_10,12,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_120,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_120,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_121,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_121,True,12,12,1.0,,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_122,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_122,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_123,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_123,True,12,12,1.0,,,,cocoa,cocoa,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_124,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_124,True,12,12,1.0,,,,soda,soda,,1,sad,,13,serious,,15,worried,,,
event_goldencoinrush1_01_s_125,40048,event_goldencoinrush1_01_s,Speech,Locale_MainScenario:event_goldencoinrush1_01_s_125,True,12,14,1.0,,,,ade,ade,,1,sad,,13,serious,,15,worried,,,
