id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,characters/1/hide_char_id,conversation_id,characters/0/hide_char_id
event_miraclesnow2_06_s_65,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_65,True,,1,etc,,,,,3,think,,L_100,L_100,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_66,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_66,True,,1,etc,,,,,3,think,,L_100,L_100,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_67,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_67,True,,1,etc,,,,,3,think,,XS_300,XS_300,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_68,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_68,True,,1,etc,,,,,3,think,,L_100,L_100,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_69,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_69,False,,1,etc,,,,,3,think,,L_100,L_100,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_70,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_70,True,,1,etc,,,,,3,think,,L_100,31,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_71,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_71,True,,1,etc,,,,,3,think,,31,31,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_72,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_72,True,,1,etc,,,,,3,think,,31,31,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_73,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_73,True,,1,etc,,,,,3,think,,31,31,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_74,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_74,True,,1,etc,,,,,3,think,,31,31,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_75,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_75,True,,1,etc,,,,,3,idle,,31,31,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_76,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_76,True,,1,etc,,,,,3,idle,,31,31,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_77,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_77,True,,1,etc,,,,,3,idle,,31,XS_30,0.7,,anne,anne,,,,,
event_miraclesnow2_06_s_78,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_78,True,,1,etc,,,,,3,idle,,XS_30,XS_30,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_79,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_79,False,,1,etc,,,,,3,idle,,L_10,L_10,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_80,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_80,True,,1,etc,,,,,3,idle,,L_10,L_10,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_81,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_81,True,,1,sad,,,,,3,idle,,L_10,L_10,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_82,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_82,True,,1,sad,,,,,3,idle,,L_10,L_10,1.0,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_83,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_83,True,,1,sad,,,,,3,idle,,L_10,L_100,0.5,,rupee_w,rupee,,,,,
event_miraclesnow2_06_s_84,40004,event_miraclesnow2_06_s,Self,Locale_SubScenario:event_miraclesnow2_06_s_84,False,,1,sad,,,,,3,idle,,L_100,L_100,1.0,,,,,,,,
event_miraclesnow2_06_s_85,40004,event_miraclesnow2_06_s,Narration,Locale_SubScenario:event_miraclesnow2_06_s_85,False,,15,sad,,,,,3,idle,,L_100,L_100,1.0,,,,,,,,rupee_w
event_miraclesnow2_06_s_86,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_86,False,,,,,,,,3,shy,,L_100,XS_300,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_87,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_87,True,,,,,,,,3,shy,,XS_300,XS_30,1.0,,anne,anne,,,,,
event_miraclesnow2_06_s_88,40004,event_miraclesnow2_06_s,Self,Locale_SubScenario:event_miraclesnow2_06_s_88,False,,,,,,,,3,shy,,XS_30,XS_30,1.0,,,,,,,,
event_miraclesnow2_06_s_89,40004,event_miraclesnow2_06_s,Speech,Locale_SubScenario:event_miraclesnow2_06_s_89,True,,,,,,,,3,delight,,XS_30,XS_30,1.0,,anne,anne,,,,,
