id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_liarsend_05_11,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_11,False,,113,113,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_12,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_12,True,,113,113,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_13,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_13,True,,113,113,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_14,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_14,True,,113,113,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_15,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_15,True,,113,S_130,1.0,,,quiry,quiry,,1,idle,,13,delight
event_liarsend_05_16,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_16,True,,S_130,S_130,1.0,,,quiry,quiry,,1,idle,,13,delight
event_liarsend_05_17,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_17,True,,S_130,S_130,1.0,,,quiry,quiry,,1,idle,,13,delight
event_liarsend_05_18,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_18,True,,S_130,S_130,1.0,,,quiry,quiry,,1,idle,,13,delight
event_liarsend_05_19,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_19,False,,S_130,S_130,1.0,,,quiry,,,1,idle,,13,delight
event_liarsend_05_20,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_20,True,,S_130,S_10,1.0,,,miranda,miranda,,1,idle,,13,delight
event_liarsend_05_21,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_21,False,,S_10,S_10,1.0,,,miranda,,,1,idle,,13,delight
event_liarsend_05_22,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_22,False,,S_10,S_10,1.0,,,miranda,,,1,idle,,13,delight
event_liarsend_05_23,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_23,True,,S_10,S_100,1.0,,,miranda,miranda,,1,idle,,13,delight
event_liarsend_05_24,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_24,True,,S_100,S_100,1.0,,,miranda,miranda,,1,delight,,13,delight
event_liarsend_05_25,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_25,True,,S_100,S_1300,1.0,,,quiry,quiry,,1,delight,,13,delight
event_liarsend_05_26,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_26,True,,S_1300,S_1300,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_27,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_27,True,,S_1300,S_1300,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_28,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_28,True,,S_1300,S_1300,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_29,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_29,True,,S_1300,S_1300,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_30,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_30,True,,S_1300,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_31,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_31,True,,S_100,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_32,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_32,False,,S_100,S_100,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_33,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_33,False,,black,black,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_34,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_34,False,,black,black,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_35,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_35,True,,S_10,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_36,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_36,True,,S_100,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_37,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_37,True,,S_100,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_38,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_38,True,,S_100,S_100,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_39,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_39,True,,S_100,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_40,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_40,True,,S_10,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_41,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_41,True,,S_10,1,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_42,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_42,True,,1,113,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_43,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_43,True,,113,113,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_44,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_44,True,,113,113,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_45,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_45,False,,113,113,1.0,,,quiry,,,1,idle,,13,idle
event_liarsend_05_46,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_46,True,,113,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_47,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_47,True,,S_10,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_48,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_48,False,,S_10,S_10,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_49,130004,event_liarsend_05,Narration,Locale_SubScenario:event_liarsend_05_49,False,,black,black,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_50,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_50,False,,500,5,1.0,sfx_scn_wipe,,miranda,,,1,idle,,13,idle
event_liarsend_05_51,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_51,False,,5,5,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_52,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_52,False,,5,5,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_53,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_53,True,,5,113,2.0,,,miranda,miranda,,1,delight,,13,idle
event_liarsend_05_54,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_54,True,,113,113,1.0,,,miranda,miranda,,1,delight,,13,idle
event_liarsend_05_55,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_55,False,,113,113,1.0,,,miranda,,,1,delight,,13,idle
event_liarsend_05_56,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_56,True,,113,113,1.0,,,quiry,quiry,,1,delight,,13,idle
event_liarsend_05_57,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_57,True,,113,113,1.0,,,quiry,quiry,,1,delight,,13,idle
event_liarsend_05_58,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_58,True,,113,113,1.0,,,miranda,miranda,,1,delight,,13,idle
event_liarsend_05_59,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_59,True,,113,113,1.0,,,miranda,miranda,,1,delight,,13,idle
event_liarsend_05_60,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_60,True,,113,113,1.0,,,quiry,quiry,,1,delight,,13,idle
event_liarsend_05_61,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_61,True,,113,113,1.0,,,miranda,miranda,,1,delight,,13,idle
event_liarsend_05_62,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_62,False,,113,113,1.0,,,miranda,,,1,delight,,13,idle
event_liarsend_05_63,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_63,True,,113,S_130,1.0,,,quiry,quiry,,1,delight,,13,delight
event_liarsend_05_64,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_64,True,,S_130,S_130,1.0,,,quiry,quiry,,1,delight,,13,delight
event_liarsend_05_65,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_65,True,,S_130,S_130,1.0,,,quiry,quiry,,1,delight,,13,delight
event_liarsend_05_66,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_66,False,,S_130,S_130,1.0,,,quiry,,,1,delight,,13,delight
event_liarsend_05_67,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_67,True,,S_130,S_10,1.0,,,miranda,miranda,,1,idle,,13,delight
event_liarsend_05_68,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_68,True,,S_10,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_69,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_69,True,,S_10,S_10,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_70,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_70,False,,S_10,S_10,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_71,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_71,True,,S_10,S_130,1.0,,,quiry,quiry,,1,idle,,13,sad
event_liarsend_05_72,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_72,True,,S_130,S_130,1.0,,,quiry,quiry,,1,idle,,13,sad
event_liarsend_05_73,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_73,False,,S_130,S_130,1.0,,,quiry,,,1,idle,,13,sad
event_liarsend_05_74,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_74,True,,S_130,S_130,1.0,,,quiry,quiry,,1,idle,,13,sad
event_liarsend_05_75,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_75,False,,S_130,S_130,1.0,,,quiry,,,1,idle,,13,sad
event_liarsend_05_76,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_76,True,,S_130,113,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_77,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_77,True,,113,113,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_78,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_78,False,,113,113,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_79,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_79,True,,113,113,1.0,,,quiry,quiry,,1,idle,,13,idle
event_liarsend_05_80,130004,event_liarsend_05,Speech,Locale_SubScenario:event_liarsend_05_80,True,,113,113,1.0,,,miranda,miranda,,1,idle,,13,idle
event_liarsend_05_81,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_81,False,,113,113,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_82,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_82,False,,113,113,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_83,130004,event_liarsend_05,Self,Locale_SubScenario:event_liarsend_05_83,False,,113,113,1.0,,,miranda,,,1,idle,,13,idle
event_liarsend_05_84,130004,event_liarsend_05,Monologue,Locale_SubScenario:event_liarsend_05_84,False,,black,black,1.0,sfx_scn_runaway,,,,,1,idle,,13,idle
