id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/0/hide_char_id
event_schooloflock_intermission_01_17,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_17,True,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_18,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_18,False,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_19,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_19,False,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_20,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_20,True,,13,idle,,13,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_21,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_21,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_22,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_22,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_23,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_23,False,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_24,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_24,True,,13,think,,130,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_25,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_25,True,,13,think,,1300,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_26,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_26,True,,13,think,,1300,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_27,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_27,True,,13,think,,1300,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_28,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_28,True,,13,think,,1300,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_29,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_29,False,,13,think,,1300,1300,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_30,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_30,True,,13,think,,1300,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_31,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_31,True,,13,think,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_32,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_32,True,,13,think,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_33,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_33,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_34,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_34,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_35,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_35,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_36,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_36,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_37,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_37,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_38,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_38,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_39,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_39,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_40,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_40,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_41,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_41,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_42,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_42,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_43,40028,event_schooloflock_intermission_01,Choice,,,Locale_SubScenario:event_schooloflock_intermission_01_43,False,,13,idle,,130,130,1.0,,event_schooloflock_intermission_01_45,,,,,,,,,,,
event_schooloflock_intermission_01_44,40028,event_schooloflock_intermission_01,Choice,,,Locale_SubScenario:event_schooloflock_intermission_01_44,False,,13,idle,,130,130,1.0,,event_schooloflock_intermission_01_46,,,,,,,,,,,
event_schooloflock_intermission_01_45,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_45,True,,13,think,,130,13,1.0,,event_schooloflock_intermission_01_47,,,,,,,,,,,
event_schooloflock_intermission_01_46,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_46,True,,13,think,,130,13,1.0,,event_schooloflock_intermission_01_47,,,,,,,,,,,
event_schooloflock_intermission_01_47,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_47,True,,13,think,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_48,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_48,True,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_49,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_49,True,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_50,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_50,False,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_51,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_51,True,,13,idle,,13,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_52,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_52,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_53,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_53,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_54,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_54,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_55,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_55,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_56,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_56,False,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_57,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_57,False,,13,special,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_58,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_58,False,,13,special,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_59,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_59,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_60,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_60,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_61,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_61,False,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_62,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_62,True,,13,think,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_63,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_63,True,,13,think,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_64,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_64,True,,13,think,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_65,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_65,True,,13,special,,130,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_66,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_66,False,,13,special,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_67,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_67,False,,13,special,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_68,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_68,True,,13,think,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_69,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_69,False,,13,think,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_70,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_70,True,,13,idle,,13,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_71,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_71,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_72,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_72,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_73,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_73,True,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_74,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_74,False,,13,idle,,130,130,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_75,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_75,True,,13,idle,,130,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_76,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_76,True,,13,idle,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_intermission_01_77,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_77,True,,13,idle,Classroom,2,2,1.0,bgm_story_orangepop,,rei,1,idle,ein,3,idle,zwei,5,idle,black,
event_schooloflock_intermission_01_78,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_78,True,,13,idle,,2,2,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_79,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_79,True,,13,idle,,2,1,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_80,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_80,True,,13,think,,130,130,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_81,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_81,True,,13,think,,130,130,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_82,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_82,True,,13,think,,130,130,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_83,40028,event_schooloflock_intermission_01,Monologue,,,Locale_SubScenario:event_schooloflock_intermission_01_83,False,,13,think,,130,130,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_84,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_84,True,,13,idle,,130,13,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_85,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_85,True,,13,idle,,13,13,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_86,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_86,True,,13,idle,,50,50,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_87,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_87,True,,13,idle,,50,50,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_88,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_88,True,,13,idle,,13,130,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_89,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_89,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_90,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_90,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_91,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_91,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_92,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_92,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_93,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_93,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_94,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_94,True,,13,idle,,2,2,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_95,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_95,True,,13,think,,130,130,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_96,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_96,True,,13,think,,50,50,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_97,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_97,True,,13,think,,50,50,1.0,,,,1,surprise,,3,idle,,5,idle,,
event_schooloflock_intermission_01_98,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_98,True,,13,idle,,130,130,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_99,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_99,True,,13,idle,,130,13,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_100,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_100,True,,13,idle,,13,13,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_101,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_101,True,,13,idle,,13,13,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_102,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_102,True,,13,idle,,XS_10,XS_10,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_103,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_103,True,,13,idle,,50,50,1.0,,,,1,idle,,3,idle,,5,good,,
event_schooloflock_intermission_01_104,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_104,True,,13,idle,,30,30,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_105,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_105,True,,13,idle,,13,13,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_106,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_106,True,,13,idle,,13,13,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_107,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_107,True,,13,idle,,13,13,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_108,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_108,False,,13,idle,,13,13,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_109,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_109,True,,13,idle,,13,130,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_110,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_110,True,,13,idle,,130,130,1.0,,,,1,idle,,3,delight,,5,good,,
event_schooloflock_intermission_01_111,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_111,True,,13,idle,,50,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_112,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_112,True,,13,idle,,130,130,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_113,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_113,True,,13,idle,,30,30,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_114,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_114,True,,13,think,,130,130,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_115,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_115,True,,13,think,,130,130,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_116,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_116,True,,13,think,,130,13,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_117,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_117,True,,13,think,,13,13,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_118,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_118,True,,13,think,,13,13,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_119,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_119,True,,13,think,,13,13,1.0,,,,1,idle,,3,surprise,,5,idle,,
event_schooloflock_intermission_01_120,40028,event_schooloflock_intermission_01,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_intermission_01_120,True,,13,think,,50,50,1.0,,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_121,40028,event_schooloflock_intermission_01,Speech,rei,rei,Locale_SubScenario:event_schooloflock_intermission_01_121,True,,13,think,,XS_10,XS_10,1.0,,,,1,delight,,3,delight,,5,idle,,
event_schooloflock_intermission_01_122,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_122,True,,13,think,,30,30,1.0,,,,1,delight,,3,delight,,5,idle,,
event_schooloflock_intermission_01_123,40028,event_schooloflock_intermission_01,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_intermission_01_123,True,,13,think,,13,13,1.0,,,,1,delight,,3,delight,,5,idle,,
event_schooloflock_intermission_01_124,40028,event_schooloflock_intermission_01,Monologue,,,Locale_SubScenario:event_schooloflock_intermission_01_124,False,,13,think,,13,13,1.0,,,,1,idle,,3,delight,,5,idle,,marciana
event_schooloflock_intermission_01_125,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_125,False,,,,,13,3,1.0,none,,,1,idle,,3,delight,,5,idle,,
event_schooloflock_intermission_01_126,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_126,True,,,,,3,3,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_127,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_127,True,,,,,3,3,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_128,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_128,False,,,,,3,3,1.0,bgm_story_fairytalesend_if,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_129,40028,event_schooloflock_intermission_01,Self,,,Locale_SubScenario:event_schooloflock_intermission_01_129,False,,,,,3,3,1.0,,,,1,idle,,3,idle,,5,idle,,
event_schooloflock_intermission_01_130,40028,event_schooloflock_intermission_01,Speech,ein,ein,Locale_SubScenario:event_schooloflock_intermission_01_130,True,,,,,3,30,1.0,,,,1,idle,,3,idle,,5,idle,,
