id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id
event_trueflavor_02_e_17,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_17,True,,12,delight,,XS_1200,XS_120,1.3,,black,,,,,,
event_trueflavor_02_e_18,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_18,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_19,40074,event_trueflavor_02_e,Self,crust,,Locale_SubScenario:event_trueflavor_02_e_19,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_20,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_20,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_21,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_21,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_22,40074,event_trueflavor_02_e,Self,crust,,Locale_SubScenario:event_trueflavor_02_e_22,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_23,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_23,True,,12,delight,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_24,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_24,True,,12,delight,,XS_120,XS_1200,1.3,,,,,,,,
event_trueflavor_02_e_25,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_25,True,,12,special,,XS_1200,XS_1200,1.0,,,,,,,,
event_trueflavor_02_e_26,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_26,True,,12,idle,,XS_1200,XS_120,1.3,,,,,,,,
event_trueflavor_02_e_27,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_27,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_28,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_28,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_29,40074,event_trueflavor_02_e,Self,crust,,Locale_SubScenario:event_trueflavor_02_e_29,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_30,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_30,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,
event_trueflavor_02_e_31,40074,event_trueflavor_02_e,Narration,crust,,Locale_SubScenario:event_trueflavor_02_e_31,False,,12,idle,,black,black,1.0,none,,sfx_scn_tabelbell,,,,,
event_trueflavor_02_e_32,40074,event_trueflavor_02_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_02_e_32,False,,12,idle,,black,black,1.0,,,,,,,,
event_trueflavor_02_e_33,40074,event_trueflavor_02_e,Monologue,bready,,Locale_SubScenario:event_trueflavor_02_e_33,False,,12,idle,,black,black,1.0,,,,,,,,
event_trueflavor_02_e_34,40074,event_trueflavor_02_e,Narration,bready,,Locale_SubScenario:event_trueflavor_02_e_34,False,,12,idle,,1,1,1.0,bgm_story_leisuretime,,sfx_scn_autodooropen,bready,2,idle,,
event_trueflavor_02_e_35,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_35,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_36,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_36,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_37,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_37,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_38,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_38,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_39,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_39,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_40,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_40,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_41,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_41,True,,12,idle,,1,S_20,1.3,,,,,2,delight,crust,
event_trueflavor_02_e_42,40074,event_trueflavor_02_e,Self,bready,,Locale_SubScenario:event_trueflavor_02_e_42,False,,,,,S_20,S_20,1.0,,,,,2,delight,,
event_trueflavor_02_e_43,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_43,True,,,,,S_20,S_20,1.0,,,,,2,delight,,
event_trueflavor_02_e_44,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_44,True,,,,,S_20,S_20,1.0,,,,,2,delight,,
event_trueflavor_02_e_45,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_45,True,,,,,S_20,S_20,1.0,,,,,2,shy,,
event_trueflavor_02_e_46,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_46,True,crust,12,delight,,S_20,1,1.3,,,,,2,shy,,
event_trueflavor_02_e_47,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_47,True,,12,delight,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_48,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_48,True,,12,delight,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_49,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_49,True,,12,delight,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_50,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_50,True,,12,delight,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_51,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_51,False,,12,delight,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_52,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_52,True,,12,sad,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_53,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_53,True,,12,sad,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_54,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_54,True,,12,sad,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_55,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_55,True,,12,sad,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_56,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_56,True,,12,delight,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_57,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_57,True,,12,idle,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_58,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_58,True,,12,idle,,1,1,1.0,,,,,2,special,,
event_trueflavor_02_e_59,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_59,False,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_60,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_60,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_61,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_61,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_62,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_62,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_63,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_63,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_64,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_64,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_65,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_65,False,,12,idle,,1,S_20,1.3,,,,,2,no,,
event_trueflavor_02_e_66,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_66,True,,12,idle,,S_20,S_20,1.0,,,,,2,no,,
event_trueflavor_02_e_67,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_67,True,,12,idle,,S_20,S_20,1.0,,,,,2,no,,
event_trueflavor_02_e_68,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_68,True,,12,idle,,S_20,S_20,1.0,,,,,2,no,,
event_trueflavor_02_e_69,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_69,True,,12,idle,,S_20,S_20,1.0,,,,,2,no,,
event_trueflavor_02_e_70,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_70,True,,12,idle,,S_20,XS_120,1.3,,,,,2,no,,
event_trueflavor_02_e_71,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_71,True,,12,idle,,XS_120,XS_120,1.0,,,,,2,no,,
event_trueflavor_02_e_72,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_72,True,,12,idle,,XS_120,XS_120,1.0,,,,,2,no,,
event_trueflavor_02_e_73,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_73,True,,12,idle,,XS_120,1,1.3,,,,,2,no,,
event_trueflavor_02_e_74,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_74,True,,12,idle,,1,1,1.0,,,,,2,idle,,
event_trueflavor_02_e_75,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_75,True,,12,idle,,1,1,1.0,,,,,2,idle,,
event_trueflavor_02_e_76,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_76,True,,12,idle,,1,1,1.0,,,,,2,idle,,
event_trueflavor_02_e_77,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_77,True,,12,idle,,1,1,1.0,,,,,2,no,,
event_trueflavor_02_e_78,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_78,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_79,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_79,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_80,40074,event_trueflavor_02_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_02_e_80,True,,12,idle,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_81,40074,event_trueflavor_02_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_02_e_81,True,,12,delight,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_82,40074,event_trueflavor_02_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_02_e_82,False,,12,delight,,1,1,1.0,,,,,2,delight,,
event_trueflavor_02_e_83,40074,event_trueflavor_02_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_02_e_83,False,,12,delight,,1,1,1.0,,,,,2,delight,,bready
event_trueflavor_02_e_84,40074,event_trueflavor_02_e,Self,crust,,Locale_SubScenario:event_trueflavor_02_e_84,False,,12,delight,,1,1,1.0,none,,,,,,,
event_trueflavor_02_e_85,40074,event_trueflavor_02_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_02_e_85,False,,12,delight,,black,black,1.0,,,,,,,,
event_trueflavor_02_e_86,40074,event_trueflavor_02_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_02_e_86,False,,12,delight,,black,black,1.0,,,,,,,,
