id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,set_filter_01,fade,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake
event_claymore_02_e_40,40050,event_claymore_02_e,Narration,clay,,Locale_SubScenario:event_claymore_02_e_40,False,,,,Backstreet_n,7,7,1.0,,,13,idle,,15,idle,,Grey,black,malemanager,femalemanager,sfx_scn_medhit2,Low_2
event_claymore_02_e_41,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_41,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_42,40050,event_claymore_02_e,Narration,clay,,Locale_SubScenario:event_claymore_02_e_42,False,,,,,7,70,0.5,,,,,,,,,Grey,,,,sfx_scn_down,Low_2
event_claymore_02_e_43,40050,event_claymore_02_e,Speech,mc,mc,Locale_SubScenario:event_claymore_02_e_43,True,,,,,70,70,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_44,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_44,True,,,,,70,70,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_45,40050,event_claymore_02_e,Narration,clay,,Locale_SubScenario:event_claymore_02_e_45,False,,,,,70,7,1.0,,,,,,,,,Grey,,,,sfx_scn_knockoutbell,
event_claymore_02_e_46,40050,event_claymore_02_e,Speech,mc,mc,Locale_SubScenario:event_claymore_02_e_46,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_47,40050,event_claymore_02_e,Speech,spectators,spectators,Locale_SubScenario:event_claymore_02_e_47,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_48,40050,event_claymore_02_e,Speech,spectators,spectators,Locale_SubScenario:event_claymore_02_e_48,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_49,40050,event_claymore_02_e,Speech,spectators,spectators,Locale_SubScenario:event_claymore_02_e_49,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_50,40050,event_claymore_02_e,Speech,spectators,spectators,Locale_SubScenario:event_claymore_02_e_50,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_51,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_51,False,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_52,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_52,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_53,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_53,True,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_54,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_54,False,,,,,7,7,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_55,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_55,True,,,,,black,black,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_56,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_56,True,clay,5,sad,Park,black,black,1.0,,,,,,,,,Grey,,,,,
event_claymore_02_e_57,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_57,False,,5,sad,,5,5,1.0,,,,,,,,,,black,,,,
event_claymore_02_e_58,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_58,False,,5,sad,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_59,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_59,False,,5,sad,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_60,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_60,True,,5,shy,,5,50,0.7,,,,,,,,,,,,,,
event_claymore_02_e_61,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_61,False,,5,shy,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_62,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_62,True,,5,no,,50,50,1.0,none,,,,,,,,,,,,,
event_claymore_02_e_63,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_63,True,,5,no,,50,50,1.0,bgm_frostpillar,,,,,,,,,,,,,
event_claymore_02_e_64,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_64,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_65,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_65,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_66,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_66,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_67,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_67,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_68,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_68,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_69,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_69,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_70,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_70,True,,5,sad,,50,500,1.0,,,,,,,,,,,,,,
event_claymore_02_e_71,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_71,True,,5,sad,,500,500,1.0,,,,,,,,,,,,,,
event_claymore_02_e_72,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_72,True,,5,shy,,500,500,1.0,,,,,,,,,,,,,,
event_claymore_02_e_73,40050,event_claymore_02_e,Monologue,clay,,Locale_SubScenario:event_claymore_02_e_73,False,,5,shy,,500,500,1.0,,,,,,,,,,,,,,
event_claymore_02_e_74,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_74,True,,5,sad,,500,50,0.7,,,,,,,,,,,,,,
event_claymore_02_e_75,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_75,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_76,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_76,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_77,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_77,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_78,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_78,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_79,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_79,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_80,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_80,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_81,40050,event_claymore_02_e,Monologue,clay,,Locale_SubScenario:event_claymore_02_e_81,False,,5,sad,,black,black,1.0,none,,,,,,,,,,,,,
event_claymore_02_e_82,40050,event_claymore_02_e,Speech,unknown,unknown,Locale_SubScenario:event_claymore_02_e_82,True,,5,sad,,50,50,1.0,bgm_story_languor,,,,,,,,,,,,,
event_claymore_02_e_83,40050,event_claymore_02_e,Speech,unknown,unknown,Locale_SubScenario:event_claymore_02_e_83,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_84,40050,event_claymore_02_e,Speech,unknown,unknown,Locale_SubScenario:event_claymore_02_e_84,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_85,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_85,True,,5,shy,,50,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_86,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_86,False,,5,shy,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_87,40050,event_claymore_02_e,Narration,clay,,Locale_SubScenario:event_claymore_02_e_87,False,,5,shy,,3,S_30,0.7,,,,,,,,,,,,,sfx_scn_grassrustle,
event_claymore_02_e_88,40050,event_claymore_02_e,Monologue,clay,,Locale_SubScenario:event_claymore_02_e_88,False,,5,shy,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_02_e_89,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_89,True,,5,shy,,S_30,S_30,1.0,,milk,3,no,,,,,,,,,,
event_claymore_02_e_90,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_90,True,,5,shy,,50,50,1.0,,,3,no,,,,,,,,,,
event_claymore_02_e_91,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_91,False,,5,shy,,S_30,S_30,1.0,,,3,no,,,,,,,,,,
event_claymore_02_e_92,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_92,False,,5,shy,,S_30,S_30,1.0,,,3,no,,,,,,,,,,
event_claymore_02_e_93,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_93,True,,5,shy,,S_30,S_30,1.0,,,3,no,,,,,,,,,,
event_claymore_02_e_94,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_94,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_95,40050,event_claymore_02_e,Self,milk,,Locale_SubScenario:event_claymore_02_e_95,False,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_96,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_96,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_97,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_97,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_98,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_98,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_99,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_99,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_100,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_100,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_101,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_101,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_102,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_102,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_103,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_103,True,,5,shy,,S_30,S_30,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_104,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_104,True,,5,shy,,S_30,S_30,1.0,,,3,no,,,,,,,,,,
event_claymore_02_e_105,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_105,True,,5,shy,,S_30,S_300,0.5,,,3,angry,,,,,,,,,,
event_claymore_02_e_106,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_106,True,,5,shy,,500,500,1.0,,,3,angry,,,,,,,,,,
event_claymore_02_e_107,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_107,True,,5,shy,,S_300,S_300,1.0,,,3,angry,,,,,,,,,,
event_claymore_02_e_108,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_108,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_109,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_109,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_110,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_110,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_111,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_111,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_112,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_112,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_113,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_113,True,,5,shy,,S_300,S_300,1.0,,,3,idle,,,,,,,,,,
event_claymore_02_e_114,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_114,True,,5,shy,,S_300,S_30,1.0,,,3,good,,,,,,,,,,
event_claymore_02_e_115,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_115,True,,5,shy,,S_30,S_30,1.0,,,3,good,,,,,,,,,,
event_claymore_02_e_116,40050,event_claymore_02_e,Speech,milk,milk,Locale_SubScenario:event_claymore_02_e_116,True,,5,shy,,S_30,S_30,1.0,,,3,good,,,,,,,,,,
